n_clusters,depth_factor,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,0.01,1000.0,100,0.0888409614562988,0.2389,150.6932,1.2068,0.5423,0.0885,0.2215,0.1545,0.1604,0.3214,0.1068,0.1604,0.3494,ShallowTree,home_y.zip
10,0.01,1000.0,20,0.1230063438415527,0.2389,150.6932,1.2068,0.5423,0.0885,0.2215,0.1545,0.1604,0.3214,0.1068,0.1604,0.3494,ShallowTree,home_y.zip
10,0.01,100.0,100,0.0756587982177734,0.2496,156.7757,1.2054,0.5271,0.0581,0.2252,0.1589,0.1647,0.3267,0.1101,0.1647,0.3254,ShallowTree,home_y.zip
10,0.01,100.0,20,0.1001901626586914,0.2389,150.6932,1.2068,0.5423,0.0885,0.2215,0.1545,0.1604,0.3214,0.1068,0.1604,0.3494,ShallowTree,home_y.zip
10,0.01,inf,100,0.1435170173645019,0.2389,150.6932,1.2068,0.5423,0.0885,0.2215,0.1545,0.1604,0.3214,0.1068,0.1604,0.3494,ShallowTree,home_y.zip
10,0.01,inf,20,0.0889403820037841,0.2389,150.6932,1.2068,0.5423,0.0885,0.2215,0.1545,0.1604,0.3214,0.1068,0.1604,0.3494,ShallowTree,home_y.zip
10,0.03,1000.0,100,0.1008980274200439,0.2373,150.592,1.2134,0.5404,0.0847,0.2203,0.1534,0.1592,0.3197,0.106,0.1592,0.345,ShallowTree,home_y.zip
10,0.03,1000.0,20,0.091869831085205,0.2373,150.592,1.2134,0.5404,0.0847,0.2203,0.1534,0.1592,0.3197,0.106,0.1592,0.345,ShallowTree,home_y.zip
10,0.03,100.0,100,0.0770521163940429,0.2341,147.1874,1.2135,0.5235,0.051,0.201,0.1424,0.1484,0.2917,0.0995,0.1484,0.3236,ShallowTree,home_y.zip
10,0.03,100.0,20,0.0977187156677246,0.2373,150.592,1.2134,0.5404,0.0847,0.2203,0.1534,0.1592,0.3197,0.106,0.1592,0.345,ShallowTree,home_y.zip
10,0.03,inf,100,0.1002099514007568,0.2373,150.592,1.2134,0.5404,0.0847,0.2203,0.1534,0.1592,0.3197,0.106,0.1592,0.345,ShallowTree,home_y.zip
10,0.03,inf,20,0.0865509510040283,0.2373,150.592,1.2134,0.5404,0.0847,0.2203,0.1534,0.1592,0.3197,0.106,0.1592,0.345,ShallowTree,home_y.zip
10,0.05,1000.0,100,0.0978195667266845,0.2367,150.3919,1.2147,0.5412,0.0863,0.2237,0.1556,0.1614,0.3246,0.1074,0.1614,0.346,ShallowTree,home_y.zip
10,0.05,1000.0,20,0.098602294921875,0.2367,150.3919,1.2147,0.5412,0.0863,0.2237,0.1556,0.1614,0.3246,0.1074,0.1614,0.346,ShallowTree,home_y.zip
10,0.05,100.0,100,0.0822901725769043,0.234,146.902,1.2167,0.5243,0.0526,0.2009,0.1419,0.1479,0.2915,0.0991,0.1479,0.3237,ShallowTree,home_y.zip
10,0.05,100.0,20,0.0991790294647216,0.2367,150.3919,1.2147,0.5412,0.0863,0.2237,0.1556,0.1614,0.3246,0.1074,0.1614,0.346,ShallowTree,home_y.zip
10,0.05,inf,100,0.0880286693572998,0.2367,150.3919,1.2147,0.5412,0.0863,0.2237,0.1556,0.1614,0.3246,0.1074,0.1614,0.346,ShallowTree,home_y.zip
10,0.05,inf,20,0.0878016948699951,0.2367,150.3919,1.2147,0.5412,0.0863,0.2237,0.1556,0.1614,0.3246,0.1074,0.1614,0.346,ShallowTree,home_y.zip
10,0.0,1000.0,100,0.111175537109375,0.2437,152.1926,1.1512,0.5283,0.0606,0.202,0.1415,0.1474,0.2931,0.0985,0.1474,0.3264,ShallowTree,home_y.zip
10,0.0,1000.0,20,0.1077771186828613,0.2437,152.1926,1.1512,0.5283,0.0606,0.202,0.1415,0.1474,0.2931,0.0985,0.1474,0.3264,ShallowTree,home_y.zip
10,0.0,100.0,100,0.084146499633789,0.2496,156.7757,1.2054,0.5271,0.0581,0.2252,0.1589,0.1647,0.3267,0.1101,0.1647,0.3254,ShallowTree,home_y.zip
10,0.0,100.0,20,0.1033637523651123,0.2437,152.1926,1.1512,0.5283,0.0606,0.202,0.1415,0.1474,0.2931,0.0985,0.1474,0.3264,ShallowTree,home_y.zip
10,0.0,inf,100,0.103179931640625,0.2437,152.1926,1.1512,0.5283,0.0606,0.202,0.1415,0.1474,0.2931,0.0985,0.1474,0.3264,ShallowTree,home_y.zip
10,0.0,inf,20,0.1032948493957519,0.2437,152.1926,1.1512,0.5283,0.0606,0.202,0.1415,0.1474,0.2931,0.0985,0.1474,0.3264,ShallowTree,home_y.zip
10,1.0,1000.0,100,0.0966341495513916,-0.1056,58.1549,1.878,0.5037,0.0097,0.0698,0.0561,0.0654,0.1013,0.0483,0.0654,0.396,ShallowTree,home_y.zip
10,1.0,1000.0,20,0.1038084030151367,-0.1056,58.1549,1.878,0.5037,0.0097,0.0698,0.0561,0.0654,0.1013,0.0483,0.0654,0.396,ShallowTree,home_y.zip
10,1.0,100.0,100,0.0742945671081543,0.1134,82.6574,1.5066,0.5234,0.0498,0.1795,0.1407,0.1477,0.2605,0.1031,0.1477,0.3794,ShallowTree,home_y.zip
10,1.0,100.0,20,0.0992882251739502,-0.1056,58.1549,1.878,0.5037,0.0097,0.0698,0.0561,0.0654,0.1013,0.0483,0.0654,0.396,ShallowTree,home_y.zip
10,1.0,inf,100,0.0968842506408691,-0.1056,58.1549,1.878,0.5037,0.0097,0.0698,0.0561,0.0654,0.1013,0.0483,0.0654,0.396,ShallowTree,home_y.zip
10,1.0,inf,20,0.0966749191284179,-0.1056,58.1549,1.878,0.5037,0.0097,0.0698,0.0561,0.0654,0.1013,0.0483,0.0654,0.396,ShallowTree,home_y.zip
12,0.01,1000.0,100,0.1020538806915283,0.2462,150.7082,1.161,0.5308,0.0659,0.252,0.1663,0.1731,0.3657,0.1133,0.1731,0.3135,ShallowTree,home_y.zip
12,0.01,1000.0,20,0.1025197505950927,0.2462,150.7082,1.161,0.5308,0.0659,0.252,0.1663,0.1731,0.3657,0.1133,0.1731,0.3135,ShallowTree,home_y.zip
12,0.01,100.0,100,0.0839502811431884,0.2437,149.467,1.2233,0.5349,0.0739,0.2526,0.1694,0.1763,0.3666,0.116,0.1763,0.3278,ShallowTree,home_y.zip
12,0.01,100.0,20,0.1006591320037841,0.2462,150.7082,1.161,0.5308,0.0659,0.252,0.1663,0.1731,0.3657,0.1133,0.1731,0.3135,ShallowTree,home_y.zip
12,0.01,inf,100,0.1015820503234863,0.2462,150.7082,1.161,0.5308,0.0659,0.252,0.1663,0.1731,0.3657,0.1133,0.1731,0.3135,ShallowTree,home_y.zip
12,0.01,inf,20,0.1030013561248779,0.2462,150.7082,1.161,0.5308,0.0659,0.252,0.1663,0.1731,0.3657,0.1133,0.1731,0.3135,ShallowTree,home_y.zip
12,0.03,1000.0,100,0.1028072834014892,0.2466,150.9212,1.1619,0.5319,0.0681,0.2572,0.1696,0.1762,0.3732,0.1154,0.1762,0.3148,ShallowTree,home_y.zip
12,0.03,1000.0,20,0.1023564338684082,0.2466,150.9212,1.1619,0.5319,0.0681,0.2572,0.1696,0.1762,0.3732,0.1154,0.1762,0.3148,ShallowTree,home_y.zip
12,0.03,100.0,100,0.0759272575378418,0.243,148.7879,1.2132,0.5367,0.0776,0.2572,0.1725,0.1793,0.3731,0.118,0.1793,0.3315,ShallowTree,home_y.zip
12,0.03,100.0,20,0.1017065048217773,0.2466,150.9212,1.1619,0.5319,0.0681,0.2572,0.1696,0.1762,0.3732,0.1154,0.1762,0.3148,ShallowTree,home_y.zip
12,0.03,inf,100,0.0991718769073486,0.2466,150.9212,1.1619,0.5319,0.0681,0.2572,0.1696,0.1762,0.3732,0.1154,0.1762,0.3148,ShallowTree,home_y.zip
12,0.03,inf,20,0.1023817062377929,0.2466,150.9212,1.1619,0.5319,0.0681,0.2572,0.1696,0.1762,0.3732,0.1154,0.1762,0.3148,ShallowTree,home_y.zip
12,0.05,1000.0,100,0.1010081768035888,0.2463,151.2122,1.1806,0.5357,0.0756,0.2667,0.1759,0.1825,0.387,0.1194,0.1825,0.3216,ShallowTree,home_y.zip
12,0.05,1000.0,20,0.1031737327575683,0.2463,151.2122,1.1806,0.5357,0.0756,0.2667,0.1759,0.1825,0.387,0.1194,0.1825,0.3216,ShallowTree,home_y.zip
12,0.05,100.0,100,0.0822772979736328,0.2458,148.5572,1.1686,0.532,0.0682,0.2177,0.1447,0.1517,0.3158,0.0998,0.1517,0.321,ShallowTree,home_y.zip
12,0.05,100.0,20,0.1017701625823974,0.2463,151.2122,1.1806,0.5357,0.0756,0.2667,0.1759,0.1825,0.387,0.1194,0.1825,0.3216,ShallowTree,home_y.zip
12,0.05,inf,100,0.1049988269805908,0.2463,151.2122,1.1806,0.5357,0.0756,0.2667,0.1759,0.1825,0.387,0.1194,0.1825,0.3216,ShallowTree,home_y.zip
12,0.05,inf,20,0.0936756134033203,0.2463,151.2122,1.1806,0.5357,0.0756,0.2667,0.1759,0.1825,0.387,0.1194,0.1825,0.3216,ShallowTree,home_y.zip
12,0.0,1000.0,100,0.1028029918670654,0.2443,153.2915,1.1485,0.5252,0.0548,0.2,0.1296,0.1365,0.2902,0.0893,0.1365,0.3007,ShallowTree,home_y.zip
12,0.0,1000.0,20,0.0991077423095703,0.2443,153.2915,1.1485,0.5252,0.0548,0.2,0.1296,0.1365,0.2902,0.0893,0.1365,0.3007,ShallowTree,home_y.zip
12,0.0,100.0,100,0.088266372680664,0.2418,149.3789,1.2096,0.536,0.076,0.2469,0.1656,0.1725,0.3583,0.1136,0.1725,0.3303,ShallowTree,home_y.zip
12,0.0,100.0,20,0.1041057109832763,0.2443,153.2915,1.1485,0.5252,0.0548,0.2,0.1296,0.1365,0.2902,0.0893,0.1365,0.3007,ShallowTree,home_y.zip
12,0.0,inf,100,0.1111109256744384,0.2443,153.2915,1.1485,0.5252,0.0548,0.2,0.1296,0.1365,0.2902,0.0893,0.1365,0.3007,ShallowTree,home_y.zip
12,0.0,inf,20,0.1049604415893554,0.2443,153.2915,1.1485,0.5252,0.0548,0.2,0.1296,0.1365,0.2902,0.0893,0.1365,0.3007,ShallowTree,home_y.zip
12,1.0,1000.0,100,0.0899281501770019,-0.1716,52.9916,1.7698,0.503,0.0083,0.0783,0.0605,0.0712,0.1136,0.0519,0.0712,0.394,ShallowTree,home_y.zip
12,1.0,1000.0,20,0.095254898071289,-0.1716,52.9916,1.7698,0.503,0.0083,0.0783,0.0605,0.0712,0.1136,0.0519,0.0712,0.394,ShallowTree,home_y.zip
12,1.0,100.0,100,0.0780198574066162,-0.0983,57.2511,1.5865,0.5197,0.0421,0.1123,0.0832,0.0922,0.163,0.0643,0.0922,0.3955,ShallowTree,home_y.zip
12,1.0,100.0,20,0.1056253910064697,-0.1716,52.9916,1.7698,0.503,0.0083,0.0783,0.0605,0.0712,0.1136,0.0519,0.0712,0.394,ShallowTree,home_y.zip
12,1.0,inf,100,0.0921361446380615,-0.1716,52.9916,1.7698,0.503,0.0083,0.0783,0.0605,0.0712,0.1136,0.0519,0.0712,0.394,ShallowTree,home_y.zip
12,1.0,inf,20,0.0898818969726562,-0.1716,52.9916,1.7698,0.503,0.0083,0.0783,0.0605,0.0712,0.1136,0.0519,0.0712,0.394,ShallowTree,home_y.zip
2,0.01,1000.0,100,0.0299556255340576,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,0.01,1000.0,20,0.0320909023284912,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,0.01,100.0,100,0.0640158653259277,0.4812,175.8917,1.2191,0.5026,0.0015,0.0003,-0.0015,0.0006,0.0004,0.0009,0.0006,0.6404,ShallowTree,home_y.zip
2,0.01,100.0,20,0.0801153182983398,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,0.01,inf,100,0.029921531677246,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,0.01,inf,20,0.131758451461792,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,0.03,1000.0,100,0.0805604457855224,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,0.03,1000.0,20,0.0622429847717285,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,0.03,100.0,100,0.0642902851104736,0.4812,175.8917,1.2191,0.5026,0.0015,0.0003,-0.0015,0.0006,0.0004,0.0009,0.0006,0.6404,ShallowTree,home_y.zip
2,0.03,100.0,20,0.078265905380249,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,0.03,inf,100,0.0742938518524169,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,0.03,inf,20,0.0814082622528076,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,0.05,1000.0,100,0.0825092792510986,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,0.05,1000.0,20,0.0803883075714111,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,0.05,100.0,100,0.0644199848175048,0.4812,175.8917,1.2191,0.5026,0.0015,0.0003,-0.0015,0.0006,0.0004,0.0009,0.0006,0.6404,ShallowTree,home_y.zip
2,0.05,100.0,20,0.0793037414550781,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,0.05,inf,100,0.0790948867797851,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,0.05,inf,20,0.0736844539642334,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,0.0,1000.0,100,0.0799729824066162,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,0.0,1000.0,20,0.0937578678131103,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,0.0,100.0,100,0.0650136470794677,0.4812,175.8917,1.2191,0.5026,0.0015,0.0003,-0.0015,0.0006,0.0004,0.0009,0.0006,0.6404,ShallowTree,home_y.zip
2,0.0,100.0,20,0.0812606811523437,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,0.0,inf,100,0.0737507343292236,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,0.0,inf,20,0.0796098709106445,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,1.0,1000.0,100,0.0731744766235351,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,1.0,1000.0,20,0.084306001663208,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,1.0,100.0,100,0.0649976730346679,0.4812,175.8917,1.2191,0.5026,0.0015,0.0003,-0.0015,0.0006,0.0004,0.0009,0.0006,0.6404,ShallowTree,home_y.zip
2,1.0,100.0,20,0.0789840221405029,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,1.0,inf,100,0.0804724693298339,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
2,1.0,inf,20,0.0898120403289794,0.4851,176.0004,1.2136,0.503,0.0022,0.0005,-0.0011,0.0009,0.0007,0.0014,0.0009,0.6419,ShallowTree,home_y.zip
4,0.01,1000.0,100,0.0768492221832275,0.2245,176.4478,1.2428,0.5461,0.0943,0.1031,0.105,0.1079,0.1497,0.0843,0.1079,0.4552,ShallowTree,home_y.zip
4,0.01,1000.0,20,0.0852534770965576,0.2245,176.4478,1.2428,0.5461,0.0943,0.1031,0.105,0.1079,0.1497,0.0843,0.1079,0.4552,ShallowTree,home_y.zip
4,0.01,100.0,100,0.067803144454956,0.2275,176.9893,1.2404,0.546,0.0941,0.1032,0.1048,0.1076,0.1497,0.084,0.1076,0.4535,ShallowTree,home_y.zip
4,0.01,100.0,20,0.1125290393829345,0.2245,176.4478,1.2428,0.5461,0.0943,0.1031,0.105,0.1079,0.1497,0.0843,0.1079,0.4552,ShallowTree,home_y.zip
4,0.01,inf,100,0.0854973793029785,0.2245,176.4478,1.2428,0.5461,0.0943,0.1031,0.105,0.1079,0.1497,0.0843,0.1079,0.4552,ShallowTree,home_y.zip
4,0.01,inf,20,0.0884134769439697,0.2245,176.4478,1.2428,0.5461,0.0943,0.1031,0.105,0.1079,0.1497,0.0843,0.1079,0.4552,ShallowTree,home_y.zip
4,0.03,1000.0,100,0.08412766456604,0.2245,176.4478,1.2428,0.5461,0.0943,0.1031,0.105,0.1079,0.1497,0.0843,0.1079,0.4552,ShallowTree,home_y.zip
4,0.03,1000.0,20,0.0847504138946533,0.2245,176.4478,1.2428,0.5461,0.0943,0.1031,0.105,0.1079,0.1497,0.0843,0.1079,0.4552,ShallowTree,home_y.zip
4,0.03,100.0,100,0.0689485073089599,0.2275,176.9893,1.2404,0.546,0.0941,0.1032,0.1048,0.1076,0.1497,0.084,0.1076,0.4535,ShallowTree,home_y.zip
4,0.03,100.0,20,0.0769939422607421,0.2245,176.4478,1.2428,0.5461,0.0943,0.1031,0.105,0.1079,0.1497,0.0843,0.1079,0.4552,ShallowTree,home_y.zip
4,0.03,inf,100,0.0855600833892822,0.2245,176.4478,1.2428,0.5461,0.0943,0.1031,0.105,0.1079,0.1497,0.0843,0.1079,0.4552,ShallowTree,home_y.zip
4,0.03,inf,20,0.0821123123168945,0.2245,176.4478,1.2428,0.5461,0.0943,0.1031,0.105,0.1079,0.1497,0.0843,0.1079,0.4552,ShallowTree,home_y.zip
4,0.05,1000.0,100,0.0848922729492187,0.2245,176.4478,1.2428,0.5461,0.0943,0.1031,0.105,0.1079,0.1497,0.0843,0.1079,0.4552,ShallowTree,home_y.zip
