max_depth,max_nbr_clusters,min_samples_leaf,min_samples_split,max_nbr_values,max_nbr_values_cat,bic_eps,random_state,criteria_clf,criteria_reg,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,3,5,1000,20,0.0,42,gini,mape,32.63613176345825,-0.0518,470.6434,5.2888,0.4751,0.0264,0.0427,0.0442,0.0443,0.0773,0.0311,0.0443,0.4891,ImpurityParTree2,adultONEHOT_y.zip
10,10,3,5,1000,20,0.0,42,gini,r2,36.62923836708069,0.0094,560.6142,6.6928,0.4498,-0.0476,0.0342,0.0388,0.039,0.0619,0.0285,0.039,0.483,ImpurityParTree2,adultONEHOT_y.zip
10,10,3,5,1000,20,0.0,42,me,mape,33.86307239532471,0.0229,577.9987,3.2687,0.5652,0.0973,0.0405,0.0545,0.0547,0.0733,0.0436,0.0547,0.6395,ImpurityParTree2,adultONEHOT_y.zip
10,10,3,5,1000,20,0.0,42,me,r2,36.25363516807556,0.0094,560.6142,6.6928,0.4498,-0.0476,0.0342,0.0388,0.039,0.0619,0.0285,0.039,0.483,ImpurityParTree2,adultONEHOT_y.zip
10,10,3,5,1000,20,0.1,42,gini,mape,35.18251729011536,-0.0309,435.0503,6.4041,0.5857,0.0815,0.0379,0.0556,0.0558,0.0687,0.047,0.0558,0.6858,ImpurityParTree2,adultONEHOT_y.zip
10,10,3,5,1000,20,0.1,42,gini,r2,36.383629322052,0.0094,560.6142,6.6928,0.4498,-0.0476,0.0342,0.0388,0.039,0.0619,0.0285,0.039,0.483,ImpurityParTree2,adultONEHOT_y.zip
10,10,3,5,1000,20,0.1,42,me,mape,32.36042785644531,-0.0205,542.7229,4.714,0.5606,0.0914,0.041,0.0544,0.0546,0.0743,0.0432,0.0546,0.6336,ImpurityParTree2,adultONEHOT_y.zip
10,10,3,5,1000,20,0.1,42,me,r2,36.28495764732361,0.0094,560.6142,6.6928,0.4498,-0.0476,0.0342,0.0388,0.039,0.0619,0.0285,0.039,0.483,ImpurityParTree2,adultONEHOT_y.zip
10,10,3,5,1000,20,0.2,42,gini,mape,33.96021485328674,0.0008,542.8173,6.4868,0.5514,0.0798,0.0426,0.0548,0.0549,0.0772,0.0426,0.0549,0.6218,ImpurityParTree2,adultONEHOT_y.zip
10,10,3,5,1000,20,0.2,42,gini,r2,36.71228814125061,0.0094,560.6142,6.6928,0.4498,-0.0476,0.0342,0.0388,0.039,0.0619,0.0285,0.039,0.483,ImpurityParTree2,adultONEHOT_y.zip
10,10,3,5,1000,20,0.2,42,me,mape,32.16111969947815,-0.0073,583.8896,4.6977,0.554,0.0845,0.0414,0.0532,0.0534,0.0751,0.0414,0.0534,0.6244,ImpurityParTree2,adultONEHOT_y.zip
10,10,3,5,1000,20,0.2,42,me,r2,36.30523920059204,0.0094,560.6142,6.6928,0.4498,-0.0476,0.0342,0.0388,0.039,0.0619,0.0285,0.039,0.483,ImpurityParTree2,adultONEHOT_y.zip
10,10,3,5,100,20,0.0,42,gini,mape,11.956025838851929,-0.0497,483.2063,6.322,0.5673,0.1073,0.0396,0.0516,0.0518,0.0717,0.0406,0.0518,0.638,ImpurityParTree2,adultONEHOT_y.zip
10,10,3,5,100,20,0.0,42,gini,r2,12.9220449924469,0.0094,560.6142,6.6928,0.4498,-0.0476,0.0342,0.0388,0.039,0.0619,0.0285,0.039,0.483,ImpurityParTree2,adultONEHOT_y.zip
10,10,3,5,100,20,0.0,42,me,mape,12.117449760437012,-0.0111,500.479,5.6549,0.5646,0.0955,0.0403,0.0538,0.0539,0.0729,0.0428,0.0539,0.6393,ImpurityParTree2,adultONEHOT_y.zip
10,10,3,5,100,20,0.0,42,me,r2,13.055963277816772,0.0094,560.6142,6.6928,0.4498,-0.0476,0.0342,0.0388,0.039,0.0619,0.0285,0.039,0.483,ImpurityParTree2,adultONEHOT_y.zip
10,10,3,5,100,20,0.1,42,gini,mape,11.98009729385376,-0.0015,522.4147,5.674,0.5404,0.0542,0.0345,0.0446,0.0448,0.0625,0.0349,0.0448,0.6142,ImpurityParTree2,adultONEHOT_y.zip
