eps,min_samples,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
0.1,10,correlation,auto,4,1000.0,100,0.0155673027038574,0.7247,99.0411,0.2777,0.5297,0.0093,0.0041,0.0097,0.0113,0.0062,0.0669,0.0113,0.7205,skl_DBSCAN,titanic_y.zip
0.1,10,correlation,auto,4,1000.0,20,0.0156300067901611,0.7247,99.0411,0.2777,0.5297,0.0093,0.0041,0.0097,0.0113,0.0062,0.0669,0.0113,0.7205,skl_DBSCAN,titanic_y.zip
0.1,10,correlation,auto,4,100.0,100,0.0155222415924072,0.7247,99.0411,0.2777,0.5297,0.0093,0.0041,0.0097,0.0113,0.0062,0.0669,0.0113,0.7205,skl_DBSCAN,titanic_y.zip
0.1,10,correlation,auto,4,100.0,20,0.0157756805419921,0.7247,99.0411,0.2777,0.5297,0.0093,0.0041,0.0097,0.0113,0.0062,0.0669,0.0113,0.7205,skl_DBSCAN,titanic_y.zip
0.1,10,correlation,auto,4,20.0,20,0.0179240703582763,0.7253,108.547,0.2788,0.5302,0.0107,0.005,0.012,0.0136,0.0075,0.0747,0.0136,0.7202,skl_DBSCAN,titanic_y.zip
0.1,10,correlation,auto,4,inf,100,0.0184054374694824,0.7247,99.0411,0.2777,0.5297,0.0093,0.0041,0.0097,0.0113,0.0062,0.0669,0.0113,0.7205,skl_DBSCAN,titanic_y.zip
0.1,10,correlation,auto,4,inf,20,0.0191309452056884,0.7247,99.0411,0.2777,0.5297,0.0093,0.0041,0.0097,0.0113,0.0062,0.0669,0.0113,0.7205,skl_DBSCAN,titanic_y.zip
0.1,10,cosine,auto,4,1000.0,100,0.022897720336914,0.7247,99.0411,0.2777,0.5297,0.0093,0.0041,0.0097,0.0113,0.0062,0.0669,0.0113,0.7205,skl_DBSCAN,titanic_y.zip
0.1,10,cosine,auto,4,1000.0,20,0.0227220058441162,0.7247,99.0411,0.2777,0.5297,0.0093,0.0041,0.0097,0.0113,0.0062,0.0669,0.0113,0.7205,skl_DBSCAN,titanic_y.zip
0.1,10,cosine,auto,4,100.0,100,0.0261921882629394,0.7247,99.0411,0.2777,0.5297,0.0093,0.0041,0.0097,0.0113,0.0062,0.0669,0.0113,0.7205,skl_DBSCAN,titanic_y.zip
0.1,10,cosine,auto,4,100.0,20,0.0190610885620117,0.7247,99.0411,0.2777,0.5297,0.0093,0.0041,0.0097,0.0113,0.0062,0.0669,0.0113,0.7205,skl_DBSCAN,titanic_y.zip
0.1,10,cosine,auto,4,20.0,20,0.0263714790344238,0.7253,108.547,0.2788,0.5302,0.0107,0.005,0.012,0.0136,0.0075,0.0747,0.0136,0.7202,skl_DBSCAN,titanic_y.zip
0.1,10,cosine,auto,4,inf,100,0.0458941459655761,0.7247,99.0411,0.2777,0.5297,0.0093,0.0041,0.0097,0.0113,0.0062,0.0669,0.0113,0.7205,skl_DBSCAN,titanic_y.zip
0.1,10,cosine,auto,4,inf,20,0.0218000411987304,0.7247,99.0411,0.2777,0.5297,0.0093,0.0041,0.0097,0.0113,0.0062,0.0669,0.0113,0.7205,skl_DBSCAN,titanic_y.zip
0.1,10,euclidean,auto,4,1000.0,100,0.0069899559020996,0.0,0.0,0.0,0.5265,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7256,skl_DBSCAN,titanic_y.zip
0.1,10,euclidean,auto,4,1000.0,20,0.0072054862976074,0.0,0.0,0.0,0.5265,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7256,skl_DBSCAN,titanic_y.zip
0.1,10,euclidean,auto,4,100.0,100,0.0067191123962402,0.0,0.0,0.0,0.5265,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7256,skl_DBSCAN,titanic_y.zip
0.1,10,euclidean,auto,4,100.0,20,0.0067775249481201,0.0,0.0,0.0,0.5265,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7256,skl_DBSCAN,titanic_y.zip
0.1,10,euclidean,auto,4,20.0,20,0.0128097534179687,0.0,0.0,0.0,0.5265,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7256,skl_DBSCAN,titanic_y.zip
0.1,10,euclidean,auto,4,inf,100,0.0120320320129394,0.0,0.0,0.0,0.5265,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7256,skl_DBSCAN,titanic_y.zip
0.1,10,euclidean,auto,4,inf,20,0.0138304233551025,0.0,0.0,0.0,0.5265,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.7256,skl_DBSCAN,titanic_y.zip
0.1,2,correlation,auto,4,1000.0,100,0.0158448219299316,0.7124,44.6246,1.0896,0.5291,0.0078,0.0044,0.0083,0.012,0.0065,0.0693,0.012,0.7208,skl_DBSCAN,titanic_y.zip
0.1,2,correlation,auto,4,1000.0,20,0.0158476829528808,0.7124,44.6246,1.0896,0.5291,0.0078,0.0044,0.0083,0.012,0.0065,0.0693,0.012,0.7208,skl_DBSCAN,titanic_y.zip
0.1,2,correlation,auto,4,100.0,100,0.015679121017456,0.7124,44.6246,1.0896,0.5291,0.0078,0.0044,0.0083,0.012,0.0065,0.0693,0.012,0.7208,skl_DBSCAN,titanic_y.zip
0.1,2,correlation,auto,4,100.0,20,0.0155065059661865,0.7124,44.6246,1.0896,0.5291,0.0078,0.0044,0.0083,0.012,0.0065,0.0693,0.012,0.7208,skl_DBSCAN,titanic_y.zip
0.1,2,correlation,auto,4,20.0,20,0.0179510116577148,0.6979,36.2164,1.1333,0.5302,0.0106,0.0065,0.0119,0.0175,0.0098,0.0829,0.0175,0.7201,skl_DBSCAN,titanic_y.zip
0.1,2,correlation,auto,4,inf,100,0.0156872272491455,0.7124,44.6246,1.0896,0.5291,0.0078,0.0044,0.0083,0.012,0.0065,0.0693,0.012,0.7208,skl_DBSCAN,titanic_y.zip
0.1,2,correlation,auto,4,inf,20,0.0157968997955322,0.7124,44.6246,1.0896,0.5291,0.0078,0.0044,0.0083,0.012,0.0065,0.0693,0.012,0.7208,skl_DBSCAN,titanic_y.zip
0.1,2,cosine,auto,4,1000.0,100,0.0148961544036865,0.7124,44.6246,1.0896,0.5291,0.0078,0.0044,0.0083,0.012,0.0065,0.0693,0.012,0.7208,skl_DBSCAN,titanic_y.zip
0.1,2,cosine,auto,4,1000.0,20,0.0149435997009277,0.7124,44.6246,1.0896,0.5291,0.0078,0.0044,0.0083,0.012,0.0065,0.0693,0.012,0.7208,skl_DBSCAN,titanic_y.zip
0.1,2,cosine,auto,4,100.0,100,0.0149588584899902,0.7124,44.6246,1.0896,0.5291,0.0078,0.0044,0.0083,0.012,0.0065,0.0693,0.012,0.7208,skl_DBSCAN,titanic_y.zip
