n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
4,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,20,0.9929349422454834,0.1539,4069.0076,1.8209,skl_kmeans,ficoONEHOT.zip-4_k
4,k-means++,11,100,0.0001,False,42,True,lloyd,100.0,20,1.1692376136779783,0.1539,4069.0076,1.8209,skl_kmeans,ficoONEHOT.zip-4_k
4,k-means++,11,100,0.0001,False,42,True,lloyd,inf,20,0.8303313255310059,0.1539,4069.0076,1.8209,skl_kmeans,ficoONEHOT.zip-4_k
4,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,20,1.0829451084136963,0.1539,4069.0076,1.8209,skl_kmeans,ficoONEHOT.zip-4_k
4,k-means++,11,300,0.0001,False,42,True,lloyd,100.0,20,0.9939048290252686,0.1539,4069.0076,1.8209,skl_kmeans,ficoONEHOT.zip-4_k
4,k-means++,11,300,0.0001,False,42,True,lloyd,inf,20,1.2277584075927734,0.1539,4069.0076,1.8209,skl_kmeans,ficoONEHOT.zip-4_k
4,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,20,1.0619847774505615,0.1539,4069.0076,1.8209,skl_kmeans,ficoONEHOT.zip-4_k
4,k-means++,11,500,0.0001,False,42,True,lloyd,100.0,20,1.1138405799865725,0.1539,4069.0076,1.8209,skl_kmeans,ficoONEHOT.zip-4_k
4,k-means++,11,500,0.0001,False,42,True,lloyd,inf,20,1.0070745944976809,0.1539,4069.0076,1.8209,skl_kmeans,ficoONEHOT.zip-4_k
4,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,20,0.9929349422454834,0.1539,4069.0076,1.8209,skl_kmeans,ficoONEHOT.zip-4_k
4,k-means++,11,100,0.0001,False,42,True,lloyd,100.0,20,1.1692376136779783,0.1539,4069.0076,1.8209,skl_kmeans,ficoONEHOT.zip-4_k
4,k-means++,11,100,0.0001,False,42,True,lloyd,inf,20,0.8303313255310059,0.1539,4069.0076,1.8209,skl_kmeans,ficoONEHOT.zip-4_k
4,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,20,1.0829451084136963,0.1539,4069.0076,1.8209,skl_kmeans,ficoONEHOT.zip-4_k
4,k-means++,11,300,0.0001,False,42,True,lloyd,100.0,20,0.9939048290252686,0.1539,4069.0076,1.8209,skl_kmeans,ficoONEHOT.zip-4_k
4,k-means++,11,300,0.0001,False,42,True,lloyd,inf,20,1.2277584075927734,0.1539,4069.0076,1.8209,skl_kmeans,ficoONEHOT.zip-4_k
4,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,20,1.0619847774505615,0.1539,4069.0076,1.8209,skl_kmeans,ficoONEHOT.zip-4_k
4,k-means++,11,500,0.0001,False,42,True,lloyd,100.0,20,1.1138405799865725,0.1539,4069.0076,1.8209,skl_kmeans,ficoONEHOT.zip-4_k
4,k-means++,11,500,0.0001,False,42,True,lloyd,inf,20,1.0070745944976809,0.1539,4069.0076,1.8209,skl_kmeans,ficoONEHOT.zip-4_k
