min_samples,max_eps,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
20,inf,cosine,auto,4,20.0,20,4.815142869949341,-0.3376,164.1884,3.3734,0.4954,-0.0228,0.0549,0.072,0.0749,0.0825,0.0686,0.0749,0.5645,skl_OPTICS,titanic_y.zip
20,inf,cosine,auto,4,inf,100,4.861629247665405,-0.4664,87.091,3.2615,0.5045,-0.0217,0.0256,0.0393,0.043,0.0384,0.049,0.043,0.634,skl_OPTICS,titanic_y.zip
20,inf,cosine,auto,4,inf,20,4.790952444076538,-0.4664,87.091,3.2615,0.5045,-0.0217,0.0256,0.0393,0.043,0.0384,0.049,0.043,0.634,skl_OPTICS,titanic_y.zip
20,inf,euclidean,auto,4,1000.0,100,1.50994610786438,-0.2506,35.2428,1.981,0.5076,0.0066,0.0547,0.0741,0.0763,0.0822,0.0713,0.0763,0.5563,skl_OPTICS,titanic_y.zip
20,inf,euclidean,auto,4,1000.0,20,1.4992408752441406,-0.2506,35.2428,1.981,0.5076,0.0066,0.0547,0.0741,0.0763,0.0822,0.0713,0.0763,0.5563,skl_OPTICS,titanic_y.zip
20,inf,euclidean,auto,4,100.0,100,1.4966349601745603,-0.4911,24.7433,2.0933,0.5192,0.009,0.0241,0.0368,0.0405,0.0362,0.0459,0.0405,0.6448,skl_OPTICS,titanic_y.zip
20,inf,euclidean,auto,4,100.0,20,1.5046441555023191,-0.2506,35.2428,1.981,0.5076,0.0066,0.0547,0.0741,0.0763,0.0822,0.0713,0.0763,0.5563,skl_OPTICS,titanic_y.zip
20,inf,euclidean,auto,4,20.0,20,1.565800428390503,-0.3987,2.2275,3.2049,0.49,-0.0424,0.0461,0.0695,0.072,0.0692,0.075,0.072,0.591,skl_OPTICS,titanic_y.zip
20,inf,euclidean,auto,4,inf,100,1.4897265434265137,-0.2506,35.2428,1.981,0.5076,0.0066,0.0547,0.0741,0.0763,0.0822,0.0713,0.0763,0.5563,skl_OPTICS,titanic_y.zip
20,inf,euclidean,auto,4,inf,20,1.5002882480621338,-0.2506,35.2428,1.981,0.5076,0.0066,0.0547,0.0741,0.0763,0.0822,0.0713,0.0763,0.5563,skl_OPTICS,titanic_y.zip
2,inf,correlation,auto,4,1000.0,100,2.1686794757843018,0.0337,3.3066,3.3925,0.4761,-0.0037,0.3112,0.0604,0.1224,0.4674,0.0704,0.1224,0.2067,skl_OPTICS,titanic_y.zip
2,inf,correlation,auto,4,1000.0,20,2.1582353115081787,0.0337,3.3066,3.3925,0.4761,-0.0037,0.3112,0.0604,0.1224,0.4674,0.0704,0.1224,0.2067,skl_OPTICS,titanic_y.zip
2,inf,correlation,auto,4,100.0,100,2.14962100982666,0.0234,3.1947,3.3442,0.477,-0.0025,0.3159,0.0647,0.1257,0.4744,0.0724,0.1257,0.2147,skl_OPTICS,titanic_y.zip
2,inf,correlation,auto,4,100.0,20,2.228160858154297,0.0337,3.3066,3.3925,0.4761,-0.0037,0.3112,0.0604,0.1224,0.4674,0.0704,0.1224,0.2067,skl_OPTICS,titanic_y.zip
2,inf,correlation,auto,4,20.0,20,2.4686801433563232,-0.0193,4.1911,3.49,0.477,-0.003,0.295,0.0576,0.1185,0.443,0.0684,0.1185,0.2206,skl_OPTICS,titanic_y.zip
2,inf,correlation,auto,4,inf,100,2.177340030670166,0.0337,3.3066,3.3925,0.4761,-0.0037,0.3112,0.0604,0.1224,0.4674,0.0704,0.1224,0.2067,skl_OPTICS,titanic_y.zip
2,inf,correlation,auto,4,inf,20,2.4799842834472656,0.0337,3.3066,3.3925,0.4761,-0.0037,0.3112,0.0604,0.1224,0.4674,0.0704,0.1224,0.2067,skl_OPTICS,titanic_y.zip
2,inf,cosine,auto,4,1000.0,100,4.528900146484375,0.042,3.5494,3.3748,0.4761,-0.0035,0.3266,0.0645,0.1276,0.4905,0.0734,0.1276,0.2043,skl_OPTICS,titanic_y.zip
2,inf,cosine,auto,4,1000.0,20,4.935787916183472,0.042,3.5494,3.3748,0.4761,-0.0035,0.3266,0.0645,0.1276,0.4905,0.0734,0.1276,0.2043,skl_OPTICS,titanic_y.zip
2,inf,cosine,auto,4,100.0,100,4.815342426300049,0.0367,3.7092,3.258,0.4758,-0.0042,0.3219,0.0649,0.1266,0.4834,0.0729,0.1266,0.206,skl_OPTICS,titanic_y.zip
2,inf,cosine,auto,4,100.0,20,5.200636386871338,0.042,3.5494,3.3748,0.4761,-0.0035,0.3266,0.0645,0.1276,0.4905,0.0734,0.1276,0.2043,skl_OPTICS,titanic_y.zip
2,inf,cosine,auto,4,20.0,20,4.538241147994995,-0.0332,3.9549,2.8423,0.4763,-0.0056,0.2985,0.06,0.122,0.4483,0.0706,0.122,0.2323,skl_OPTICS,titanic_y.zip
2,inf,cosine,auto,4,inf,100,4.127488613128662,0.042,3.5494,3.3748,0.4761,-0.0035,0.3266,0.0645,0.1276,0.4905,0.0734,0.1276,0.2043,skl_OPTICS,titanic_y.zip
2,inf,cosine,auto,4,inf,20,4.919625282287598,0.042,3.5494,3.3748,0.4761,-0.0035,0.3266,0.0645,0.1276,0.4905,0.0734,0.1276,0.2043,skl_OPTICS,titanic_y.zip
2,inf,euclidean,auto,4,1000.0,100,1.512603998184204,0.1098,5.7798,2.0582,0.4771,-0.0012,0.3133,0.0587,0.1216,0.4705,0.0699,0.1216,0.2031,skl_OPTICS,titanic_y.zip
2,inf,euclidean,auto,4,1000.0,20,1.502877950668335,0.1098,5.7798,2.0582,0.4771,-0.0012,0.3133,0.0587,0.1216,0.4705,0.0699,0.1216,0.2031,skl_OPTICS,titanic_y.zip
2,inf,euclidean,auto,4,100.0,100,1.4974112510681152,0.1076,6.0192,2.0721,0.4767,-0.0019,0.3141,0.0607,0.1221,0.4717,0.0702,0.1221,0.1999,skl_OPTICS,titanic_y.zip
2,inf,euclidean,auto,4,100.0,20,1.533233404159546,0.1098,5.7798,2.0582,0.4771,-0.0012,0.3133,0.0587,0.1216,0.4705,0.0699,0.1216,0.2031,skl_OPTICS,titanic_y.zip
2,inf,euclidean,auto,4,20.0,20,1.63116192817688,0.0993,17.8387,2.0723,0.4773,0.0015,0.312,0.0571,0.1171,0.4686,0.0669,0.1171,0.1746,skl_OPTICS,titanic_y.zip
2,inf,euclidean,auto,4,inf,100,1.5060410499572754,0.1098,5.7798,2.0582,0.4771,-0.0012,0.3133,0.0587,0.1216,0.4705,0.0699,0.1216,0.2031,skl_OPTICS,titanic_y.zip
2,inf,euclidean,auto,4,inf,20,2.2975659370422363,0.1098,5.7798,2.0582,0.4771,-0.0012,0.3133,0.0587,0.1216,0.4705,0.0699,0.1216,0.2031,skl_OPTICS,titanic_y.zip
3,inf,correlation,auto,4,1000.0,100,2.274728536605835,-0.1249,7.0214,3.5322,0.4793,-0.0091,0.2195,0.0763,0.1116,0.3296,0.0671,0.1116,0.3148,skl_OPTICS,titanic_y.zip
3,inf,correlation,auto,4,1000.0,20,2.299399137496948,-0.1249,7.0214,3.5322,0.4793,-0.0091,0.2195,0.0763,0.1116,0.3296,0.0671,0.1116,0.3148,skl_OPTICS,titanic_y.zip
3,inf,correlation,auto,4,100.0,100,2.166985511779785,-0.1384,5.8894,3.4073,0.4821,-0.0038,0.2177,0.0756,0.1109,0.3269,0.0668,0.1109,0.3213,skl_OPTICS,titanic_y.zip
3,inf,correlation,auto,4,100.0,20,2.2319118976593018,-0.1249,7.0214,3.5322,0.4793,-0.0091,0.2195,0.0763,0.1116,0.3296,0.0671,0.1116,0.3148,skl_OPTICS,titanic_y.zip
3,inf,correlation,auto,4,20.0,20,2.330547332763672,-0.1643,7.3878,3.4041,0.4804,-0.0084,0.2038,0.0672,0.1047,0.306,0.0632,0.1047,0.3273,skl_OPTICS,titanic_y.zip
3,inf,correlation,auto,4,inf,100,2.3177497386932373,-0.1249,7.0214,3.5322,0.4793,-0.0091,0.2195,0.0763,0.1116,0.3296,0.0671,0.1116,0.3148,skl_OPTICS,titanic_y.zip
3,inf,correlation,auto,4,inf,20,2.3036437034606934,-0.1249,7.0214,3.5322,0.4793,-0.0091,0.2195,0.0763,0.1116,0.3296,0.0671,0.1116,0.3148,skl_OPTICS,titanic_y.zip
3,inf,cosine,auto,4,1000.0,100,5.2572572231292725,-0.1412,5.0087,3.5829,0.4806,-0.0076,0.2189,0.0759,0.1123,0.3287,0.0677,0.1123,0.3248,skl_OPTICS,titanic_y.zip
3,inf,cosine,auto,4,1000.0,20,5.632561206817627,-0.1412,5.0087,3.5829,0.4806,-0.0076,0.2189,0.0759,0.1123,0.3287,0.0677,0.1123,0.3248,skl_OPTICS,titanic_y.zip
3,inf,cosine,auto,4,100.0,100,5.102226495742798,-0.1519,4.1833,3.3451,0.4814,-0.0066,0.2213,0.078,0.1143,0.3323,0.069,0.1143,0.3289,skl_OPTICS,titanic_y.zip
3,inf,cosine,auto,4,100.0,20,4.833280324935913,-0.1412,5.0087,3.5829,0.4806,-0.0076,0.2189,0.0759,0.1123,0.3287,0.0677,0.1123,0.3248,skl_OPTICS,titanic_y.zip
3,inf,cosine,auto,4,20.0,20,4.534925699234009,-0.1736,4.9586,3.6177,0.4786,-0.0122,0.214,0.0724,0.1102,0.3213,0.0665,0.1102,0.3269,skl_OPTICS,titanic_y.zip
3,inf,cosine,auto,4,inf,100,4.527186155319214,-0.1412,5.0087,3.5829,0.4806,-0.0076,0.2189,0.0759,0.1123,0.3287,0.0677,0.1123,0.3248,skl_OPTICS,titanic_y.zip
3,inf,cosine,auto,4,inf,20,5.345808267593384,-0.1412,5.0087,3.5829,0.4806,-0.0076,0.2189,0.0759,0.1123,0.3287,0.0677,0.1123,0.3248,skl_OPTICS,titanic_y.zip
3,inf,euclidean,auto,4,1000.0,100,1.5401723384857178,-0.0858,16.5454,2.4867,0.4884,0.0081,0.2138,0.0703,0.1081,0.3211,0.065,0.1081,0.3322,skl_OPTICS,titanic_y.zip
3,inf,euclidean,auto,4,1000.0,20,1.543553352355957,-0.0858,16.5454,2.4867,0.4884,0.0081,0.2138,0.0703,0.1081,0.3211,0.065,0.1081,0.3322,skl_OPTICS,titanic_y.zip
3,inf,euclidean,auto,4,100.0,100,1.4995017051696775,-0.0928,12.4171,2.4559,0.4858,0.0033,0.2103,0.0687,0.1062,0.3158,0.0638,0.1062,0.3269,skl_OPTICS,titanic_y.zip
3,inf,euclidean,auto,4,100.0,20,1.5110881328582764,-0.0858,16.5454,2.4867,0.4884,0.0081,0.2138,0.0703,0.1081,0.3211,0.065,0.1081,0.3322,skl_OPTICS,titanic_y.zip
3,inf,euclidean,auto,4,20.0,20,1.5675017833709717,-0.0579,13.2689,2.0205,0.4827,0.0027,0.2153,0.0622,0.1002,0.3233,0.0593,0.1002,0.2802,skl_OPTICS,titanic_y.zip
3,inf,euclidean,auto,4,inf,100,1.5105299949645996,-0.0858,16.5454,2.4867,0.4884,0.0081,0.2138,0.0703,0.1081,0.3211,0.065,0.1081,0.3322,skl_OPTICS,titanic_y.zip
3,inf,euclidean,auto,4,inf,20,1.507472038269043,-0.0858,16.5454,2.4867,0.4884,0.0081,0.2138,0.0703,0.1081,0.3211,0.065,0.1081,0.3322,skl_OPTICS,titanic_y.zip
5,inf,correlation,auto,4,1000.0,100,2.316838502883911,-0.2894,2.8427,2.9637,0.4773,-0.0324,0.1176,0.0693,0.0862,0.1766,0.057,0.0862,0.43,skl_OPTICS,titanic_y.zip
5,inf,correlation,auto,4,1000.0,20,2.1906769275665283,-0.2894,2.8427,2.9637,0.4773,-0.0324,0.1176,0.0693,0.0862,0.1766,0.057,0.0862,0.43,skl_OPTICS,titanic_y.zip
5,inf,correlation,auto,4,100.0,100,2.2446298599243164,-0.2883,2.0365,2.9283,0.478,-0.0327,0.1189,0.0716,0.0888,0.1785,0.0591,0.0888,0.439,skl_OPTICS,titanic_y.zip
5,inf,correlation,auto,4,100.0,20,2.27501916885376,-0.2894,2.8427,2.9637,0.4773,-0.0324,0.1176,0.0693,0.0862,0.1766,0.057,0.0862,0.43,skl_OPTICS,titanic_y.zip
5,inf,correlation,auto,4,20.0,20,2.3872618675231934,-0.3714,6.7226,3.2467,0.4856,-0.0233,0.1044,0.0645,0.0833,0.1568,0.0568,0.0833,0.4739,skl_OPTICS,titanic_y.zip
5,inf,correlation,auto,4,inf,100,2.2805697917938232,-0.2894,2.8427,2.9637,0.4773,-0.0324,0.1176,0.0693,0.0862,0.1766,0.057,0.0862,0.43,skl_OPTICS,titanic_y.zip
5,inf,correlation,auto,4,inf,20,2.1565678119659424,-0.2894,2.8427,2.9637,0.4773,-0.0324,0.1176,0.0693,0.0862,0.1766,0.057,0.0862,0.43,skl_OPTICS,titanic_y.zip
5,inf,cosine,auto,4,1000.0,100,4.49015736579895,-0.2516,4.9409,3.4709,0.4797,-0.0223,0.1359,0.0755,0.0927,0.204,0.06,0.0927,0.4044,skl_OPTICS,titanic_y.zip
5,inf,cosine,auto,4,1000.0,20,4.185264587402344,-0.2516,4.9409,3.4709,0.4797,-0.0223,0.1359,0.0755,0.0927,0.204,0.06,0.0927,0.4044,skl_OPTICS,titanic_y.zip
5,inf,cosine,auto,4,100.0,100,5.165707588195801,-0.2449,6.1437,3.3317,0.4762,-0.0316,0.1233,0.0691,0.0866,0.1851,0.0565,0.0866,0.4129,skl_OPTICS,titanic_y.zip
5,inf,cosine,auto,4,100.0,20,4.788404226303101,-0.2516,4.9409,3.4709,0.4797,-0.0223,0.1359,0.0755,0.0927,0.204,0.06,0.0927,0.4044,skl_OPTICS,titanic_y.zip
5,inf,cosine,auto,4,20.0,20,5.019200801849365,-0.3511,5.1613,3.1111,0.4886,-0.0166,0.1074,0.0657,0.0848,0.1612,0.0576,0.0848,0.474,skl_OPTICS,titanic_y.zip
5,inf,cosine,auto,4,inf,100,4.477987766265869,-0.2516,4.9409,3.4709,0.4797,-0.0223,0.1359,0.0755,0.0927,0.204,0.06,0.0927,0.4044,skl_OPTICS,titanic_y.zip
5,inf,cosine,auto,4,inf,20,4.596060752868652,-0.2516,4.9409,3.4709,0.4797,-0.0223,0.1359,0.0755,0.0927,0.204,0.06,0.0927,0.4044,skl_OPTICS,titanic_y.zip
5,inf,euclidean,auto,4,1000.0,100,1.4938783645629885,-0.2265,29.9794,2.2008,0.4825,-0.0178,0.118,0.0629,0.0809,0.1772,0.0524,0.0809,0.4126,skl_OPTICS,titanic_y.zip
5,inf,euclidean,auto,4,1000.0,20,1.494856357574463,-0.2265,29.9794,2.2008,0.4825,-0.0178,0.118,0.0629,0.0809,0.1772,0.0524,0.0809,0.4126,skl_OPTICS,titanic_y.zip
5,inf,euclidean,auto,4,100.0,100,1.4892685413360596,-0.2009,29.2753,2.2726,0.4825,-0.0146,0.1185,0.0604,0.0779,0.1779,0.0499,0.0779,0.3942,skl_OPTICS,titanic_y.zip
5,inf,euclidean,auto,4,100.0,20,1.48926043510437,-0.2265,29.9794,2.2008,0.4825,-0.0178,0.118,0.0629,0.0809,0.1772,0.0524,0.0809,0.4126,skl_OPTICS,titanic_y.zip
5,inf,euclidean,auto,4,20.0,20,1.5704724788665771,-0.1659,152.7979,1.6503,0.496,0.0153,0.1146,0.0505,0.0707,0.172,0.0445,0.0707,0.3917,skl_OPTICS,titanic_y.zip
5,inf,euclidean,auto,4,inf,100,1.5010161399841309,-0.2265,29.9794,2.2008,0.4825,-0.0178,0.118,0.0629,0.0809,0.1772,0.0524,0.0809,0.4126,skl_OPTICS,titanic_y.zip
5,inf,euclidean,auto,4,inf,20,1.5354864597320557,-0.2265,29.9794,2.2008,0.4825,-0.0178,0.118,0.0629,0.0809,0.1772,0.0524,0.0809,0.4126,skl_OPTICS,titanic_y.zip
