amount_initial_centers,kmax,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,10,0.013202428817749,0.5161,2612.6532,0.6664,0.9393,0.5995,2.1407,0.8208,0.8249,0.7286,0.9505,0.8249,0.6667,,,pyc_xmeans,2d-20c-no0_y.zip
10,10,0.0131707191467285,0.5294,2602.2425,0.6458,0.9393,0.607,2.1568,0.8294,0.8333,0.734,0.9636,0.8333,0.6777,1000.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
10,10,0.0125548839569091,0.5335,2881.5666,0.6352,0.9376,0.5968,2.1444,0.8253,0.8293,0.7298,0.9602,0.8293,0.6682,100.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
10,10,0.0156373977661132,0.5333,2264.2659,0.6055,0.9218,0.5406,2.1099,0.8217,0.8258,0.7181,0.9715,0.8258,0.6309,inf,20.0,pyc_xmeans,2d-20c-no0_y.zip
10,14,0.0166757106781005,0.5884,3327.235,0.5564,0.975,0.7953,2.5287,0.9098,0.9127,0.8606,0.9714,0.9127,0.8196,,,pyc_xmeans,2d-20c-no0_y.zip
10,14,0.0159499645233154,0.535,3111.3349,0.6467,0.9615,0.7098,2.4284,0.8852,0.8889,0.8265,0.9615,0.8889,0.75,1000.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
10,14,0.016078233718872,0.6022,3713.0815,0.5313,0.9724,0.7791,2.519,0.9092,0.9121,0.8573,0.9743,0.9121,0.8073,100.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
10,14,0.0170695781707763,0.5971,3826.5422,0.5372,0.9736,0.7846,2.505,0.9015,0.9046,0.8526,0.9633,0.9046,0.8097,inf,20.0,pyc_xmeans,2d-20c-no0_y.zip
10,18,0.0164892673492431,0.625,4913.591,0.5433,0.9871,0.883,2.7242,0.9449,0.9471,0.9272,0.9679,0.9471,0.8919,,,pyc_xmeans,2d-20c-no0_y.zip
10,18,0.0195457935333251,0.6236,4731.9015,0.5473,0.9896,0.904,2.7526,0.9518,0.9537,0.9368,0.9713,0.9537,0.9108,1000.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
10,18,0.0165760517120361,0.6237,4906.3595,0.545,0.9866,0.8782,2.7161,0.9419,0.9442,0.9244,0.9649,0.9442,0.8874,100.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
10,18,0.0207116603851318,0.5936,3579.2684,0.5687,0.977,0.8058,2.651,0.9295,0.9323,0.9022,0.9645,0.9323,0.8254,inf,20.0,pyc_xmeans,2d-20c-no0_y.zip
10,2,0.0102856159210205,0.5179,2608.4244,0.6974,0.9372,0.5949,2.1391,0.8239,0.828,0.728,0.9597,0.828,0.6665,,,pyc_xmeans,2d-20c-no0_y.zip
10,22,0.021336555480957,0.6343,5845.1535,0.5188,0.9943,0.9426,2.8853,0.9667,0.9683,0.982,0.955,0.9683,0.9462,,,pyc_xmeans,2d-20c-no0_y.zip
10,22,0.0316793918609619,0.6472,5885.5196,0.5143,0.9949,0.9491,2.9029,0.9729,0.9742,0.988,0.9609,0.9742,0.9524,1000.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
10,22,0.0201046466827392,0.6438,5866.7426,0.5145,0.9946,0.9458,2.8875,0.9686,0.9701,0.9827,0.9578,0.9701,0.9491,100.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
10,22,0.0733475685119628,0.6478,5694.2818,0.5053,0.9942,0.9421,2.8771,0.9649,0.9666,0.9792,0.9543,0.9666,0.9456,inf,20.0,pyc_xmeans,2d-20c-no0_y.zip
10,2,0.010507583618164,0.534,2513.8407,0.6238,0.9398,0.6099,2.1689,0.8344,0.8382,0.7382,0.9696,0.8382,0.6805,1000.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
10,2,0.0114376544952392,0.5148,2378.5616,0.6264,0.9238,0.5467,2.1145,0.8219,0.8261,0.7197,0.9694,0.8261,0.6347,100.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
10,2,0.0100655555725097,0.5363,2508.5813,0.5932,0.9208,0.5375,2.1011,0.8195,0.8237,0.7151,0.9713,0.8237,0.629,inf,20.0,pyc_xmeans,2d-20c-no0_y.zip
10,6,0.0101528167724609,0.5162,2426.4041,0.6416,0.9427,0.6164,2.145,0.8206,0.8246,0.73,0.9474,0.8246,0.6806,,,pyc_xmeans,2d-20c-no0_y.zip
10,6,0.0103480815887451,0.5142,2421.3121,0.6586,0.9277,0.5586,2.1098,0.8186,0.8228,0.718,0.9635,0.8228,0.6414,1000.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
10,6,0.0103683471679687,0.4807,2302.5974,0.6831,0.9371,0.591,2.1393,0.8215,0.8256,0.7281,0.9532,0.8256,0.661,100.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
10,6,0.0631639957427978,0.5169,2300.4557,0.6288,0.9392,0.6022,2.1449,0.8235,0.8275,0.73,0.955,0.8275,0.671,inf,20.0,pyc_xmeans,2d-20c-no0_y.zip
12,10,0.0646259784698486,0.5602,3168.7604,0.6117,0.9541,0.6747,2.3364,0.8718,0.8753,0.7952,0.9733,0.8753,0.7267,,,pyc_xmeans,2d-20c-no0_y.zip
12,10,0.0102450847625732,0.5505,2975.1434,0.593,0.9536,0.6689,2.3115,0.8612,0.865,0.7867,0.9606,0.865,0.7198,1000.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
12,10,0.0107326507568359,0.5733,2998.252,0.5606,0.9584,0.6983,2.3574,0.8767,0.8801,0.8023,0.9745,0.8801,0.7456,100.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
12,10,0.0103633403778076,0.5391,3047.5445,0.7119,0.956,0.6798,2.3355,0.8679,0.8715,0.7949,0.9644,0.8715,0.7269,inf,20.0,pyc_xmeans,2d-20c-no0_y.zip
12,14,0.0165886878967285,0.5998,3898.7669,0.5338,0.9715,0.7739,2.5169,0.9094,0.9123,0.8566,0.9757,0.9123,0.8032,,,pyc_xmeans,2d-20c-no0_y.zip
12,14,0.0209767818450927,0.5649,3189.281,0.5814,0.9742,0.7894,2.5162,0.9055,0.9085,0.8564,0.9674,0.9085,0.8145,1000.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
12,14,0.015902042388916,0.5762,3281.086,0.5733,0.967,0.7438,2.4744,0.8971,0.9003,0.8421,0.9671,0.9003,0.7781,100.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
12,14,0.0696785449981689,0.5712,3416.9149,0.5689,0.966,0.7378,2.4518,0.8922,0.8956,0.8344,0.9664,0.8956,0.7734,inf,20.0,pyc_xmeans,2d-20c-no0_y.zip
12,18,0.0165650844573974,0.64,5098.3032,0.4959,0.9901,0.9094,2.7586,0.9554,0.9572,0.9389,0.9763,0.9572,0.9163,,,pyc_xmeans,2d-20c-no0_y.zip
12,18,0.0195598602294921,0.6216,4835.6263,0.5223,0.9884,0.8933,2.7437,0.9491,0.9511,0.9338,0.9691,0.9511,0.901,1000.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
12,18,0.0161006450653076,0.6197,4625.2148,0.5206,0.9888,0.8983,2.7412,0.9508,0.9528,0.9329,0.9735,0.9528,0.9064,100.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
12,18,0.0174834728240966,0.6457,5269.8968,0.4894,0.9925,0.9303,2.7841,0.9621,0.9636,0.9475,0.9803,0.9636,0.9353,inf,20.0,pyc_xmeans,2d-20c-no0_y.zip
12,2,0.0111515522003173,0.5478,2949.9989,0.605,0.9533,0.668,2.3186,0.8639,0.8676,0.7891,0.9634,0.8676,0.7199,,,pyc_xmeans,2d-20c-no0_y.zip
12,22,0.0198822021484375,0.6479,5894.4976,0.5121,0.9949,0.9487,2.9026,0.9728,0.9741,0.9879,0.9608,0.9741,0.952,,,pyc_xmeans,2d-20c-no0_y.zip
12,22,0.0195305347442626,0.6481,5897.3359,0.5126,0.9948,0.948,2.9029,0.9727,0.974,0.988,0.9604,0.974,0.9514,1000.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
12,22,0.0204775333404541,0.619,5289.0894,0.5517,0.9889,0.8915,2.8244,0.9497,0.9521,0.9612,0.9432,0.9521,0.8974,100.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
12,22,0.0206851959228515,0.6109,5310.7632,0.5459,0.9886,0.8869,2.8186,0.9443,0.947,0.9593,0.9351,0.947,0.8932,inf,20.0,pyc_xmeans,2d-20c-no0_y.zip
12,2,0.0106081962585449,0.5867,3297.3051,0.542,0.9571,0.6926,2.3586,0.8788,0.8821,0.8027,0.979,0.8821,0.742,1000.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
12,2,0.0100748538970947,0.5693,3236.2936,0.633,0.9598,0.7069,2.3769,0.8835,0.8867,0.8089,0.981,0.8867,0.7528,100.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
12,2,0.0104181766510009,0.5527,2769.9634,0.5602,0.9599,0.7023,2.3453,0.8684,0.8719,0.7982,0.9607,0.8719,0.7455,inf,20.0,pyc_xmeans,2d-20c-no0_y.zip
12,6,0.0112414360046386,0.5608,3222.0957,0.5996,0.9536,0.6703,2.3195,0.8645,0.8682,0.7894,0.9644,0.8682,0.7219,,,pyc_xmeans,2d-20c-no0_y.zip
12,6,0.0105366706848144,0.544,2694.4831,0.6029,0.9573,0.6904,2.3319,0.8668,0.8704,0.7936,0.9637,0.8704,0.738,1000.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
12,6,0.0105402469635009,0.537,2867.4632,0.5954,0.9541,0.6687,2.3056,0.8571,0.861,0.7847,0.9537,0.861,0.7178,100.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
12,6,0.0110447406768798,0.5459,2567.1681,0.5659,0.9357,0.5941,2.2777,0.8616,0.8654,0.7752,0.9795,0.8654,0.67,inf,20.0,pyc_xmeans,2d-20c-no0_y.zip
20,20,0.0147240161895751,0.6414,5633.6513,0.5047,0.9932,0.9354,2.8285,0.9637,0.9653,0.9627,0.968,0.9653,0.9391,,,pyc_xmeans,2d-20c-no0_y.zip
2,10,0.0181045532226562,0.5473,2725.9774,0.5845,0.9436,0.6247,2.1788,0.8348,0.8385,0.7415,0.9647,0.8385,0.6899,,,pyc_xmeans,2d-20c-no0_y.zip
2,10,0.0117504596710205,0.4436,1307.8284,0.9656,0.5526,0.1072,0.6727,0.3685,0.3707,0.229,0.9729,0.3707,0.3279,1000.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
2,10,0.017296552658081,0.5331,2250.5463,0.603,0.9237,0.5436,2.1042,0.8163,0.8205,0.7161,0.9604,0.8205,0.6305,100.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
2,10,0.0166571140289306,0.4818,2432.4895,0.7261,0.9416,0.605,2.1333,0.8141,0.8182,0.726,0.9373,0.8182,0.6674,inf,20.0,pyc_xmeans,2d-20c-no0_y.zip
2,14,0.021968126296997,0.5649,3076.8693,0.5877,0.9589,0.6996,2.4156,0.8869,0.8905,0.8221,0.9713,0.8905,0.7453,,,pyc_xmeans,2d-20c-no0_y.zip
2,14,0.0213527679443359,0.612,3712.5382,0.5185,0.9722,0.78,2.5361,0.9177,0.9203,0.8631,0.9855,0.9203,0.8099,1000.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
2,14,0.0203042030334472,0.536,2259.8715,0.6438,0.9564,0.674,2.3653,0.8624,0.8668,0.805,0.9388,0.8668,0.717,100.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
2,14,0.0214769840240478,0.5691,3064.6129,0.5697,0.9674,0.7486,2.4646,0.8964,0.8997,0.8388,0.9702,0.8997,0.7834,inf,20.0,pyc_xmeans,2d-20c-no0_y.zip
2,18,0.0232377052307128,0.6049,3540.1503,0.5284,0.9752,0.7887,2.6298,0.9203,0.9236,0.895,0.954,0.9236,0.8082,,,pyc_xmeans,2d-20c-no0_y.zip
2,18,0.0230369567871093,0.6164,4357.0733,0.5403,0.9837,0.852,2.7059,0.9377,0.9402,0.9209,0.9603,0.9402,0.8627,1000.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
2,18,0.021369457244873,0.6424,5076.4852,0.4915,0.9926,0.9316,2.7976,0.9657,0.967,0.9521,0.9824,0.967,0.9364,100.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
2,18,0.0214669704437255,0.6277,4888.112,0.5486,0.9892,0.8999,2.7552,0.952,0.9539,0.9377,0.9706,0.9539,0.9068,inf,20.0,pyc_xmeans,2d-20c-no0_y.zip
2,2,0.0168554782867431,0.4436,1307.8284,0.9656,0.5526,0.1072,0.6727,0.3685,0.3707,0.229,0.9729,0.3707,0.3279,,,pyc_xmeans,2d-20c-no0_y.zip
2,22,0.024895429611206,0.6226,5135.9925,0.551,0.9899,0.9017,2.8402,0.9559,0.958,0.9666,0.9496,0.958,0.907,,,pyc_xmeans,2d-20c-no0_y.zip
2,22,0.0296826362609863,0.6108,4998.8492,0.5568,0.9895,0.8977,2.8232,0.951,0.9534,0.9608,0.9461,0.9534,0.9032,1000.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
2,22,0.024165391921997,0.6479,5896.2689,0.5124,0.9948,0.9477,2.9026,0.9726,0.9739,0.9879,0.9604,0.9739,0.9511,100.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
2,22,0.0752842426300048,0.648,5894.5609,0.5125,0.9949,0.949,2.9029,0.9729,0.9742,0.988,0.9608,0.9742,0.9523,inf,20.0,pyc_xmeans,2d-20c-no0_y.zip
2,2,0.0115296840667724,0.4436,1307.8284,0.9656,0.5526,0.1072,0.6727,0.3685,0.3707,0.229,0.9729,0.3707,0.3279,1000.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
2,2,0.0116248130798339,0.4436,1307.8284,0.9656,0.5526,0.1072,0.6727,0.3685,0.3707,0.229,0.9729,0.3707,0.3279,100.0,20.0,pyc_xmeans,2d-20c-no0_y.zip
