n_clusters,max_leaves,base_tree,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,IMM,1000.0,100,0.3351378440856933,0.5079,3560.9735,0.7061,0.7943,0.4036,1.381,0.7423,0.744,0.969,0.6038,0.744,0.5703,ExKMC,cure-t1-2000n-2D_y.zip
10,10,IMM,1000.0,20,0.5641298294067383,0.5079,3560.9735,0.7061,0.7943,0.4036,1.381,0.7423,0.744,0.969,0.6038,0.744,0.5703,ExKMC,cure-t1-2000n-2D_y.zip
10,10,IMM,100.0,100,0.3371329307556152,0.4956,3199.1564,0.7261,0.7959,0.4095,1.3808,0.7441,0.7457,0.9688,0.6061,0.7457,0.5749,ExKMC,cure-t1-2000n-2D_y.zip
10,10,IMM,100.0,20,0.6969954967498779,0.5079,3560.9735,0.7061,0.7943,0.4036,1.381,0.7423,0.744,0.969,0.6038,0.744,0.5703,ExKMC,cure-t1-2000n-2D_y.zip
10,10,IMM,inf,100,0.8202757835388184,0.5079,3560.9735,0.7061,0.7943,0.4036,1.381,0.7423,0.744,0.969,0.6038,0.744,0.5703,ExKMC,cure-t1-2000n-2D_y.zip
10,10,IMM,inf,20,0.4978094100952148,0.5079,3560.9735,0.7061,0.7943,0.4036,1.381,0.7423,0.744,0.969,0.6038,0.744,0.5703,ExKMC,cure-t1-2000n-2D_y.zip
10,10,NONE,1000.0,100,0.4075026512145996,0.4088,2268.8029,0.744,0.7993,0.4311,1.2895,0.7108,0.7126,0.9048,0.5878,0.7126,0.5865,ExKMC,cure-t1-2000n-2D_y.zip
10,10,NONE,1000.0,20,0.6137912273406982,0.4088,2268.8029,0.744,0.7993,0.4311,1.2895,0.7108,0.7126,0.9048,0.5878,0.7126,0.5865,ExKMC,cure-t1-2000n-2D_y.zip
10,10,NONE,100.0,100,0.4704113006591797,0.435,2580.7861,0.8094,0.7823,0.3728,1.2409,0.6715,0.6736,0.8707,0.5492,0.6736,0.5379,ExKMC,cure-t1-2000n-2D_y.zip
10,10,NONE,100.0,20,0.6581544876098633,0.4088,2268.8029,0.744,0.7993,0.4311,1.2895,0.7108,0.7126,0.9048,0.5878,0.7126,0.5865,ExKMC,cure-t1-2000n-2D_y.zip
10,10,NONE,inf,100,0.202343463897705,0.4088,2268.8029,0.744,0.7993,0.4311,1.2895,0.7108,0.7126,0.9048,0.5878,0.7126,0.5865,ExKMC,cure-t1-2000n-2D_y.zip
10,10,NONE,inf,20,0.6888763904571533,0.4088,2268.8029,0.744,0.7993,0.4311,1.2895,0.7108,0.7126,0.9048,0.5878,0.7126,0.5865,ExKMC,cure-t1-2000n-2D_y.zip
