min_samples,max_eps,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,inf,correlation,auto,4,1000.0,100,2.6775007247924805,-0.1789,9.5285,2.0941,0.5546,-0.0144,0.0037,0.0034,0.008,0.006,0.0118,0.008,0.7108,skl_OPTICS,german_credit_y.zip
10,inf,correlation,auto,4,1000.0,20,2.552748680114746,-0.1789,9.5285,2.0941,0.5546,-0.0144,0.0037,0.0034,0.008,0.006,0.0118,0.008,0.7108,skl_OPTICS,german_credit_y.zip
10,inf,correlation,auto,4,100.0,100,2.548015594482422,-0.1789,9.5285,2.0941,0.5546,-0.0144,0.0037,0.0034,0.008,0.006,0.0118,0.008,0.7108,skl_OPTICS,german_credit_y.zip
10,inf,correlation,auto,4,100.0,20,2.723538637161255,-0.1789,9.5285,2.0941,0.5546,-0.0144,0.0037,0.0034,0.008,0.006,0.0118,0.008,0.7108,skl_OPTICS,german_credit_y.zip
10,inf,correlation,auto,4,20.0,20,2.643968105316162,-0.1765,9.5662,2.1362,0.551,-0.0204,0.0043,0.0048,0.0093,0.0071,0.0134,0.0093,0.7067,skl_OPTICS,german_credit_y.zip
10,inf,correlation,auto,4,inf,100,2.525059223175049,-0.1789,9.5285,2.0941,0.5546,-0.0144,0.0037,0.0034,0.008,0.006,0.0118,0.008,0.7108,skl_OPTICS,german_credit_y.zip
10,inf,correlation,auto,4,inf,20,2.805211544036865,-0.1789,9.5285,2.0941,0.5546,-0.0144,0.0037,0.0034,0.008,0.006,0.0118,0.008,0.7108,skl_OPTICS,german_credit_y.zip
10,inf,cosine,auto,4,1000.0,100,4.542126178741455,-0.1759,12.2117,2.0781,0.5497,-0.0142,0.004,0.004,0.0082,0.0066,0.0108,0.0082,0.6981,skl_OPTICS,german_credit_y.zip
10,inf,cosine,auto,4,1000.0,20,4.677510499954224,-0.1759,12.2117,2.0781,0.5497,-0.0142,0.004,0.004,0.0082,0.0066,0.0108,0.0082,0.6981,skl_OPTICS,german_credit_y.zip
10,inf,cosine,auto,4,100.0,100,4.372087478637695,-0.1759,12.2117,2.0781,0.5497,-0.0142,0.004,0.004,0.0082,0.0066,0.0108,0.0082,0.6981,skl_OPTICS,german_credit_y.zip
