eps,min_samples,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
0.1,10,correlation,auto,4,1000.0,20,0.0846731662750244,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_DBSCAN,churnONEHOT_y.zip
0.1,10,correlation,auto,4,100.0,20,0.0832641124725341,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_DBSCAN,churnONEHOT_y.zip
0.1,10,correlation,auto,4,inf,20,0.0839967727661132,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_DBSCAN,churnONEHOT_y.zip
0.1,10,cosine,auto,4,1000.0,20,0.134376049041748,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_DBSCAN,churnONEHOT_y.zip
0.1,10,cosine,auto,4,100.0,20,0.111753225326538,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_DBSCAN,churnONEHOT_y.zip
0.1,10,cosine,auto,4,inf,20,0.1111042499542236,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_DBSCAN,churnONEHOT_y.zip
0.1,10,euclidean,auto,4,1000.0,20,0.0111308097839355,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_DBSCAN,churnONEHOT_y.zip
0.1,10,euclidean,auto,4,100.0,20,0.0138881206512451,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_DBSCAN,churnONEHOT_y.zip
0.1,10,euclidean,auto,4,inf,20,0.0740664005279541,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_DBSCAN,churnONEHOT_y.zip
0.1,2,correlation,auto,4,1000.0,20,0.1222891807556152,-0.3074,2.673,1.41,0.5239,0.0177,0.0767,0.0197,0.0599,0.1854,0.0357,0.0599,0.6384,skl_DBSCAN,churnONEHOT_y.zip
0.1,2,correlation,auto,4,100.0,20,0.1268351078033447,-0.3074,2.673,1.41,0.5239,0.0177,0.0767,0.0197,0.0599,0.1854,0.0357,0.0599,0.6384,skl_DBSCAN,churnONEHOT_y.zip
