threshold,branching_factor,n_clusters,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
0.5,50,10,0.0155200958251953,0.5066,2391.6096,0.7675,0.9287,0.7308,1.4618,0.7853,0.7873,0.8159,0.7606,0.7873,0.7742,,,skl_birch,longsquare_y.zip
0.5,50,10,0.0138380527496337,0.5066,2391.6096,0.7675,0.9287,0.7308,1.4618,0.7853,0.7873,0.8159,0.7606,0.7873,0.7742,1000.0,20.0,skl_birch,longsquare_y.zip
0.5,50,10,0.0137436389923095,0.5066,2391.6096,0.7675,0.9287,0.7308,1.4618,0.7853,0.7873,0.8159,0.7606,0.7873,0.7742,100.0,20.0,skl_birch,longsquare_y.zip
0.5,50,10,0.0136671066284179,0.5066,2391.6096,0.7675,0.9287,0.7308,1.4618,0.7853,0.7873,0.8159,0.7606,0.7873,0.7742,inf,20.0,skl_birch,longsquare_y.zip
0.5,50,12,0.0151228904724121,0.5066,2391.6096,0.7675,0.9287,0.7308,1.4618,0.7853,0.7873,0.8159,0.7606,0.7873,0.7742,,,skl_birch,longsquare_y.zip
0.5,50,12,0.0137665271759033,0.5066,2391.6096,0.7675,0.9287,0.7308,1.4618,0.7853,0.7873,0.8159,0.7606,0.7873,0.7742,1000.0,20.0,skl_birch,longsquare_y.zip
0.5,50,12,0.0139379501342773,0.5066,2391.6096,0.7675,0.9287,0.7308,1.4618,0.7853,0.7873,0.8159,0.7606,0.7873,0.7742,100.0,20.0,skl_birch,longsquare_y.zip
0.5,50,12,0.0137820243835449,0.5066,2391.6096,0.7675,0.9287,0.7308,1.4618,0.7853,0.7873,0.8159,0.7606,0.7873,0.7742,inf,20.0,skl_birch,longsquare_y.zip
0.5,50,2,0.0137910842895507,0.6079,2071.2688,0.5655,0.6107,0.2748,0.6365,0.5232,0.5243,0.3553,1.0,0.5243,0.5465,,,skl_birch,longsquare_y.zip
0.5,50,2,0.0137922763824462,0.6079,2071.2688,0.5655,0.6107,0.2748,0.6365,0.5232,0.5243,0.3553,1.0,0.5243,0.5465,1000.0,20.0,skl_birch,longsquare_y.zip
0.5,50,2,0.0139179229736328,0.6079,2071.2688,0.5655,0.6107,0.2748,0.6365,0.5232,0.5243,0.3553,1.0,0.5243,0.5465,100.0,20.0,skl_birch,longsquare_y.zip
0.5,50,2,0.0139906406402587,0.6079,2071.2688,0.5655,0.6107,0.2748,0.6365,0.5232,0.5243,0.3553,1.0,0.5243,0.5465,inf,20.0,skl_birch,longsquare_y.zip
0.5,50,4,0.0155451297760009,0.4397,1606.0581,0.9314,0.8312,0.5252,1.0787,0.6943,0.6959,0.6021,0.8245,0.6959,0.6474,,,skl_birch,longsquare_y.zip
0.5,50,4,0.01387619972229,0.4397,1606.0581,0.9314,0.8312,0.5252,1.0787,0.6943,0.6959,0.6021,0.8245,0.6959,0.6474,1000.0,20.0,skl_birch,longsquare_y.zip
0.5,50,4,0.0136637687683105,0.4397,1606.0581,0.9314,0.8312,0.5252,1.0787,0.6943,0.6959,0.6021,0.8245,0.6959,0.6474,100.0,20.0,skl_birch,longsquare_y.zip
0.5,50,4,0.0136334896087646,0.4397,1606.0581,0.9314,0.8312,0.5252,1.0787,0.6943,0.6959,0.6021,0.8245,0.6959,0.6474,inf,20.0,skl_birch,longsquare_y.zip
0.5,50,6,0.014101505279541,0.5277,2306.6367,0.6498,0.9288,0.7471,1.4612,0.8192,0.8207,0.8156,0.8258,0.8207,0.7901,,,skl_birch,longsquare_y.zip
0.5,50,6,0.0138056278228759,0.5277,2306.6367,0.6498,0.9288,0.7471,1.4612,0.8192,0.8207,0.8156,0.8258,0.8207,0.7901,1000.0,20.0,skl_birch,longsquare_y.zip
0.5,50,6,0.0137581825256347,0.5277,2306.6367,0.6498,0.9288,0.7471,1.4612,0.8192,0.8207,0.8156,0.8258,0.8207,0.7901,100.0,20.0,skl_birch,longsquare_y.zip
0.5,50,6,0.0139389038085937,0.5277,2306.6367,0.6498,0.9288,0.7471,1.4612,0.8192,0.8207,0.8156,0.8258,0.8207,0.7901,inf,20.0,skl_birch,longsquare_y.zip
0.5,50,8,0.0134332180023193,0.5066,2391.6096,0.7675,0.9287,0.7308,1.4618,0.7853,0.7873,0.8159,0.7606,0.7873,0.7742,,,skl_birch,longsquare_y.zip
0.5,50,8,0.0138084888458251,0.5066,2391.6096,0.7675,0.9287,0.7308,1.4618,0.7853,0.7873,0.8159,0.7606,0.7873,0.7742,1000.0,20.0,skl_birch,longsquare_y.zip
0.5,50,8,0.0137503147125244,0.5066,2391.6096,0.7675,0.9287,0.7308,1.4618,0.7853,0.7873,0.8159,0.7606,0.7873,0.7742,100.0,20.0,skl_birch,longsquare_y.zip
0.5,50,8,0.013777732849121,0.5066,2391.6096,0.7675,0.9287,0.7308,1.4618,0.7853,0.7873,0.8159,0.7606,0.7873,0.7742,inf,20.0,skl_birch,longsquare_y.zip
0.5,50,10,0.0138380527496337,0.5066,2391.6096,0.7675,0.9287,0.7308,1.4618,0.7853,0.7873,0.8159,0.7606,0.7873,0.7742,1000.0,20.0,skl_birch,longsquare_y.zip
0.5,50,10,0.0137436389923095,0.5066,2391.6096,0.7675,0.9287,0.7308,1.4618,0.7853,0.7873,0.8159,0.7606,0.7873,0.7742,100.0,20.0,skl_birch,longsquare_y.zip
0.5,50,10,0.0136671066284179,0.5066,2391.6096,0.7675,0.9287,0.7308,1.4618,0.7853,0.7873,0.8159,0.7606,0.7873,0.7742,inf,20.0,skl_birch,longsquare_y.zip
0.5,50,12,0.0137665271759033,0.5066,2391.6096,0.7675,0.9287,0.7308,1.4618,0.7853,0.7873,0.8159,0.7606,0.7873,0.7742,1000.0,20.0,skl_birch,longsquare_y.zip
0.5,50,12,0.0139379501342773,0.5066,2391.6096,0.7675,0.9287,0.7308,1.4618,0.7853,0.7873,0.8159,0.7606,0.7873,0.7742,100.0,20.0,skl_birch,longsquare_y.zip
0.5,50,12,0.0137820243835449,0.5066,2391.6096,0.7675,0.9287,0.7308,1.4618,0.7853,0.7873,0.8159,0.7606,0.7873,0.7742,inf,20.0,skl_birch,longsquare_y.zip
0.5,50,2,0.0137922763824462,0.6079,2071.2688,0.5655,0.6107,0.2748,0.6365,0.5232,0.5243,0.3553,1.0,0.5243,0.5465,1000.0,20.0,skl_birch,longsquare_y.zip
0.5,50,2,0.0139179229736328,0.6079,2071.2688,0.5655,0.6107,0.2748,0.6365,0.5232,0.5243,0.3553,1.0,0.5243,0.5465,100.0,20.0,skl_birch,longsquare_y.zip
0.5,50,2,0.0139906406402587,0.6079,2071.2688,0.5655,0.6107,0.2748,0.6365,0.5232,0.5243,0.3553,1.0,0.5243,0.5465,inf,20.0,skl_birch,longsquare_y.zip
0.5,50,4,0.01387619972229,0.4397,1606.0581,0.9314,0.8312,0.5252,1.0787,0.6943,0.6959,0.6021,0.8245,0.6959,0.6474,1000.0,20.0,skl_birch,longsquare_y.zip
0.5,50,4,0.0136637687683105,0.4397,1606.0581,0.9314,0.8312,0.5252,1.0787,0.6943,0.6959,0.6021,0.8245,0.6959,0.6474,100.0,20.0,skl_birch,longsquare_y.zip
0.5,50,4,0.0136334896087646,0.4397,1606.0581,0.9314,0.8312,0.5252,1.0787,0.6943,0.6959,0.6021,0.8245,0.6959,0.6474,inf,20.0,skl_birch,longsquare_y.zip
0.5,50,6,0.0138056278228759,0.5277,2306.6367,0.6498,0.9288,0.7471,1.4612,0.8192,0.8207,0.8156,0.8258,0.8207,0.7901,1000.0,20.0,skl_birch,longsquare_y.zip
0.5,50,6,0.0137581825256347,0.5277,2306.6367,0.6498,0.9288,0.7471,1.4612,0.8192,0.8207,0.8156,0.8258,0.8207,0.7901,100.0,20.0,skl_birch,longsquare_y.zip
0.5,50,6,0.0139389038085937,0.5277,2306.6367,0.6498,0.9288,0.7471,1.4612,0.8192,0.8207,0.8156,0.8258,0.8207,0.7901,inf,20.0,skl_birch,longsquare_y.zip
0.5,50,8,0.0138084888458251,0.5066,2391.6096,0.7675,0.9287,0.7308,1.4618,0.7853,0.7873,0.8159,0.7606,0.7873,0.7742,1000.0,20.0,skl_birch,longsquare_y.zip
0.5,50,8,0.0137503147125244,0.5066,2391.6096,0.7675,0.9287,0.7308,1.4618,0.7853,0.7873,0.8159,0.7606,0.7873,0.7742,100.0,20.0,skl_birch,longsquare_y.zip
0.5,50,8,0.013777732849121,0.5066,2391.6096,0.7675,0.9287,0.7308,1.4618,0.7853,0.7873,0.8159,0.7606,0.7873,0.7742,inf,20.0,skl_birch,longsquare_y.zip
