n_clusters,labels_as_tree_leaves,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,criterion,splitter,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,max_features,max_leaf_nodes,min_impurity_decrease,class_weight,ccp_alpha,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
2,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,1000.0,20,0.7351982593536377,0.6664,7970.1923,0.256,kmeans+dt,ficoONEHOT.zip-2_True_k
2,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,100.0,20,0.6735548973083496,0.6664,7970.1923,0.256,kmeans+dt,ficoONEHOT.zip-2_True_k
2,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,inf,20,0.5588634014129639,0.6664,7970.1923,0.256,kmeans+dt,ficoONEHOT.zip-2_True_k
2,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,1000.0,20,0.5713613033294678,0.6664,7970.1923,0.256,kmeans+dt,ficoONEHOT.zip-2_True_k
2,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,100.0,20,0.86814284324646,0.6664,7970.1923,0.256,kmeans+dt,ficoONEHOT.zip-2_True_k
2,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,inf,20,0.8010556697845459,0.6664,7970.1923,0.256,kmeans+dt,ficoONEHOT.zip-2_True_k
2,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,50,0.0,,,0.0,,0.0,1000.0,20,0.7199397087097168,0.6664,7970.1923,0.256,kmeans+dt,ficoONEHOT.zip-2_True_k
2,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,50,0.0,,,0.0,,0.0,100.0,20,0.7091662883758545,0.6664,7970.1923,0.256,kmeans+dt,ficoONEHOT.zip-2_True_k
2,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,50,0.0,,,0.0,,0.0,inf,20,0.7410731315612793,0.6664,7970.1923,0.256,kmeans+dt,ficoONEHOT.zip-2_True_k
2,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,5,0.0,,,0.0,,0.0,1000.0,20,0.74666428565979,0.6664,7970.1923,0.256,kmeans+dt,ficoONEHOT.zip-2_True_k
2,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,5,0.0,,,0.0,,0.0,100.0,20,0.6783595085144043,0.6664,7970.1923,0.256,kmeans+dt,ficoONEHOT.zip-2_True_k
2,True,k-means++,11,100,0.0001,False,42,True,lloyd,gini,best,3,5,0.0,,,0.0,,0.0,inf,20,0.7042713165283203,0.6664,7970.1923,0.256,kmeans+dt,ficoONEHOT.zip-2_True_k
2,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,1000.0,20,0.8547561168670654,0.6664,7970.1923,0.256,kmeans+dt,ficoONEHOT.zip-2_True_k
2,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,100.0,20,0.735565185546875,0.6664,7970.1923,0.256,kmeans+dt,ficoONEHOT.zip-2_True_k
2,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,50,0.0,,,0.0,,0.0,inf,20,0.5973968505859375,0.6664,7970.1923,0.256,kmeans+dt,ficoONEHOT.zip-2_True_k
2,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,1000.0,20,0.2762515544891357,0.6664,7970.1923,0.256,kmeans+dt,ficoONEHOT.zip-2_True_k
2,True,k-means++,11,300,0.0001,False,42,True,lloyd,gini,best,30,5,0.0,,,0.0,,0.0,100.0,20,0.6963944435119629,0.6664,7970.1923,0.256,kmeans+dt,ficoONEHOT.zip-2_True_k
