n_clusters,max_leaves,base_tree,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,IMM,1000.0,100,0.0192334651947021,0.0786,81.6594,1.891,0.5613,0.1622,0.4423,0.3123,0.3163,0.6698,0.207,0.3163,0.4232,ExKMC,wdbc_y.zip
10,10,IMM,1000.0,20,0.0193195343017578,0.0786,81.6594,1.891,0.5613,0.1622,0.4423,0.3123,0.3163,0.6698,0.207,0.3163,0.4232,ExKMC,wdbc_y.zip
10,10,IMM,100.0,100,0.018953800201416,0.0985,79.3635,1.8592,0.5903,0.2145,0.4314,0.3186,0.3227,0.6533,0.2143,0.3227,0.4829,ExKMC,wdbc_y.zip
10,10,IMM,100.0,20,0.0192611217498779,0.0786,81.6594,1.891,0.5613,0.1622,0.4423,0.3123,0.3163,0.6698,0.207,0.3163,0.4232,ExKMC,wdbc_y.zip
10,10,IMM,inf,100,0.0191752910614013,0.0786,81.6594,1.891,0.5613,0.1622,0.4423,0.3123,0.3163,0.6698,0.207,0.3163,0.4232,ExKMC,wdbc_y.zip
10,10,IMM,inf,20,0.0190505981445312,0.0786,81.6594,1.891,0.5613,0.1622,0.4423,0.3123,0.3163,0.6698,0.207,0.3163,0.4232,ExKMC,wdbc_y.zip
10,10,NONE,1000.0,100,0.0236074924468994,0.0456,75.5414,1.9835,0.5959,0.2235,0.4502,0.3502,0.3538,0.6818,0.2389,0.3538,0.4965,ExKMC,wdbc_y.zip
10,10,NONE,1000.0,20,0.0238204002380371,0.0456,75.5414,1.9835,0.5959,0.2235,0.4502,0.3502,0.3538,0.6818,0.2389,0.3538,0.4965,ExKMC,wdbc_y.zip
10,10,NONE,100.0,100,0.0217249393463134,0.0878,79.3992,1.9947,0.5827,0.1998,0.4068,0.3049,0.3087,0.6161,0.2059,0.3087,0.4704,ExKMC,wdbc_y.zip
10,10,NONE,100.0,20,0.1045124530792236,0.0456,75.5414,1.9835,0.5959,0.2235,0.4502,0.3502,0.3538,0.6818,0.2389,0.3538,0.4965,ExKMC,wdbc_y.zip
10,10,NONE,inf,100,0.0235893726348876,0.0456,75.5414,1.9835,0.5959,0.2235,0.4502,0.3502,0.3538,0.6818,0.2389,0.3538,0.4965,ExKMC,wdbc_y.zip
10,10,NONE,inf,20,0.0235815048217773,0.0456,75.5414,1.9835,0.5959,0.2235,0.4502,0.3502,0.3538,0.6818,0.2389,0.3538,0.4965,ExKMC,wdbc_y.zip
10,12,IMM,1000.0,100,0.0226316452026367,0.0838,84.0014,1.8392,0.5627,0.1648,0.4538,0.3216,0.3256,0.6872,0.2133,0.3256,0.4261,ExKMC,wdbc_y.zip
