min_samples,max_eps,metric,algorithm,n_jobs,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,inf,correlation,auto,4,1.3874332904815674,0.3544,258.185,1.2335,0.6271,0.2537,0.3342,0.3204,0.3223,0.242,0.4825,0.3223,0.5331,,,skl_OPTICS,zelnik5_y.zip
10,inf,correlation,auto,4,1.2035367488861084,0.3544,258.185,1.2335,0.6271,0.2537,0.3342,0.3204,0.3223,0.242,0.4825,0.3223,0.5331,1000.0,20.0,skl_OPTICS,zelnik5_y.zip
10,inf,correlation,auto,4,1.20652437210083,0.3544,258.185,1.2335,0.6271,0.2537,0.3342,0.3204,0.3223,0.242,0.4825,0.3223,0.5331,100.0,20.0,skl_OPTICS,zelnik5_y.zip
10,inf,correlation,auto,4,1.2132961750030518,0.3544,258.185,1.2335,0.6271,0.2537,0.3342,0.3204,0.3223,0.242,0.4825,0.3223,0.5331,inf,20.0,skl_OPTICS,zelnik5_y.zip
10,inf,cosine,auto,4,1.9568514823913572,-0.18,33.0657,3.3134,0.6707,0.0774,0.5627,0.2857,0.3081,0.4074,0.2477,0.3081,0.2908,,,skl_OPTICS,zelnik5_y.zip
10,inf,cosine,auto,4,1.8914415836334229,-0.18,33.0657,3.3134,0.6707,0.0774,0.5627,0.2857,0.3081,0.4074,0.2477,0.3081,0.2908,1000.0,20.0,skl_OPTICS,zelnik5_y.zip
10,inf,cosine,auto,4,1.99733304977417,-0.18,33.0657,3.3134,0.6707,0.0774,0.5627,0.2857,0.3081,0.4074,0.2477,0.3081,0.2908,100.0,20.0,skl_OPTICS,zelnik5_y.zip
10,inf,cosine,auto,4,2.336143493652344,-0.18,33.0657,3.3134,0.6707,0.0774,0.5627,0.2857,0.3081,0.4074,0.2477,0.3081,0.2908,inf,20.0,skl_OPTICS,zelnik5_y.zip
10,inf,euclidean,auto,4,0.9260125160217284,-0.2588,30.778,1.3779,0.5002,0.0778,0.3711,0.299,0.3122,0.2687,0.3725,0.3122,0.438,,,skl_OPTICS,zelnik5_y.zip
10,inf,euclidean,auto,4,0.9396896362304688,-0.2588,30.778,1.3779,0.5002,0.0778,0.3711,0.299,0.3122,0.2687,0.3725,0.3122,0.438,1000.0,20.0,skl_OPTICS,zelnik5_y.zip
10,inf,euclidean,auto,4,0.934356689453125,-0.2588,30.778,1.3779,0.5002,0.0778,0.3711,0.299,0.3122,0.2687,0.3725,0.3122,0.438,100.0,20.0,skl_OPTICS,zelnik5_y.zip
10,inf,euclidean,auto,4,0.9355440139770508,-0.2588,30.778,1.3779,0.5002,0.0778,0.3711,0.299,0.3122,0.2687,0.3725,0.3122,0.438,inf,20.0,skl_OPTICS,zelnik5_y.zip
20,inf,correlation,auto,4,1.2279422283172607,0.3544,258.185,1.2335,0.6271,0.2537,0.3342,0.3204,0.3223,0.242,0.4825,0.3223,0.5331,,,skl_OPTICS,zelnik5_y.zip
20,inf,correlation,auto,4,1.2145376205444336,0.3544,258.185,1.2335,0.6271,0.2537,0.3342,0.3204,0.3223,0.242,0.4825,0.3223,0.5331,1000.0,20.0,skl_OPTICS,zelnik5_y.zip
20,inf,correlation,auto,4,1.3150558471679688,0.3544,258.185,1.2335,0.6271,0.2537,0.3342,0.3204,0.3223,0.242,0.4825,0.3223,0.5331,100.0,20.0,skl_OPTICS,zelnik5_y.zip
20,inf,correlation,auto,4,1.2341868877410889,0.3544,258.185,1.2335,0.6271,0.2537,0.3342,0.3204,0.3223,0.242,0.4825,0.3223,0.5331,inf,20.0,skl_OPTICS,zelnik5_y.zip
20,inf,cosine,auto,4,1.897148609161377,0.093,127.5674,1.5341,0.7311,0.2186,0.6931,0.4195,0.4271,0.5018,0.3717,0.4271,0.3903,,,skl_OPTICS,zelnik5_y.zip
20,inf,cosine,auto,4,1.951960802078247,0.093,127.5674,1.5341,0.7311,0.2186,0.6931,0.4195,0.4271,0.5018,0.3717,0.4271,0.3903,1000.0,20.0,skl_OPTICS,zelnik5_y.zip
20,inf,cosine,auto,4,1.853410005569458,0.093,127.5674,1.5341,0.7311,0.2186,0.6931,0.4195,0.4271,0.5018,0.3717,0.4271,0.3903,100.0,20.0,skl_OPTICS,zelnik5_y.zip
20,inf,cosine,auto,4,1.9798996448516848,0.093,127.5674,1.5341,0.7311,0.2186,0.6931,0.4195,0.4271,0.5018,0.3717,0.4271,0.3903,inf,20.0,skl_OPTICS,zelnik5_y.zip
20,inf,euclidean,auto,4,0.9168555736541748,-0.0869,80.8389,2.6847,0.895,0.7267,1.1403,0.8142,0.8158,0.8255,0.8064,0.8158,0.7979,,,skl_OPTICS,zelnik5_y.zip
20,inf,euclidean,auto,4,0.946155309677124,-0.0869,80.8389,2.6847,0.895,0.7267,1.1403,0.8142,0.8158,0.8255,0.8064,0.8158,0.7979,1000.0,20.0,skl_OPTICS,zelnik5_y.zip
20,inf,euclidean,auto,4,0.9345464706420898,-0.0869,80.8389,2.6847,0.895,0.7267,1.1403,0.8142,0.8158,0.8255,0.8064,0.8158,0.7979,100.0,20.0,skl_OPTICS,zelnik5_y.zip
20,inf,euclidean,auto,4,0.9633700847625732,-0.0869,80.8389,2.6847,0.895,0.7267,1.1403,0.8142,0.8158,0.8255,0.8064,0.8158,0.7979,inf,20.0,skl_OPTICS,zelnik5_y.zip
2,inf,correlation,auto,4,1.2798595428466797,0.3544,258.185,1.2335,0.6271,0.2537,0.3342,0.3204,0.3223,0.242,0.4825,0.3223,0.5331,,,skl_OPTICS,zelnik5_y.zip
2,inf,correlation,auto,4,1.2267978191375732,0.3544,258.185,1.2335,0.6271,0.2537,0.3342,0.3204,0.3223,0.242,0.4825,0.3223,0.5331,1000.0,20.0,skl_OPTICS,zelnik5_y.zip
2,inf,correlation,auto,4,1.260711431503296,0.3544,258.185,1.2335,0.6271,0.2537,0.3342,0.3204,0.3223,0.242,0.4825,0.3223,0.5331,100.0,20.0,skl_OPTICS,zelnik5_y.zip
2,inf,correlation,auto,4,1.2059977054595947,0.3544,258.185,1.2335,0.6271,0.2537,0.3342,0.3204,0.3223,0.242,0.4825,0.3223,0.5331,inf,20.0,skl_OPTICS,zelnik5_y.zip
2,inf,cosine,auto,4,2.4192965030670166,-0.4285,9.9424,8.8297,0.7472,0.0136,1.0134,0.1593,0.3196,0.7336,0.2043,0.3196,0.0853,,,skl_OPTICS,zelnik5_y.zip
2,inf,cosine,auto,4,1.8929669857025144,-0.4285,9.9424,8.8297,0.7472,0.0136,1.0134,0.1593,0.3196,0.7336,0.2043,0.3196,0.0853,1000.0,20.0,skl_OPTICS,zelnik5_y.zip
