min_samples,max_eps,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,inf,correlation,auto,4,1000.0,100,29.64956402778625,-0.6647,25.8022,1.8671,0.4982,-0.0065,0.1166,0.1117,0.1163,0.1694,0.0886,0.1163,0.5688,skl_OPTICS,compas-scores-two-years_y.zip
10,inf,correlation,auto,4,1000.0,20,29.596551179885864,-0.6647,25.8022,1.8671,0.4982,-0.0065,0.1166,0.1117,0.1163,0.1694,0.0886,0.1163,0.5688,skl_OPTICS,compas-scores-two-years_y.zip
10,inf,correlation,auto,4,100.0,100,29.673789024353027,-0.6314,31.3328,1.7714,0.4969,-0.0087,0.1237,0.1157,0.1201,0.1798,0.0902,0.1201,0.5593,skl_OPTICS,compas-scores-two-years_y.zip
10,inf,correlation,auto,4,100.0,20,29.632182121276852,-0.6647,25.8022,1.8671,0.4982,-0.0065,0.1166,0.1117,0.1163,0.1694,0.0886,0.1163,0.5688,skl_OPTICS,compas-scores-two-years_y.zip
10,inf,correlation,auto,4,20.0,20,30.49964547157288,-0.6295,29.4283,2.3323,0.4998,-0.0012,0.1506,0.1203,0.1248,0.2188,0.0873,0.1248,0.5216,skl_OPTICS,compas-scores-two-years_y.zip
10,inf,correlation,auto,4,inf,100,29.690223693847656,-0.6647,25.8022,1.8671,0.4982,-0.0065,0.1166,0.1117,0.1163,0.1694,0.0886,0.1163,0.5688,skl_OPTICS,compas-scores-two-years_y.zip
10,inf,correlation,auto,4,inf,20,29.71317410469055,-0.6647,25.8022,1.8671,0.4982,-0.0065,0.1166,0.1117,0.1163,0.1694,0.0886,0.1163,0.5688,skl_OPTICS,compas-scores-two-years_y.zip
10,inf,cosine,auto,4,1000.0,100,44.80426502227783,-0.6723,24.6514,1.706,0.4977,-0.0077,0.1131,0.1098,0.1146,0.1644,0.0879,0.1146,0.5716,skl_OPTICS,compas-scores-two-years_y.zip
10,inf,cosine,auto,4,1000.0,20,44.27082180976868,-0.6723,24.6514,1.706,0.4977,-0.0077,0.1131,0.1098,0.1146,0.1644,0.0879,0.1146,0.5716,skl_OPTICS,compas-scores-two-years_y.zip
10,inf,cosine,auto,4,100.0,100,43.73112940788269,-0.6469,29.2651,1.7989,0.4971,-0.0084,0.1219,0.116,0.1204,0.1771,0.0912,0.1204,0.5641,skl_OPTICS,compas-scores-two-years_y.zip
10,inf,cosine,auto,4,100.0,20,44.69825792312622,-0.6723,24.6514,1.706,0.4977,-0.0077,0.1131,0.1098,0.1146,0.1644,0.0879,0.1146,0.5716,skl_OPTICS,compas-scores-two-years_y.zip
10,inf,cosine,auto,4,20.0,20,47.16420602798462,-0.6359,27.9975,2.3493,0.5005,-0.0001,0.1435,0.1172,0.1215,0.2085,0.0858,0.1215,0.5281,skl_OPTICS,compas-scores-two-years_y.zip
10,inf,cosine,auto,4,inf,100,46.42688870429993,-0.6723,24.6514,1.706,0.4977,-0.0077,0.1131,0.1098,0.1146,0.1644,0.0879,0.1146,0.5716,skl_OPTICS,compas-scores-two-years_y.zip
10,inf,cosine,auto,4,inf,20,44.56576442718506,-0.6723,24.6514,1.706,0.4977,-0.0077,0.1131,0.1098,0.1146,0.1644,0.0879,0.1146,0.5716,skl_OPTICS,compas-scores-two-years_y.zip
10,inf,euclidean,auto,4,1000.0,100,214.71337223052976,-0.4616,32.8186,1.5122,0.5209,0.0425,0.1927,0.1363,0.1409,0.28,0.0942,0.1409,0.5066,skl_OPTICS,compas-scores-two-years_y.zip
