number_clusters,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,11.817737579345703,0.7584,45413.9392,0.4765,0.9891,0.9524,2.06,0.9741,0.9742,0.9979,0.9516,0.9742,0.9595,pyc_agglomerativeClust,2d-10c_y.zip
12,11.7856764793396,0.6531,38778.6759,0.5731,0.9877,0.9461,2.06,0.9677,0.9679,0.9979,0.9396,0.9679,0.9542,pyc_agglomerativeClust,2d-10c_y.zip
2,11.827849626541138,0.3048,947.8155,0.7845,0.445,0.1323,0.4857,0.3803,0.3809,0.2353,1.0,0.3809,0.4457,pyc_agglomerativeClust,2d-10c_y.zip
4,11.816515922546388,0.6093,4483.8142,0.5354,0.8656,0.5984,1.3415,0.7873,0.7878,0.6499,1.0,0.7878,0.7112,pyc_agglomerativeClust,2d-10c_y.zip
6,11.859952211380005,0.7244,12864.6228,0.4542,0.946,0.8047,1.713,0.9067,0.907,0.8298,1.0,0.907,0.8475,pyc_agglomerativeClust,2d-10c_y.zip
8,11.806710481643677,0.7764,20526.928,0.2753,0.9644,0.8649,1.8806,0.9532,0.9534,0.911,1.0,0.9534,0.8914,pyc_agglomerativeClust,2d-10c_y.zip
