n_clusters,max_iter,init,n_init,verbose,random_state,n_jobs,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,100,Cao,11,False,42,4,0.1431024074554443,-0.3738,0.6739,2.1688,0.2898,0.0019,0.0144,0.0012,0.0206,0.0109,0.1804,0.0206,0.5245,,,kmodes,2d-4c-no9_y.zip
10,100,Cao,11,False,42,4,0.1040253639221191,-0.3738,0.6739,2.1688,0.2898,0.0019,0.0144,0.0012,0.0206,0.0109,0.1804,0.0206,0.5245,1000.0,20.0,kmodes,2d-4c-no9_y.zip
10,100,Cao,11,False,42,4,0.1037158966064453,-0.3738,0.6739,2.1688,0.2898,0.0019,0.0144,0.0012,0.0206,0.0109,0.1804,0.0206,0.5245,100.0,20.0,kmodes,2d-4c-no9_y.zip
10,100,Cao,11,False,42,4,0.1039824485778808,-0.3738,0.6739,2.1688,0.2898,0.0019,0.0144,0.0012,0.0206,0.0109,0.1804,0.0206,0.5245,inf,20.0,kmodes,2d-4c-no9_y.zip
10,300,Cao,11,False,42,4,0.140737771987915,-0.3738,0.6739,2.1688,0.2898,0.0019,0.0144,0.0012,0.0206,0.0109,0.1804,0.0206,0.5245,,,kmodes,2d-4c-no9_y.zip
10,300,Cao,11,False,42,4,0.1044199466705322,-0.3738,0.6739,2.1688,0.2898,0.0019,0.0144,0.0012,0.0206,0.0109,0.1804,0.0206,0.5245,1000.0,20.0,kmodes,2d-4c-no9_y.zip
10,300,Cao,11,False,42,4,0.1048116683959961,-0.3738,0.6739,2.1688,0.2898,0.0019,0.0144,0.0012,0.0206,0.0109,0.1804,0.0206,0.5245,100.0,20.0,kmodes,2d-4c-no9_y.zip
10,300,Cao,11,False,42,4,0.1044094562530517,-0.3738,0.6739,2.1688,0.2898,0.0019,0.0144,0.0012,0.0206,0.0109,0.1804,0.0206,0.5245,inf,20.0,kmodes,2d-4c-no9_y.zip
10,500,Cao,11,False,42,4,0.1423900127410888,-0.3738,0.6739,2.1688,0.2898,0.0019,0.0144,0.0012,0.0206,0.0109,0.1804,0.0206,0.5245,,,kmodes,2d-4c-no9_y.zip
10,500,Cao,11,False,42,4,0.1040599346160888,-0.3738,0.6739,2.1688,0.2898,0.0019,0.0144,0.0012,0.0206,0.0109,0.1804,0.0206,0.5245,1000.0,20.0,kmodes,2d-4c-no9_y.zip
10,500,Cao,11,False,42,4,0.1059005260467529,-0.3738,0.6739,2.1688,0.2898,0.0019,0.0144,0.0012,0.0206,0.0109,0.1804,0.0206,0.5245,100.0,20.0,kmodes,2d-4c-no9_y.zip
10,500,Cao,11,False,42,4,0.1041998863220214,-0.3738,0.6739,2.1688,0.2898,0.0019,0.0144,0.0012,0.0206,0.0109,0.1804,0.0206,0.5245,inf,20.0,kmodes,2d-4c-no9_y.zip
12,100,Cao,11,False,42,4,0.1592652797698974,-0.3781,0.6132,2.0786,0.2922,0.0024,0.0176,0.0015,0.0249,0.0134,0.1809,0.0249,0.5236,,,kmodes,2d-4c-no9_y.zip
12,100,Cao,11,False,42,4,0.1181161403656005,-0.3781,0.6132,2.0786,0.2922,0.0024,0.0176,0.0015,0.0249,0.0134,0.1809,0.0249,0.5236,1000.0,20.0,kmodes,2d-4c-no9_y.zip
12,100,Cao,11,False,42,4,0.1182427406311035,-0.3781,0.6132,2.0786,0.2922,0.0024,0.0176,0.0015,0.0249,0.0134,0.1809,0.0249,0.5236,100.0,20.0,kmodes,2d-4c-no9_y.zip
12,100,Cao,11,False,42,4,0.1179933547973632,-0.3781,0.6132,2.0786,0.2922,0.0024,0.0176,0.0015,0.0249,0.0134,0.1809,0.0249,0.5236,inf,20.0,kmodes,2d-4c-no9_y.zip
12,300,Cao,11,False,42,4,0.1615946292877197,-0.3781,0.6132,2.0786,0.2922,0.0024,0.0176,0.0015,0.0249,0.0134,0.1809,0.0249,0.5236,,,kmodes,2d-4c-no9_y.zip
12,300,Cao,11,False,42,4,0.1169264316558837,-0.3781,0.6132,2.0786,0.2922,0.0024,0.0176,0.0015,0.0249,0.0134,0.1809,0.0249,0.5236,1000.0,20.0,kmodes,2d-4c-no9_y.zip
12,300,Cao,11,False,42,4,0.1176061630249023,-0.3781,0.6132,2.0786,0.2922,0.0024,0.0176,0.0015,0.0249,0.0134,0.1809,0.0249,0.5236,100.0,20.0,kmodes,2d-4c-no9_y.zip
12,300,Cao,11,False,42,4,0.1178967952728271,-0.3781,0.6132,2.0786,0.2922,0.0024,0.0176,0.0015,0.0249,0.0134,0.1809,0.0249,0.5236,inf,20.0,kmodes,2d-4c-no9_y.zip
12,500,Cao,11,False,42,4,0.1584992408752441,-0.3781,0.6132,2.0786,0.2922,0.0024,0.0176,0.0015,0.0249,0.0134,0.1809,0.0249,0.5236,,,kmodes,2d-4c-no9_y.zip
