threshold,branching_factor,n_clusters,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
0.5,50,10,1000.0,100,0.0359821319580078,0.1032,83.4923,1.7257,0.6267,0.2813,0.4726,0.3662,0.3704,0.7157,0.2499,0.3704,0.5485,skl_birch,wdbc_y.zip
0.5,50,10,1000.0,20,0.0341658592224121,0.1032,83.4923,1.7257,0.6267,0.2813,0.4726,0.3662,0.3704,0.7157,0.2499,0.3704,0.5485,skl_birch,wdbc_y.zip
0.5,50,10,100.0,100,0.0329439640045166,0.1222,84.6217,1.6702,0.6089,0.2491,0.4753,0.3605,0.3646,0.7198,0.2442,0.3646,0.5166,skl_birch,wdbc_y.zip
0.5,50,10,100.0,20,0.0343377590179443,0.1032,83.4923,1.7257,0.6267,0.2813,0.4726,0.3662,0.3704,0.7157,0.2499,0.3704,0.5485,skl_birch,wdbc_y.zip
0.5,50,10,20.0,20,0.0354795455932617,0.1104,88.9831,1.6343,0.573,0.183,0.4448,0.3277,0.332,0.6736,0.2203,0.332,0.4486,skl_birch,wdbc_y.zip
0.5,50,10,inf,100,0.0343620777130126,0.1032,83.4923,1.7257,0.6267,0.2813,0.4726,0.3662,0.3704,0.7157,0.2499,0.3704,0.5485,skl_birch,wdbc_y.zip
0.5,50,10,inf,20,0.0346930027008056,0.1032,83.4923,1.7257,0.6267,0.2813,0.4726,0.3662,0.3704,0.7157,0.2499,0.3704,0.5485,skl_birch,wdbc_y.zip
0.5,50,12,1000.0,100,0.0351536273956298,0.0795,76.4207,1.6871,0.5611,0.1624,0.4744,0.3235,0.3283,0.7184,0.2128,0.3283,0.4214,skl_birch,wdbc_y.zip
0.5,50,12,1000.0,20,0.0346243381500244,0.0795,76.4207,1.6871,0.5611,0.1624,0.4744,0.3235,0.3283,0.7184,0.2128,0.3283,0.4214,skl_birch,wdbc_y.zip
0.5,50,12,100.0,100,0.0331177711486816,0.0879,78.0571,1.7365,0.562,0.1643,0.4855,0.331,0.3357,0.7352,0.2175,0.3357,0.4226,skl_birch,wdbc_y.zip
0.5,50,12,100.0,20,0.0357317924499511,0.0795,76.4207,1.6871,0.5611,0.1624,0.4744,0.3235,0.3283,0.7184,0.2128,0.3283,0.4214,skl_birch,wdbc_y.zip
0.5,50,12,20.0,20,0.0355870723724365,0.1058,80.6002,1.6208,0.5741,0.1863,0.4719,0.3313,0.3363,0.7147,0.2199,0.3363,0.4483,skl_birch,wdbc_y.zip
0.5,50,12,inf,100,0.034172773361206,0.0795,76.4207,1.6871,0.5611,0.1624,0.4744,0.3235,0.3283,0.7184,0.2128,0.3283,0.4214,skl_birch,wdbc_y.zip
0.5,50,12,inf,20,0.0341088771820068,0.0795,76.4207,1.6871,0.5611,0.1624,0.4744,0.3235,0.3283,0.7184,0.2128,0.3283,0.4214,skl_birch,wdbc_y.zip
0.5,50,2,1000.0,100,0.0364453792572021,0.3394,248.6288,1.37,0.7892,0.575,0.2946,0.4562,0.4569,0.4462,0.4681,0.4569,0.8075,skl_birch,wdbc_y.zip
0.5,50,2,1000.0,20,0.0359351634979248,0.3394,248.6288,1.37,0.7892,0.575,0.2946,0.4562,0.4569,0.4462,0.4681,0.4569,0.8075,skl_birch,wdbc_y.zip
0.5,50,2,100.0,100,0.0329456329345703,0.317,245.0204,1.3902,0.8365,0.6718,0.3633,0.5485,0.5491,0.5502,0.548,0.5491,0.8459,skl_birch,wdbc_y.zip
0.5,50,2,100.0,20,0.0343449115753173,0.3394,248.6288,1.37,0.7892,0.575,0.2946,0.4562,0.4569,0.4462,0.4681,0.4569,0.8075,skl_birch,wdbc_y.zip
0.5,50,2,20.0,20,0.034163475036621,0.3319,246.8821,1.381,0.7946,0.5865,0.3016,0.4626,0.4633,0.4568,0.47,0.4633,0.8101,skl_birch,wdbc_y.zip
0.5,50,2,inf,100,0.0347735881805419,0.3394,248.6288,1.37,0.7892,0.575,0.2946,0.4562,0.4569,0.4462,0.4681,0.4569,0.8075,skl_birch,wdbc_y.zip
0.5,50,2,inf,20,0.0361373424530029,0.3394,248.6288,1.37,0.7892,0.575,0.2946,0.4562,0.4569,0.4462,0.4681,0.4569,0.8075,skl_birch,wdbc_y.zip
0.5,50,4,1000.0,100,0.0346808433532714,0.2982,138.0905,1.4848,0.7719,0.5434,0.3662,0.4656,0.4674,0.5547,0.4039,0.4674,0.7807,skl_birch,wdbc_y.zip
0.5,50,4,1000.0,20,0.0347137451171875,0.2982,138.0905,1.4848,0.7719,0.5434,0.3662,0.4656,0.4674,0.5547,0.4039,0.4674,0.7807,skl_birch,wdbc_y.zip
0.5,50,4,100.0,100,0.0328822135925293,0.2553,143.2747,1.6563,0.7841,0.5717,0.3967,0.4567,0.4583,0.6007,0.3705,0.4583,0.7806,skl_birch,wdbc_y.zip
0.5,50,4,100.0,20,0.034233808517456,0.2982,138.0905,1.4848,0.7719,0.5434,0.3662,0.4656,0.4674,0.5547,0.4039,0.4674,0.7807,skl_birch,wdbc_y.zip
0.5,50,4,20.0,20,0.0359096527099609,0.2741,145.1722,1.5767,0.7547,0.511,0.3452,0.4136,0.4155,0.5228,0.3447,0.4155,0.7576,skl_birch,wdbc_y.zip
0.5,50,4,inf,100,0.0355434417724609,0.2982,138.0905,1.4848,0.7719,0.5434,0.3662,0.4656,0.4674,0.5547,0.4039,0.4674,0.7807,skl_birch,wdbc_y.zip
0.5,50,4,inf,20,0.0344123840332031,0.2982,138.0905,1.4848,0.7719,0.5434,0.3662,0.4656,0.4674,0.5547,0.4039,0.4674,0.7807,skl_birch,wdbc_y.zip
0.5,50,6,1000.0,100,0.0344703197479248,0.1199,104.965,2.0431,0.6345,0.2865,0.3832,0.362,0.3647,0.5804,0.2659,0.3647,0.5854,skl_birch,wdbc_y.zip
0.5,50,6,1000.0,20,0.0363504886627197,0.1199,104.965,2.0431,0.6345,0.2865,0.3832,0.362,0.3647,0.5804,0.2659,0.3647,0.5854,skl_birch,wdbc_y.zip
0.5,50,6,100.0,100,0.0329391956329345,0.2572,110.0316,1.3966,0.7877,0.5793,0.4287,0.4691,0.4718,0.6493,0.3706,0.4718,0.7834,skl_birch,wdbc_y.zip
0.5,50,6,100.0,20,0.0343332290649414,0.1199,104.965,2.0431,0.6345,0.2865,0.3832,0.362,0.3647,0.5804,0.2659,0.3647,0.5854,skl_birch,wdbc_y.zip
0.5,50,6,20.0,20,0.0359866619110107,0.1513,113.7646,1.8683,0.6532,0.3232,0.406,0.3815,0.3841,0.6148,0.2793,0.3841,0.6081,skl_birch,wdbc_y.zip
