min_nr_instances,min_y,min_rd,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
2,1,10,53.927279472351074,-0.2388,46.9817,2.3156,0.1413,0.0052,0.1906,0.098,0.1032,0.0555,0.7334,0.1032,0.1817,CLTree,2d-d31_y.zip
2,1,15,53.97591137886048,-0.2388,46.9817,2.3156,0.1413,0.0052,0.1906,0.098,0.1032,0.0555,0.7334,0.1032,0.1817,CLTree,2d-d31_y.zip
2,1,20,53.95340251922608,-0.2388,46.9817,2.3156,0.1413,0.0052,0.1906,0.098,0.1032,0.0555,0.7334,0.1032,0.1817,CLTree,2d-d31_y.zip
2,1,25,54.05846071243286,-0.2388,46.9817,2.3156,0.1413,0.0052,0.1906,0.098,0.1032,0.0555,0.7334,0.1032,0.1817,CLTree,2d-d31_y.zip
2,1,30,53.98145604133606,-0.2388,46.9817,2.3156,0.1413,0.0052,0.1906,0.098,0.1032,0.0555,0.7334,0.1032,0.1817,CLTree,2d-d31_y.zip
2,1,5,53.95309567451477,-0.2388,46.9817,2.3156,0.1413,0.0052,0.1906,0.098,0.1032,0.0555,0.7334,0.1032,0.1817,CLTree,2d-d31_y.zip
2,2,10,53.98144769668579,-0.0802,31.2168,2.9314,0.1077,0.0036,0.1217,0.0649,0.0676,0.0354,0.7204,0.0676,0.1812,CLTree,2d-d31_y.zip
2,2,15,53.89319825172424,-0.0802,31.2168,2.9314,0.1077,0.0036,0.1217,0.0649,0.0676,0.0354,0.7204,0.0676,0.1812,CLTree,2d-d31_y.zip
2,2,20,53.98291087150574,-0.0802,31.2168,2.9314,0.1077,0.0036,0.1217,0.0649,0.0676,0.0354,0.7204,0.0676,0.1812,CLTree,2d-d31_y.zip
2,2,25,54.02928519248962,-0.0802,31.2168,2.9314,0.1077,0.0036,0.1217,0.0649,0.0676,0.0354,0.7204,0.0676,0.1812,CLTree,2d-d31_y.zip
2,2,30,53.989933013916016,-0.0802,31.2168,2.9314,0.1077,0.0036,0.1217,0.0649,0.0676,0.0354,0.7204,0.0676,0.1812,CLTree,2d-d31_y.zip
2,2,5,54.00982284545898,-0.0802,31.2168,2.9314,0.1077,0.0036,0.1217,0.0649,0.0676,0.0354,0.7204,0.0676,0.1812,CLTree,2d-d31_y.zip
2,3,10,54.14687347412109,-0.0802,31.2168,2.9314,0.1077,0.0036,0.1217,0.0649,0.0676,0.0354,0.7204,0.0676,0.1812,CLTree,2d-d31_y.zip
2,3,15,54.07247042655945,-0.0802,31.2168,2.9314,0.1077,0.0036,0.1217,0.0649,0.0676,0.0354,0.7204,0.0676,0.1812,CLTree,2d-d31_y.zip
2,3,20,54.03090262413025,-0.0802,31.2168,2.9314,0.1077,0.0036,0.1217,0.0649,0.0676,0.0354,0.7204,0.0676,0.1812,CLTree,2d-d31_y.zip
2,3,25,53.88792252540589,-0.0802,31.2168,2.9314,0.1077,0.0036,0.1217,0.0649,0.0676,0.0354,0.7204,0.0676,0.1812,CLTree,2d-d31_y.zip
2,3,30,54.06908774375916,-0.0802,31.2168,2.9314,0.1077,0.0036,0.1217,0.0649,0.0676,0.0354,0.7204,0.0676,0.1812,CLTree,2d-d31_y.zip
2,3,5,53.91661310195923,-0.0802,31.2168,2.9314,0.1077,0.0036,0.1217,0.0649,0.0676,0.0354,0.7204,0.0676,0.1812,CLTree,2d-d31_y.zip
2,4,10,53.93135929107666,-0.0802,31.2168,2.9314,0.1077,0.0036,0.1217,0.0649,0.0676,0.0354,0.7204,0.0676,0.1812,CLTree,2d-d31_y.zip
2,4,15,54.09235596656799,-0.0802,31.2168,2.9314,0.1077,0.0036,0.1217,0.0649,0.0676,0.0354,0.7204,0.0676,0.1812,CLTree,2d-d31_y.zip
2,4,20,54.11189818382263,-0.0802,31.2168,2.9314,0.1077,0.0036,0.1217,0.0649,0.0676,0.0354,0.7204,0.0676,0.1812,CLTree,2d-d31_y.zip
2,4,25,54.0441415309906,-0.0802,31.2168,2.9314,0.1077,0.0036,0.1217,0.0649,0.0676,0.0354,0.7204,0.0676,0.1812,CLTree,2d-d31_y.zip
2,4,30,54.139840841293335,-0.0802,31.2168,2.9314,0.1077,0.0036,0.1217,0.0649,0.0676,0.0354,0.7204,0.0676,0.1812,CLTree,2d-d31_y.zip
2,4,5,53.96454548835754,-0.0802,31.2168,2.9314,0.1077,0.0036,0.1217,0.0649,0.0676,0.0354,0.7204,0.0676,0.1812,CLTree,2d-d31_y.zip
2,5,10,54.11487913131714,0.0,0.0,0.0,0.0319,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1787,CLTree,2d-d31_y.zip
2,5,15,54.03250098228455,0.0,0.0,0.0,0.0319,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1787,CLTree,2d-d31_y.zip
2,5,20,54.02190589904785,0.0,0.0,0.0,0.0319,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1787,CLTree,2d-d31_y.zip
2,5,25,54.018192291259766,0.0,0.0,0.0,0.0319,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1787,CLTree,2d-d31_y.zip
2,5,30,54.09735083580017,0.0,0.0,0.0,0.0319,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1787,CLTree,2d-d31_y.zip
2,5,5,53.96484565734863,0.0,0.0,0.0,0.0319,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1787,CLTree,2d-d31_y.zip
