min_samples,max_eps,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,inf,correlation,auto,4,1000.0,100,1.1837995052337646,-0.2319,11.4666,1.6539,0.5088,0.0178,0.1404,0.1326,0.1409,0.2037,0.1077,0.1409,0.5004,skl_OPTICS,home_y.zip
10,inf,correlation,auto,4,1000.0,20,1.1809983253479004,-0.2319,11.4666,1.6539,0.5088,0.0178,0.1404,0.1326,0.1409,0.2037,0.1077,0.1409,0.5004,skl_OPTICS,home_y.zip
10,inf,correlation,auto,4,20.0,20,1.4106714725494385,-0.1812,14.3348,1.8018,0.5149,0.0313,0.1814,0.1532,0.1612,0.2632,0.1161,0.1612,0.4501,skl_OPTICS,home_y.zip
10,inf,correlation,auto,4,inf,100,1.179523468017578,-0.2319,11.4666,1.6539,0.5088,0.0178,0.1404,0.1326,0.1409,0.2037,0.1077,0.1409,0.5004,skl_OPTICS,home_y.zip
10,inf,correlation,auto,4,inf,20,1.1745386123657229,-0.2319,11.4666,1.6539,0.5088,0.0178,0.1404,0.1326,0.1409,0.2037,0.1077,0.1409,0.5004,skl_OPTICS,home_y.zip
10,inf,cosine,auto,4,1000.0,100,2.288115978240967,-0.0638,48.1288,1.3223,0.5361,0.0745,0.215,0.1639,0.1716,0.312,0.1183,0.1716,0.4348,skl_OPTICS,home_y.zip
10,inf,cosine,auto,4,1000.0,20,2.792215585708618,-0.0638,48.1288,1.3223,0.5361,0.0745,0.215,0.1639,0.1716,0.312,0.1183,0.1716,0.4348,skl_OPTICS,home_y.zip
10,inf,cosine,auto,4,20.0,20,2.8089687824249268,-0.116,45.12,1.3431,0.5141,0.0298,0.1723,0.143,0.1508,0.25,0.108,0.1508,0.448,skl_OPTICS,home_y.zip
10,inf,cosine,auto,4,inf,100,2.588247537612915,-0.0638,48.1288,1.3223,0.5361,0.0745,0.215,0.1639,0.1716,0.312,0.1183,0.1716,0.4348,skl_OPTICS,home_y.zip
10,inf,cosine,auto,4,inf,20,2.6826276779174805,-0.0638,48.1288,1.3223,0.5361,0.0745,0.215,0.1639,0.1716,0.312,0.1183,0.1716,0.4348,skl_OPTICS,home_y.zip
