n_clusters,depth_factor,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,0.01,1000.0,100,3.2403953075408936,0.4963,6978.215,0.7191,0.8273,0.4106,1.3782,0.6937,0.6947,0.8219,0.6016,0.6947,0.5409,ShallowTree,cure-t2-4k_y.zip
10,0.01,1000.0,20,3.3745486736297607,0.4963,6978.215,0.7191,0.8273,0.4106,1.3782,0.6937,0.6947,0.8219,0.6016,0.6947,0.5409,ShallowTree,cure-t2-4k_y.zip
10,0.01,100.0,100,2.7263894081115723,0.4958,6954.9284,0.7177,0.8277,0.4121,1.3801,0.6947,0.6957,0.8231,0.6025,0.6957,0.5422,ShallowTree,cure-t2-4k_y.zip
10,0.01,100.0,20,1.3091204166412354,0.4963,6978.215,0.7191,0.8273,0.4106,1.3782,0.6937,0.6947,0.8219,0.6016,0.6947,0.5409,ShallowTree,cure-t2-4k_y.zip
10,0.01,inf,100,3.858076333999634,0.4963,6978.215,0.7191,0.8273,0.4106,1.3782,0.6937,0.6947,0.8219,0.6016,0.6947,0.5409,ShallowTree,cure-t2-4k_y.zip
10,0.01,inf,20,3.684445142745972,0.4963,6978.215,0.7191,0.8273,0.4106,1.3782,0.6937,0.6947,0.8219,0.6016,0.6947,0.5409,ShallowTree,cure-t2-4k_y.zip
10,0.03,1000.0,100,2.3773598670959477,0.4954,6971.5231,0.7226,0.8273,0.4108,1.3796,0.6945,0.6955,0.8227,0.6023,0.6955,0.541,ShallowTree,cure-t2-4k_y.zip
10,0.03,1000.0,20,4.065091371536255,0.4954,6971.5231,0.7226,0.8273,0.4108,1.3796,0.6945,0.6955,0.8227,0.6023,0.6955,0.541,ShallowTree,cure-t2-4k_y.zip
10,0.03,100.0,100,3.7876901626586914,0.4945,6941.0956,0.7185,0.8277,0.4121,1.3813,0.6953,0.6963,0.8237,0.603,0.6963,0.5423,ShallowTree,cure-t2-4k_y.zip
10,0.03,100.0,20,4.453836917877197,0.4954,6971.5231,0.7226,0.8273,0.4108,1.3796,0.6945,0.6955,0.8227,0.6023,0.6955,0.541,ShallowTree,cure-t2-4k_y.zip
10,0.03,inf,100,2.864177942276001,0.4954,6971.5231,0.7226,0.8273,0.4108,1.3796,0.6945,0.6955,0.8227,0.6023,0.6955,0.541,ShallowTree,cure-t2-4k_y.zip
10,0.03,inf,20,3.862886905670166,0.4954,6971.5231,0.7226,0.8273,0.4108,1.3796,0.6945,0.6955,0.8227,0.6023,0.6955,0.541,ShallowTree,cure-t2-4k_y.zip
10,0.05,1000.0,100,2.047616481781006,0.4954,6971.5152,0.7225,0.8276,0.4117,1.3807,0.695,0.696,0.8234,0.6028,0.696,0.5419,ShallowTree,cure-t2-4k_y.zip
10,0.05,1000.0,20,2.1491124629974365,0.4954,6971.5152,0.7225,0.8276,0.4117,1.3807,0.695,0.696,0.8234,0.6028,0.696,0.5419,ShallowTree,cure-t2-4k_y.zip
10,0.05,100.0,100,2.131671667098999,0.4945,6941.0956,0.7185,0.8277,0.4121,1.3813,0.6953,0.6963,0.8237,0.603,0.6963,0.5423,ShallowTree,cure-t2-4k_y.zip
10,0.05,100.0,20,4.222220420837402,0.4954,6971.5152,0.7225,0.8276,0.4117,1.3807,0.695,0.696,0.8234,0.6028,0.696,0.5419,ShallowTree,cure-t2-4k_y.zip
10,0.05,inf,100,4.464999437332153,0.4954,6971.5152,0.7225,0.8276,0.4117,1.3807,0.695,0.696,0.8234,0.6028,0.696,0.5419,ShallowTree,cure-t2-4k_y.zip
10,0.05,inf,20,4.071848630905151,0.4954,6971.5152,0.7225,0.8276,0.4117,1.3807,0.695,0.696,0.8234,0.6028,0.696,0.5419,ShallowTree,cure-t2-4k_y.zip
