n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,bisecting_strategy,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
10,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,100,9.5328106880188,0.1536,910.3929,1.7531,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,9.452654838562012,0.1536,910.3929,1.7531,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,20.0,20,9.625072240829468,0.1537,904.0213,1.7457,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,inf,100,9.346493482589722,0.1536,910.3929,1.7531,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,9.44869899749756,0.1536,910.3929,1.7531,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,1000.0,100,10.732879161834717,0.1283,862.1338,1.9111,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,11.00163984298706,0.1283,862.1338,1.9111,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,20.0,20,11.09921932220459,0.1254,854.8151,1.9194,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,inf,100,10.856825351715088,0.1283,862.1338,1.9111,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,inf,20,10.453394412994385,0.1283,862.1338,1.9111,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,100,9.384815454483032,0.1536,910.3929,1.7531,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,9.6081063747406,0.1536,910.3929,1.7531,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,20.0,20,10.070794343948364,0.1537,904.0213,1.7457,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,inf,100,9.542794466018677,0.1536,910.3929,1.7531,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,10.10805344581604,0.1536,910.3929,1.7531,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,1000.0,100,10.880375146865845,0.1283,862.1338,1.9111,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,10.553854703903198,0.1283,862.1338,1.9111,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,20.0,20,11.082828760147097,0.1254,854.8151,1.9194,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,inf,100,11.105974197387695,0.1283,862.1338,1.9111,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,inf,20,10.522958040237429,0.1283,862.1338,1.9111,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,100,9.453535079956056,0.1536,910.3929,1.7531,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,9.009378671646118,0.1536,910.3929,1.7531,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,20.0,20,10.30376148223877,0.1537,904.0213,1.7457,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,inf,100,9.062764167785645,0.1536,910.3929,1.7531,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,9.090025186538696,0.1536,910.3929,1.7531,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,1000.0,100,10.465206861495972,0.1283,862.1338,1.9111,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,10.90047812461853,0.1283,862.1338,1.9111,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,20.0,20,11.187644958496094,0.1254,854.8151,1.9194,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,inf,100,10.54825496673584,0.1283,862.1338,1.9111,skl_bis_kmeans,wine.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,inf,20,10.839383840560911,0.1283,862.1338,1.9111,skl_bis_kmeans,wine.zip-10_k
