max_depth,max_nbr_clusters,min_samples_leaf,min_samples_split,max_nbr_values,max_nbr_values_cat,bic_eps,random_state,criteria_clf,criteria_reg,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,30,50,20,20,0.0,42,entropy,mape,0.8343405723571777,-0.0411,17.8174,7.604,0.4796,0.0196,0.0393,0.025,0.0293,0.0608,0.0193,0.0293,0.3109,ImpurityParTree2,diabetes_y.zip
10,10,30,50,20,20,0.0,42,entropy,r2,0.7979731559753418,-0.0411,17.8174,7.604,0.4796,0.0196,0.0393,0.025,0.0293,0.0608,0.0193,0.0293,0.3109,ImpurityParTree2,diabetes_y.zip
10,10,30,50,20,20,0.0,42,gini,mape,0.9133756160736084,-0.0415,17.5123,5.7448,0.4782,0.0066,0.0403,0.0282,0.0332,0.0623,0.0226,0.0332,0.351,ImpurityParTree2,diabetes_y.zip
10,10,30,50,20,20,0.0,42,gini,r2,0.997532606124878,-0.0415,17.5123,5.7448,0.4782,0.0066,0.0403,0.0282,0.0332,0.0623,0.0226,0.0332,0.351,ImpurityParTree2,diabetes_y.zip
10,10,30,50,20,20,0.0,42,me,mape,0.6752188205718994,-0.1321,5.3156,6.7911,0.4972,-0.0105,0.0276,0.0292,0.0331,0.0427,0.0271,0.0331,0.5309,ImpurityParTree2,diabetes_y.zip
10,10,30,50,20,20,0.0,42,me,r2,0.6937978267669678,-0.1321,5.3156,6.7911,0.4972,-0.0105,0.0276,0.0292,0.0331,0.0427,0.0271,0.0331,0.5309,ImpurityParTree2,diabetes_y.zip
10,10,30,50,20,20,0.1,42,entropy,mape,0.7488603591918945,-0.0411,17.8174,7.604,0.4796,0.0196,0.0393,0.025,0.0293,0.0608,0.0193,0.0293,0.3109,ImpurityParTree2,diabetes_y.zip
10,10,30,50,20,20,0.1,42,entropy,r2,0.8109872341156006,-0.0411,17.8174,7.604,0.4796,0.0196,0.0393,0.025,0.0293,0.0608,0.0193,0.0293,0.3109,ImpurityParTree2,diabetes_y.zip
10,10,30,50,20,20,0.1,42,gini,mape,0.7233655452728271,-0.042,18.8343,6.3383,0.4788,0.0184,0.0394,0.025,0.0293,0.061,0.0193,0.0293,0.3085,ImpurityParTree2,diabetes_y.zip
10,10,30,50,20,20,0.1,42,gini,r2,0.7711215019226074,-0.042,18.8343,6.3383,0.4788,0.0184,0.0394,0.025,0.0293,0.061,0.0193,0.0293,0.3085,ImpurityParTree2,diabetes_y.zip
10,10,30,50,20,20,0.1,42,me,mape,0.7990834712982178,-0.1041,8.1002,7.4724,0.4793,0.0107,0.0521,0.036,0.0405,0.0806,0.027,0.0405,0.3447,ImpurityParTree2,diabetes_y.zip
10,10,30,50,20,20,0.1,42,me,r2,0.7198624610900879,-0.1041,8.1002,7.4724,0.4793,0.0107,0.0521,0.036,0.0405,0.0806,0.027,0.0405,0.3447,ImpurityParTree2,diabetes_y.zip
10,10,30,50,20,20,0.2,42,entropy,mape,0.8378756046295166,-0.0411,17.8174,7.604,0.4796,0.0196,0.0393,0.025,0.0293,0.0608,0.0193,0.0293,0.3109,ImpurityParTree2,diabetes_y.zip
10,10,30,50,20,20,0.2,42,entropy,r2,0.8053255081176758,-0.0411,17.8174,7.604,0.4796,0.0196,0.0393,0.025,0.0293,0.0608,0.0193,0.0293,0.3109,ImpurityParTree2,diabetes_y.zip
10,10,30,50,20,20,0.2,42,gini,mape,0.7722494602203369,-0.042,18.8343,6.3383,0.4788,0.0184,0.0394,0.025,0.0293,0.061,0.0193,0.0293,0.3085,ImpurityParTree2,diabetes_y.zip
10,10,30,50,20,20,0.2,42,gini,r2,0.6835556030273438,-0.042,18.8343,6.3383,0.4788,0.0184,0.0394,0.025,0.0293,0.061,0.0193,0.0293,0.3085,ImpurityParTree2,diabetes_y.zip
10,10,30,50,20,20,0.2,42,me,mape,0.787470817565918,-0.1041,8.1002,7.4724,0.4793,0.0107,0.0521,0.036,0.0405,0.0806,0.027,0.0405,0.3447,ImpurityParTree2,diabetes_y.zip
10,10,30,50,20,20,0.2,42,me,r2,0.8416092395782471,-0.1041,8.1002,7.4724,0.4793,0.0107,0.0521,0.036,0.0405,0.0806,0.027,0.0405,0.3447,ImpurityParTree2,diabetes_y.zip
10,10,30,5,20,20,0.0,42,entropy,mape,0.7814879417419434,-0.0411,17.8174,7.604,0.4796,0.0196,0.0393,0.025,0.0293,0.0608,0.0193,0.0293,0.3109,ImpurityParTree2,diabetes_y.zip
10,10,30,5,20,20,0.0,42,entropy,r2,0.8499536514282227,-0.0411,17.8174,7.604,0.4796,0.0196,0.0393,0.025,0.0293,0.0608,0.0193,0.0293,0.3109,ImpurityParTree2,diabetes_y.zip
10,10,30,5,20,20,0.0,42,gini,mape,0.9673349857330322,-0.0415,17.5123,5.7448,0.4782,0.0066,0.0403,0.0282,0.0332,0.0623,0.0226,0.0332,0.351,ImpurityParTree2,diabetes_y.zip
10,10,30,5,20,20,0.0,42,gini,r2,0.9519479274749756,-0.0415,17.5123,5.7448,0.4782,0.0066,0.0403,0.0282,0.0332,0.0623,0.0226,0.0332,0.351,ImpurityParTree2,diabetes_y.zip
10,10,30,5,20,20,0.0,42,me,mape,0.8034837245941162,-0.2232,4.4603,6.2076,0.4972,-0.0105,0.0276,0.0281,0.0331,0.0427,0.027,0.0331,0.5309,ImpurityParTree2,diabetes_y.zip
10,10,30,5,20,20,0.0,42,me,r2,0.8120841979980469,-0.2232,4.4603,6.2076,0.4972,-0.0105,0.0276,0.0281,0.0331,0.0427,0.027,0.0331,0.5309,ImpurityParTree2,diabetes_y.zip
10,10,30,5,20,20,0.1,42,entropy,mape,0.8018581867218018,-0.0411,17.8174,7.604,0.4796,0.0196,0.0393,0.025,0.0293,0.0608,0.0193,0.0293,0.3109,ImpurityParTree2,diabetes_y.zip
