max_depth,max_nbr_clusters,min_samples_leaf,min_samples_split,max_nbr_values,max_nbr_values_cat,bic_eps,random_state,n_components,oblique_splits,max_oblique_features,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,30,50,1000,20,0.0,42,1,False,0,2.23785400390625,0.01,221.7878,3.4594,0.6358,0.2763,0.576,0.4276,0.4278,0.8369,0.2874,0.4278,0.5286,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
10,10,30,50,1000,20,0.0,42,1,False,1,2.094616174697876,0.01,221.7878,3.4594,0.6358,0.2763,0.576,0.4276,0.4278,0.8369,0.2874,0.4278,0.5286,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
10,10,30,50,1000,20,0.0,42,1,False,2,2.329783201217652,0.01,221.7878,3.4594,0.6358,0.2763,0.576,0.4276,0.4278,0.8369,0.2874,0.4278,0.5286,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
10,10,30,50,1000,20,0.0,42,2,False,0,2.286055326461792,-0.0162,205.4044,3.5657,0.6534,0.3112,0.5757,0.4419,0.4422,0.8365,0.3005,0.4422,0.5607,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
10,10,30,50,1000,20,0.0,42,2,False,1,2.2756688594818115,-0.0162,205.4044,3.5657,0.6534,0.3112,0.5757,0.4419,0.4422,0.8365,0.3005,0.4422,0.5607,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
10,10,30,50,1000,20,0.0,42,2,False,2,2.3422605991363525,-0.0162,205.4044,3.5657,0.6534,0.3112,0.5757,0.4419,0.4422,0.8365,0.3005,0.4422,0.5607,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
10,10,30,50,1000,20,0.1,42,1,False,0,2.135204076766968,0.01,221.7878,3.4594,0.6358,0.2763,0.576,0.4276,0.4278,0.8369,0.2874,0.4278,0.5286,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
10,10,30,50,1000,20,0.1,42,1,False,1,2.2528200149536133,0.01,221.7878,3.4594,0.6358,0.2763,0.576,0.4276,0.4278,0.8369,0.2874,0.4278,0.5286,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
10,10,30,50,1000,20,0.1,42,1,False,2,2.192136764526367,0.01,221.7878,3.4594,0.6358,0.2763,0.576,0.4276,0.4278,0.8369,0.2874,0.4278,0.5286,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
10,10,30,50,1000,20,0.1,42,2,False,0,2.2821319103240967,-0.0162,205.4044,3.5657,0.6534,0.3112,0.5757,0.4419,0.4422,0.8365,0.3005,0.4422,0.5607,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
10,10,30,50,1000,20,0.1,42,2,False,1,2.2008767127990723,-0.0162,205.4044,3.5657,0.6534,0.3112,0.5757,0.4419,0.4422,0.8365,0.3005,0.4422,0.5607,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
10,10,30,50,1000,20,0.1,42,2,False,2,2.10144591331482,-0.0162,205.4044,3.5657,0.6534,0.3112,0.5757,0.4419,0.4422,0.8365,0.3005,0.4422,0.5607,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
10,10,30,50,1000,20,0.2,42,1,False,0,2.3245410919189453,0.01,221.7878,3.4594,0.6358,0.2763,0.576,0.4276,0.4278,0.8369,0.2874,0.4278,0.5286,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
10,10,30,50,1000,20,0.2,42,1,False,1,2.251450300216675,0.01,221.7878,3.4594,0.6358,0.2763,0.576,0.4276,0.4278,0.8369,0.2874,0.4278,0.5286,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
10,10,30,50,1000,20,0.2,42,1,False,2,2.1966142654418945,0.01,221.7878,3.4594,0.6358,0.2763,0.576,0.4276,0.4278,0.8369,0.2874,0.4278,0.5286,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
10,10,30,50,1000,20,0.2,42,2,False,0,2.1507198810577397,-0.0162,205.4044,3.5657,0.6534,0.3112,0.5757,0.4419,0.4422,0.8365,0.3005,0.4422,0.5607,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
10,10,30,50,1000,20,0.2,42,2,False,1,2.1397204399108887,-0.0162,205.4044,3.5657,0.6534,0.3112,0.5757,0.4419,0.4422,0.8365,0.3005,0.4422,0.5607,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
10,10,30,50,1000,20,0.2,42,2,False,2,2.232654333114624,-0.0162,205.4044,3.5657,0.6534,0.3112,0.5757,0.4419,0.4422,0.8365,0.3005,0.4422,0.5607,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
10,10,30,50,100,20,0.0,42,1,False,0,2.1491894721984863,0.01,221.7878,3.4594,0.6358,0.2763,0.576,0.4276,0.4278,0.8369,0.2874,0.4278,0.5286,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
10,10,30,50,100,20,0.0,42,1,False,1,2.2627670764923096,0.01,221.7878,3.4594,0.6358,0.2763,0.576,0.4276,0.4278,0.8369,0.2874,0.4278,0.5286,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
10,10,30,50,100,20,0.0,42,1,False,2,2.089925527572632,0.01,221.7878,3.4594,0.6358,0.2763,0.576,0.4276,0.4278,0.8369,0.2874,0.4278,0.5286,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
10,10,30,50,100,20,0.0,42,2,False,0,2.178602457046509,-0.0162,205.4044,3.5657,0.6534,0.3112,0.5757,0.4419,0.4422,0.8365,0.3005,0.4422,0.5607,PrincipalParTree,compas-scores-two-yearsONEHOT_y.zip
