n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,bisecting_strategy,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,100,2.8928730487823486,0.0714,62.5891,2.6008,0.44,0.0046,0.0201,0.0109,0.014,0.0329,0.0089,0.014,0.2539,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,2.75204873085022,0.0714,62.5891,2.6008,0.44,0.0046,0.0201,0.0109,0.014,0.0329,0.0089,0.014,0.2539,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,100.0,100,2.5756049156188965,0.0715,62.5972,2.6032,0.4399,0.0045,0.02,0.0108,0.014,0.0328,0.0089,0.014,0.2538,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,100.0,20,2.451406240463257,0.0714,62.5891,2.6008,0.44,0.0046,0.0201,0.0109,0.014,0.0329,0.0089,0.014,0.2539,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,20.0,20,2.535216808319092,0.0736,62.523,2.6042,0.4404,0.0048,0.0222,0.0124,0.0155,0.0363,0.0098,0.0155,0.256,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,inf,100,2.527184009552002,0.0714,62.5891,2.6008,0.44,0.0046,0.0201,0.0109,0.014,0.0329,0.0089,0.014,0.2539,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,2.467440128326416,0.0714,62.5891,2.6008,0.44,0.0046,0.0201,0.0109,0.014,0.0329,0.0089,0.014,0.2539,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,1000.0,100,2.4474167823791504,0.0714,62.5891,2.6008,0.44,0.0046,0.0201,0.0109,0.014,0.0329,0.0089,0.014,0.2539,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,2.4895288944244385,0.0714,62.5891,2.6008,0.44,0.0046,0.0201,0.0109,0.014,0.0329,0.0089,0.014,0.2539,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,100.0,100,2.66837477684021,0.0715,62.5972,2.6032,0.4399,0.0045,0.02,0.0108,0.014,0.0328,0.0089,0.014,0.2538,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,100.0,20,2.986175298690796,0.0714,62.5891,2.6008,0.44,0.0046,0.0201,0.0109,0.014,0.0329,0.0089,0.014,0.2539,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,20.0,20,2.9565389156341557,0.0736,62.523,2.6042,0.4404,0.0048,0.0222,0.0124,0.0155,0.0363,0.0098,0.0155,0.256,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,inf,100,2.5721614360809326,0.0714,62.5891,2.6008,0.44,0.0046,0.0201,0.0109,0.014,0.0329,0.0089,0.014,0.2539,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,inf,20,2.813214063644409,0.0714,62.5891,2.6008,0.44,0.0046,0.0201,0.0109,0.014,0.0329,0.0089,0.014,0.2539,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,100,2.8915579319000244,0.0714,62.5891,2.6008,0.44,0.0046,0.0201,0.0109,0.014,0.0329,0.0089,0.014,0.2539,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,1000.0,20,2.674901962280273,0.0714,62.5891,2.6008,0.44,0.0046,0.0201,0.0109,0.014,0.0329,0.0089,0.014,0.2539,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,100.0,100,2.740028381347656,0.0715,62.5972,2.6032,0.4399,0.0045,0.02,0.0108,0.014,0.0328,0.0089,0.014,0.2538,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,100.0,20,2.581407070159912,0.0714,62.5891,2.6008,0.44,0.0046,0.0201,0.0109,0.014,0.0329,0.0089,0.014,0.2539,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,20.0,20,2.9552297592163086,0.0736,62.523,2.6042,0.4404,0.0048,0.0222,0.0124,0.0155,0.0363,0.0098,0.0155,0.256,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,inf,100,2.531737327575684,0.0714,62.5891,2.6008,0.44,0.0046,0.0201,0.0109,0.014,0.0329,0.0089,0.014,0.2539,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,inf,20,2.702242136001587,0.0714,62.5891,2.6008,0.44,0.0046,0.0201,0.0109,0.014,0.0329,0.0089,0.014,0.2539,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,1000.0,100,2.6977579593658447,0.0714,62.5891,2.6008,0.44,0.0046,0.0201,0.0109,0.014,0.0329,0.0089,0.014,0.2539,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,1000.0,20,2.4250731468200684,0.0714,62.5891,2.6008,0.44,0.0046,0.0201,0.0109,0.014,0.0329,0.0089,0.014,0.2539,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,100.0,100,2.449598550796509,0.0715,62.5972,2.6032,0.4399,0.0045,0.02,0.0108,0.014,0.0328,0.0089,0.014,0.2538,skl_bis_kmeans,german_credit_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,100.0,20,2.587010383605957,0.0714,62.5891,2.6008,0.44,0.0046,0.0201,0.0109,0.014,0.0329,0.0089,0.014,0.2539,skl_bis_kmeans,german_credit_y.zip-10_k
