amount_initial_centers,kmax,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
12,10,inf,100,0.231325626373291,0.1366,1777.042,1.8645,pyc_xmeans,fico.zip
12,10,inf,20,0.3036618232727051,0.1345,1729.7709,1.7316,pyc_xmeans,fico.zip
12,14,1000.0,100,0.4512917995452881,0.133,1591.8897,1.8407,pyc_xmeans,fico.zip
12,14,1000.0,20,0.3314113616943359,0.1309,1559.0021,1.7304,pyc_xmeans,fico.zip
12,14,100.0,100,0.3268570899963379,0.1376,1524.2743,1.6363,pyc_xmeans,fico.zip
12,14,100.0,20,0.4264199733734131,0.1357,1523.049,1.6096,pyc_xmeans,fico.zip
12,14,20.0,20,0.466970682144165,0.1281,1564.3244,1.778,pyc_xmeans,fico.zip
12,14,inf,100,0.4061505794525146,0.1331,1513.4945,1.7052,pyc_xmeans,fico.zip
12,14,inf,20,0.3975105285644531,0.1331,1587.2481,1.7709,pyc_xmeans,fico.zip
12,18,1000.0,100,0.2821881771087646,0.1276,1316.1023,1.8503,pyc_xmeans,fico.zip
12,18,1000.0,20,0.4893331527709961,0.1323,1344.3816,1.7788,pyc_xmeans,fico.zip
12,18,100.0,100,0.5111162662506104,0.1286,1307.563,1.8611,pyc_xmeans,fico.zip
12,18,100.0,20,0.4811103343963623,0.1287,1330.5462,1.9256,pyc_xmeans,fico.zip
12,18,20.0,20,0.5098249912261963,0.1224,1288.287,1.9248,pyc_xmeans,fico.zip
12,18,inf,100,0.3348109722137451,0.1312,1323.9008,1.8514,pyc_xmeans,fico.zip
12,18,inf,20,0.5544261932373047,0.133,1318.9933,1.7349,pyc_xmeans,fico.zip
12,22,1000.0,100,0.5000646114349365,0.135,1127.3781,1.6555,pyc_xmeans,fico.zip
12,22,1000.0,20,0.5163533687591553,0.1341,1144.9571,1.7831,pyc_xmeans,fico.zip
12,22,100.0,100,0.4663469791412353,0.1287,1142.93,1.8358,pyc_xmeans,fico.zip
12,22,100.0,20,0.4992108345031738,0.1241,1160.9921,1.9184,pyc_xmeans,fico.zip
12,22,20.0,20,0.517096996307373,0.1195,1118.08,1.8444,pyc_xmeans,fico.zip
12,22,inf,100,0.3869316577911377,0.1236,1126.4214,1.7706,pyc_xmeans,fico.zip
12,22,inf,20,0.4375381469726562,0.1279,1159.6306,1.9619,pyc_xmeans,fico.zip
12,2,1000.0,100,0.3171045780181885,0.1319,1687.9516,1.8068,pyc_xmeans,fico.zip
12,2,1000.0,20,0.1777994632720947,0.1224,1745.1938,1.9417,pyc_xmeans,fico.zip
12,2,100.0,100,0.2585616111755371,0.1318,1760.4418,1.9438,pyc_xmeans,fico.zip
12,2,100.0,20,0.3129429817199707,0.1306,1771.1262,1.853,pyc_xmeans,fico.zip
12,2,20.0,20,0.2473871707916259,0.1294,1714.1427,1.8606,pyc_xmeans,fico.zip
12,2,inf,100,0.2692897319793701,0.135,1728.5026,1.8935,pyc_xmeans,fico.zip
12,2,inf,20,0.1856403350830078,0.1302,1730.7783,1.9881,pyc_xmeans,fico.zip
12,6,1000.0,100,0.1902582645416259,0.1413,1768.35,1.857,pyc_xmeans,fico.zip
12,6,1000.0,20,0.236619234085083,0.1343,1774.1468,1.848,pyc_xmeans,fico.zip
12,6,100.0,100,0.1757926940917968,0.1312,1736.1032,1.9273,pyc_xmeans,fico.zip
12,6,100.0,20,0.240443468093872,0.132,1771.469,1.8467,pyc_xmeans,fico.zip
12,6,20.0,20,0.1809339523315429,0.1358,1714.0641,1.9128,pyc_xmeans,fico.zip
12,6,inf,100,0.1973116397857666,0.1461,1728.4691,1.7252,pyc_xmeans,fico.zip
12,6,inf,20,0.2596092224121094,0.1363,1769.0428,1.7938,pyc_xmeans,fico.zip
2,10,1000.0,100,0.281329870223999,0.1492,1892.5255,1.7053,pyc_xmeans,fico.zip
2,10,1000.0,20,0.4449396133422851,0.1478,1834.7908,1.5744,pyc_xmeans,fico.zip
2,10,100.0,100,0.2502977848052978,0.1498,1892.9429,1.7077,pyc_xmeans,fico.zip
2,10,100.0,20,0.3392903804779053,0.1451,1995.207,1.8728,pyc_xmeans,fico.zip
2,10,20.0,20,0.3016102313995361,0.1259,1831.4526,1.7743,pyc_xmeans,fico.zip
2,10,inf,100,0.3387079238891601,0.1534,1900.758,1.6394,pyc_xmeans,fico.zip
2,10,inf,20,0.2653203010559082,0.1328,1894.1818,1.7443,pyc_xmeans,fico.zip
2,14,1000.0,100,0.522749662399292,0.1408,1535.8744,1.7734,pyc_xmeans,fico.zip
2,14,1000.0,20,0.4911041259765625,0.1317,1533.7253,1.7687,pyc_xmeans,fico.zip
2,14,100.0,100,0.486454963684082,0.1345,1534.9153,1.7952,pyc_xmeans,fico.zip
2,14,100.0,20,0.3714814186096191,0.1329,1505.0532,1.7264,pyc_xmeans,fico.zip
2,14,20.0,20,0.3702433109283447,0.1288,1494.3146,1.7155,pyc_xmeans,fico.zip
2,14,inf,100,0.5120556354522705,0.1353,1563.7144,1.727,pyc_xmeans,fico.zip
2,14,inf,20,0.4656765460968017,0.1328,1523.0448,1.738,pyc_xmeans,fico.zip
2,18,1000.0,100,0.5525271892547607,0.1326,1296.1584,1.8503,pyc_xmeans,fico.zip
2,18,1000.0,20,0.5707738399505615,0.1292,1309.5397,1.8103,pyc_xmeans,fico.zip
2,18,100.0,100,0.474179744720459,0.1349,1307.3663,1.7914,pyc_xmeans,fico.zip
2,18,100.0,20,0.5121471881866455,0.1312,1275.2543,1.7764,pyc_xmeans,fico.zip
2,18,20.0,20,0.5591781139373779,0.1241,1280.4755,1.7026,pyc_xmeans,fico.zip
2,18,inf,100,0.663348913192749,0.1335,1281.7413,1.8606,pyc_xmeans,fico.zip
2,18,inf,20,0.6566905975341797,0.1328,1307.8744,1.8474,pyc_xmeans,fico.zip
2,22,1000.0,100,0.6633942127227783,0.1304,1131.9404,1.8848,pyc_xmeans,fico.zip
2,22,1000.0,20,0.7220537662506104,0.126,1150.0506,1.7889,pyc_xmeans,fico.zip
2,22,100.0,100,0.5150153636932373,0.1304,1144.6868,1.8935,pyc_xmeans,fico.zip
2,22,100.0,20,0.733119010925293,0.1344,1131.9977,1.8095,pyc_xmeans,fico.zip
2,22,20.0,20,0.7910709381103516,0.1173,1113.3785,1.8801,pyc_xmeans,fico.zip
2,22,inf,100,0.4922456741333008,0.1322,1127.5773,1.7482,pyc_xmeans,fico.zip
2,22,inf,20,0.6050422191619873,0.1297,1145.7452,1.8061,pyc_xmeans,fico.zip
2,2,1000.0,100,0.1168234348297119,0.6613,7820.7431,0.295,pyc_xmeans,fico.zip
2,2,1000.0,20,0.1961369514465332,0.6613,7820.7431,0.295,pyc_xmeans,fico.zip
2,2,100.0,100,0.1116220951080322,0.6613,7820.7431,0.295,pyc_xmeans,fico.zip
2,2,100.0,20,0.1809706687927246,0.6613,7820.7431,0.295,pyc_xmeans,fico.zip
2,2,20.0,20,0.1516909599304199,0.6613,7820.7431,0.295,pyc_xmeans,fico.zip
2,2,inf,100,0.1130206584930419,0.6613,7820.7431,0.295,pyc_xmeans,fico.zip
2,2,inf,20,0.157731294631958,0.6613,7820.7431,0.295,pyc_xmeans,fico.zip
2,6,1000.0,100,0.2335414886474609,0.1531,2450.7937,1.3443,pyc_xmeans,fico.zip
2,6,1000.0,20,0.1585841178894043,0.1367,2606.5819,1.6628,pyc_xmeans,fico.zip
2,6,100.0,100,0.2844991683959961,0.1443,2768.5721,1.8826,pyc_xmeans,fico.zip
2,6,100.0,20,0.1594915390014648,0.1425,2603.847,1.6286,pyc_xmeans,fico.zip
2,6,20.0,20,0.1661622524261474,0.1334,2586.3131,1.6892,pyc_xmeans,fico.zip
2,6,inf,100,0.2194314002990722,0.1425,2604.2958,1.6352,pyc_xmeans,fico.zip
2,6,inf,20,0.2739207744598388,0.1324,2606.1097,1.6946,pyc_xmeans,fico.zip
4,10,1000.0,100,0.2445931434631347,0.133,1898.6163,1.7078,pyc_xmeans,fico.zip
4,10,1000.0,20,0.3534517288208008,0.1335,1896.9068,1.7772,pyc_xmeans,fico.zip
4,10,100.0,100,0.3925437927246094,0.1335,1992.13,1.8586,pyc_xmeans,fico.zip
4,10,100.0,20,0.4186162948608398,0.1514,1902.7894,1.6942,pyc_xmeans,fico.zip
4,10,20.0,20,0.4976601600646972,0.127,1929.981,1.9595,pyc_xmeans,fico.zip
4,10,inf,100,0.2713956832885742,0.1348,1992.2599,1.7869,pyc_xmeans,fico.zip
4,10,inf,20,0.3149003982543945,0.1293,1987.4544,1.8843,pyc_xmeans,fico.zip
4,14,1000.0,100,0.4588286876678467,0.131,1525.5766,1.6822,pyc_xmeans,fico.zip
4,14,1000.0,20,0.3472847938537597,0.1319,1569.6366,1.9475,pyc_xmeans,fico.zip
4,14,100.0,100,0.4374949932098388,0.1324,1594.0295,1.8257,pyc_xmeans,fico.zip
4,14,100.0,20,0.4514074325561523,0.1255,1543.4252,1.8713,pyc_xmeans,fico.zip
4,14,20.0,20,0.4321949481964111,0.1363,1503.4147,1.868,pyc_xmeans,fico.zip
4,14,inf,100,0.4301943778991699,0.1334,1531.8762,1.7468,pyc_xmeans,fico.zip
4,14,inf,20,0.4228870868682861,0.1293,1549.9421,1.785,pyc_xmeans,fico.zip
4,18,1000.0,100,0.428602933883667,0.1337,1312.1192,1.8045,pyc_xmeans,fico.zip
4,18,1000.0,20,0.5125904083251953,0.1308,1282.9096,1.7576,pyc_xmeans,fico.zip
4,18,100.0,100,0.4223651885986328,0.1352,1322.3988,1.776,pyc_xmeans,fico.zip
4,18,100.0,20,0.5704805850982666,0.1304,1310.9959,1.8579,pyc_xmeans,fico.zip
4,18,20.0,20,0.4977786540985107,0.1232,1303.3508,1.8538,pyc_xmeans,fico.zip
4,18,inf,100,0.4867103099822998,0.1315,1296.681,1.7021,pyc_xmeans,fico.zip
4,18,inf,20,0.5887579917907715,0.129,1307.3107,1.7203,pyc_xmeans,fico.zip
4,22,1000.0,100,0.5113129615783691,0.1261,1146.7241,1.8122,pyc_xmeans,fico.zip
4,22,1000.0,20,0.65958571434021,0.1291,1135.9747,1.7434,pyc_xmeans,fico.zip
4,22,100.0,100,0.7107899188995361,0.1295,1132.758,1.8251,pyc_xmeans,fico.zip
4,22,100.0,20,0.560286283493042,0.1239,1146.8971,1.892,pyc_xmeans,fico.zip
4,22,20.0,20,0.6213829517364502,0.123,1128.705,1.8905,pyc_xmeans,fico.zip
4,22,inf,100,0.4546272754669189,0.1298,1144.2739,1.8889,pyc_xmeans,fico.zip
4,22,inf,20,0.5341558456420898,0.129,1120.0175,1.742,pyc_xmeans,fico.zip
4,2,1000.0,100,0.212834358215332,0.1507,3991.6219,1.8399,pyc_xmeans,fico.zip
4,2,1000.0,20,0.1390004158020019,0.1506,3991.1821,1.8405,pyc_xmeans,fico.zip
4,2,100.0,100,0.191633939743042,0.1507,3991.1357,1.8372,pyc_xmeans,fico.zip
4,2,100.0,20,0.1107847690582275,0.1506,3990.1923,1.8436,pyc_xmeans,fico.zip
4,2,20.0,20,0.1233429908752441,0.1489,3971.4382,1.8509,pyc_xmeans,fico.zip
4,2,inf,100,0.1656107902526855,0.1507,3990.9181,1.8445,pyc_xmeans,fico.zip
4,2,inf,20,0.1825253963470459,0.1508,3991.7605,1.8405,pyc_xmeans,fico.zip
4,6,1000.0,100,0.2637054920196533,0.1325,2815.6426,1.9619,pyc_xmeans,fico.zip
4,6,1000.0,20,0.2099413871765136,0.1435,2621.242,1.6867,pyc_xmeans,fico.zip
4,6,100.0,100,0.1915993690490722,0.1446,2621.903,1.6997,pyc_xmeans,fico.zip
4,6,100.0,20,0.2926709651947021,0.1414,2816.4122,1.9188,pyc_xmeans,fico.zip
4,6,20.0,20,0.2348079681396484,0.1426,2595.2743,1.7285,pyc_xmeans,fico.zip
4,6,inf,100,0.3155977725982666,0.1334,2816.9206,1.9555,pyc_xmeans,fico.zip
4,6,inf,20,0.1871757507324218,0.1417,2819.389,1.9643,pyc_xmeans,fico.zip
6,10,1000.0,100,0.3523809909820556,0.1331,1981.4135,1.8325,pyc_xmeans,fico.zip
6,10,1000.0,20,0.3283684253692627,0.1334,1993.3434,1.8616,pyc_xmeans,fico.zip
6,10,100.0,100,0.4225955009460449,0.1513,1937.3142,1.6594,pyc_xmeans,fico.zip
6,10,100.0,20,0.2180380821228027,0.133,1981.4205,1.833,pyc_xmeans,fico.zip
6,10,20.0,20,0.3226017951965332,0.1216,1947.1521,2.0062,pyc_xmeans,fico.zip
6,10,inf,100,0.3645181655883789,0.1352,1942.1224,1.7031,pyc_xmeans,fico.zip
6,10,inf,20,0.330308198928833,0.1333,1992.9322,1.8632,pyc_xmeans,fico.zip
6,14,1000.0,100,0.4319393634796142,0.1338,1560.35,1.7397,pyc_xmeans,fico.zip
6,14,1000.0,20,0.4736974239349365,0.1371,1531.8495,1.6792,pyc_xmeans,fico.zip
6,14,100.0,100,0.3752381801605224,0.1413,1525.8168,1.6423,pyc_xmeans,fico.zip
6,14,100.0,20,0.4869754314422607,0.1354,1497.6044,1.8348,pyc_xmeans,fico.zip
6,14,20.0,20,0.4512891769409179,0.1261,1564.1329,1.9489,pyc_xmeans,fico.zip
6,14,inf,100,0.5964317321777344,0.1344,1531.3214,1.6884,pyc_xmeans,fico.zip
6,14,inf,20,0.4534649848937988,0.1345,1535.2606,1.7888,pyc_xmeans,fico.zip
6,18,1000.0,100,0.4207415580749511,0.1307,1278.2356,1.9149,pyc_xmeans,fico.zip
6,18,1000.0,20,0.6035590171813965,0.1344,1292.7038,1.7605,pyc_xmeans,fico.zip
6,18,100.0,100,0.5254232883453369,0.1328,1325.016,1.7826,pyc_xmeans,fico.zip
6,18,100.0,20,0.426445722579956,0.132,1277.3506,1.7849,pyc_xmeans,fico.zip
6,18,20.0,20,0.6891818046569824,0.1258,1290.1296,1.8914,pyc_xmeans,fico.zip
6,18,inf,100,0.396061897277832,0.1294,1315.1008,1.9978,pyc_xmeans,fico.zip
6,18,inf,20,0.574876070022583,0.1271,1299.2824,1.7572,pyc_xmeans,fico.zip
6,22,1000.0,100,0.8216173648834229,0.1334,1144.3184,1.8153,pyc_xmeans,fico.zip
6,22,1000.0,20,0.4473721981048584,0.1289,1142.5816,1.8894,pyc_xmeans,fico.zip
6,22,100.0,100,0.4766311645507812,0.125,1144.9474,1.8777,pyc_xmeans,fico.zip
6,22,100.0,20,0.4399895668029785,0.1324,1137.3098,1.8579,pyc_xmeans,fico.zip
6,22,20.0,20,0.5277912616729736,0.1234,1121.294,1.8389,pyc_xmeans,fico.zip
6,22,inf,100,0.4264276027679443,0.1288,1150.3743,1.8561,pyc_xmeans,fico.zip
6,22,inf,20,0.3815345764160156,0.1328,1145.698,1.8869,pyc_xmeans,fico.zip
6,2,1000.0,100,0.2028031349182129,0.1405,2811.4834,1.9509,pyc_xmeans,fico.zip
6,2,1000.0,20,0.1424324512481689,0.1381,2818.3083,2.014,pyc_xmeans,fico.zip
6,2,100.0,100,0.1435236930847168,0.1526,2803.7528,1.8406,pyc_xmeans,fico.zip
6,2,100.0,20,0.2015950679779052,0.1398,2758.1726,1.9611,pyc_xmeans,fico.zip
6,2,20.0,20,0.1721961498260498,0.1341,2793.5161,1.9493,pyc_xmeans,fico.zip
6,2,inf,100,0.1913871765136718,0.1414,2811.7431,1.9528,pyc_xmeans,fico.zip
6,2,inf,20,0.1263272762298584,0.1433,2819.2837,1.9438,pyc_xmeans,fico.zip
6,6,1000.0,100,0.1442868709564209,0.1442,2810.4772,1.9696,pyc_xmeans,fico.zip
6,6,1000.0,20,0.2823076248168945,0.1411,2811.8859,1.9908,pyc_xmeans,fico.zip
6,6,100.0,100,0.1573603153228759,0.1402,2670.0947,1.7417,pyc_xmeans,fico.zip
6,6,100.0,20,0.2852389812469482,0.1339,2816.7043,2.0161,pyc_xmeans,fico.zip
6,6,20.0,20,0.1565022468566894,0.1289,2632.3385,1.7592,pyc_xmeans,fico.zip
6,6,inf,100,0.1625497341156005,0.1327,2816.8068,1.9588,pyc_xmeans,fico.zip
6,6,inf,20,0.2645609378814697,0.1263,2778.0934,2.0132,pyc_xmeans,fico.zip
8,10,1000.0,100,0.3687200546264648,0.1567,1731.4666,1.3504,pyc_xmeans,fico.zip
8,10,1000.0,20,0.3384706974029541,0.1371,1983.71,1.9184,pyc_xmeans,fico.zip
8,10,100.0,100,0.3872056007385254,0.143,1970.3881,1.9431,pyc_xmeans,fico.zip
8,10,100.0,20,0.3567390441894531,0.148,1983.9175,1.9025,pyc_xmeans,fico.zip
8,10,20.0,20,0.2626640796661377,0.1252,1934.6453,2.0021,pyc_xmeans,fico.zip
8,10,inf,100,0.4120357036590576,0.1285,1974.6692,1.9548,pyc_xmeans,fico.zip
8,10,inf,20,0.2365987300872802,0.1306,1920.2576,1.7738,pyc_xmeans,fico.zip
8,14,1000.0,100,0.2581946849822998,0.1306,1456.3663,1.7715,pyc_xmeans,fico.zip
8,14,1000.0,20,0.4374635219573974,0.1304,1589.8644,1.8036,pyc_xmeans,fico.zip
8,14,100.0,100,0.4272797107696533,0.1344,1588.5335,1.7727,pyc_xmeans,fico.zip
8,14,100.0,20,0.3964757919311523,0.1334,1561.7267,1.9258,pyc_xmeans,fico.zip
8,14,20.0,20,0.3749425411224365,0.1372,1488.4633,1.792,pyc_xmeans,fico.zip
8,14,inf,100,0.2742598056793213,0.1266,1496.7587,1.7632,pyc_xmeans,fico.zip
8,14,inf,20,0.4559800624847412,0.1278,1580.1845,1.9256,pyc_xmeans,fico.zip
8,18,1000.0,100,0.5360710620880127,0.1312,1261.7852,1.8121,pyc_xmeans,fico.zip
8,18,1000.0,20,0.5308535099029541,0.1317,1315.8159,1.7908,pyc_xmeans,fico.zip
8,18,100.0,100,0.5233776569366455,0.1294,1312.4303,1.8376,pyc_xmeans,fico.zip
8,18,100.0,20,0.5023891925811768,0.1328,1292.3864,1.7728,pyc_xmeans,fico.zip
8,18,20.0,20,0.6039679050445557,0.1287,1296.0836,1.829,pyc_xmeans,fico.zip
8,18,inf,100,0.4900522232055664,0.1312,1279.8208,1.8452,pyc_xmeans,fico.zip
8,18,inf,20,0.4305601119995117,0.136,1291.0645,1.7922,pyc_xmeans,fico.zip
8,22,1000.0,100,0.5787558555603027,0.1303,1152.1312,1.9593,pyc_xmeans,fico.zip
8,22,1000.0,20,0.7045848369598389,0.132,1124.9215,1.8922,pyc_xmeans,fico.zip
8,22,100.0,100,0.5167138576507568,0.1288,1170.5357,1.8263,pyc_xmeans,fico.zip
8,22,100.0,20,0.4667267799377441,0.1283,1126.8972,1.8149,pyc_xmeans,fico.zip
8,22,20.0,20,0.7460305690765381,0.1228,1127.6692,1.8436,pyc_xmeans,fico.zip
8,22,inf,100,0.5741560459136963,0.1304,1152.9614,1.8695,pyc_xmeans,fico.zip
8,22,inf,20,0.57867431640625,0.1316,1142.0066,1.8166,pyc_xmeans,fico.zip
8,2,1000.0,100,0.1462700366973877,0.1506,2276.7718,1.7959,pyc_xmeans,fico.zip
8,2,1000.0,20,0.2709589004516601,0.1302,2280.2571,1.8866,pyc_xmeans,fico.zip
8,2,100.0,100,0.178394079208374,0.1521,2275.8229,1.7799,pyc_xmeans,fico.zip
8,2,100.0,20,0.3046317100524902,0.1485,2302.6605,1.8478,pyc_xmeans,fico.zip
8,2,20.0,20,0.2328555583953857,0.1214,2224.8944,1.96,pyc_xmeans,fico.zip
8,2,inf,100,0.1481740474700927,0.1335,2314.7328,1.8521,pyc_xmeans,fico.zip
8,2,inf,20,0.2005782127380371,0.1392,2277.781,1.8576,pyc_xmeans,fico.zip
8,6,1000.0,100,0.2698113918304443,0.1361,2310.194,1.8599,pyc_xmeans,fico.zip
8,6,1000.0,20,0.1937935352325439,0.1464,2216.4235,1.6817,pyc_xmeans,fico.zip
8,6,100.0,100,0.2461411952972412,0.1491,2302.6501,1.8417,pyc_xmeans,fico.zip
8,6,100.0,20,0.1670405864715576,0.1435,2287.8258,1.9053,pyc_xmeans,fico.zip
8,6,20.0,20,0.2372779846191406,0.1407,2252.0659,1.927,pyc_xmeans,fico.zip
8,6,inf,100,0.2608373165130615,0.1314,2314.1096,1.8503,pyc_xmeans,fico.zip
8,6,inf,20,0.20707368850708,0.1368,2306.3268,1.9011,pyc_xmeans,fico.zip
