n_clusters,max_leaves,base_tree,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,IMM,1000.0,100,0.4928646087646484,0.5246,2635.4254,0.6363,0.9385,0.5978,2.1382,0.821,0.8251,0.7277,0.9526,0.8251,0.6667,ExKMC,2d-20c-no0_y.zip
10,10,IMM,1000.0,20,0.0437555313110351,0.5246,2635.4254,0.6363,0.9385,0.5978,2.1382,0.821,0.8251,0.7277,0.9526,0.8251,0.6667,ExKMC,2d-20c-no0_y.zip
10,10,IMM,100.0,100,0.3615689277648926,0.5232,2616.034,0.6214,0.9375,0.595,2.134,0.8206,0.8246,0.7263,0.9538,0.8246,0.6657,ExKMC,2d-20c-no0_y.zip
10,10,IMM,100.0,20,0.1336507797241211,0.5246,2635.4254,0.6363,0.9385,0.5978,2.1382,0.821,0.8251,0.7277,0.9526,0.8251,0.6667,ExKMC,2d-20c-no0_y.zip
10,10,IMM,inf,100,0.311410903930664,0.5246,2635.4254,0.6363,0.9385,0.5978,2.1382,0.821,0.8251,0.7277,0.9526,0.8251,0.6667,ExKMC,2d-20c-no0_y.zip
10,10,IMM,inf,20,0.1271865367889404,0.5246,2635.4254,0.6363,0.9385,0.5978,2.1382,0.821,0.8251,0.7277,0.9526,0.8251,0.6667,ExKMC,2d-20c-no0_y.zip
10,10,NONE,1000.0,100,0.2491621971130371,0.4265,1998.8314,0.8064,0.92,0.5081,1.9309,0.7547,0.7597,0.6572,0.9001,0.7597,0.5894,ExKMC,2d-20c-no0_y.zip
10,10,NONE,1000.0,20,0.4389889240264892,0.4265,1998.8314,0.8064,0.92,0.5081,1.9309,0.7547,0.7597,0.6572,0.9001,0.7597,0.5894,ExKMC,2d-20c-no0_y.zip
10,10,NONE,100.0,100,0.2515804767608642,0.4283,1989.6181,0.784,0.9194,0.5078,1.9367,0.7577,0.7627,0.6591,0.9049,0.7627,0.5904,ExKMC,2d-20c-no0_y.zip
10,10,NONE,100.0,20,0.1451582908630371,0.4265,1998.8314,0.8064,0.92,0.5081,1.9309,0.7547,0.7597,0.6572,0.9001,0.7597,0.5894,ExKMC,2d-20c-no0_y.zip
10,10,NONE,inf,100,0.3070297241210937,0.4265,1998.8314,0.8064,0.92,0.5081,1.9309,0.7547,0.7597,0.6572,0.9001,0.7597,0.5894,ExKMC,2d-20c-no0_y.zip
