eps,min_samples,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
0.1,10,correlation,auto,4,1000.0,20,8.021735191345215,0.5873,8.1722,0.2924,0.6343,-0.0,0.0,-0.0,0.0,0.0,0.0242,0.0,0.7964,skl_DBSCAN,adultONEHOT_y.zip
0.1,10,correlation,auto,4,100.0,20,7.995646953582764,0.5873,8.1722,0.2924,0.6343,-0.0,0.0,-0.0,0.0,0.0,0.0242,0.0,0.7964,skl_DBSCAN,adultONEHOT_y.zip
0.1,10,correlation,auto,4,inf,20,8.046467542648315,0.5873,8.1722,0.2924,0.6343,-0.0,0.0,-0.0,0.0,0.0,0.0242,0.0,0.7964,skl_DBSCAN,adultONEHOT_y.zip
0.1,10,cosine,auto,4,1000.0,20,10.27399730682373,-0.2053,3164.249,2.6748,0.6355,0.064,0.0084,0.0226,0.0227,0.0152,0.0447,0.0227,0.7768,skl_DBSCAN,adultONEHOT_y.zip
0.1,10,cosine,auto,4,100.0,20,10.184223651885986,-0.2053,3164.249,2.6748,0.6355,0.064,0.0084,0.0226,0.0227,0.0152,0.0447,0.0227,0.7768,skl_DBSCAN,adultONEHOT_y.zip
0.1,10,cosine,auto,4,inf,20,10.170747518539429,-0.2053,3164.249,2.6748,0.6355,0.064,0.0084,0.0226,0.0227,0.0152,0.0447,0.0227,0.7768,skl_DBSCAN,adultONEHOT_y.zip
0.1,10,euclidean,auto,4,1000.0,20,0.8308751583099365,-0.5525,16.9455,1.7339,0.4939,-0.0587,0.0147,0.0168,0.0185,0.0267,0.0141,0.0185,0.5844,skl_DBSCAN,adultONEHOT_y.zip
0.1,10,euclidean,auto,4,100.0,20,0.8337996006011963,-0.5525,16.9455,1.7339,0.4939,-0.0587,0.0147,0.0168,0.0185,0.0267,0.0141,0.0185,0.5844,skl_DBSCAN,adultONEHOT_y.zip
0.1,10,euclidean,auto,4,inf,20,0.8317050933837891,-0.5525,16.9455,1.7339,0.4939,-0.0587,0.0147,0.0168,0.0185,0.0267,0.0141,0.0185,0.5844,skl_DBSCAN,adultONEHOT_y.zip
0.1,2,correlation,auto,4,1000.0,20,8.056461095809937,0.5873,8.1722,0.2924,0.6343,-0.0,0.0,-0.0,0.0,0.0,0.0242,0.0,0.7964,skl_DBSCAN,adultONEHOT_y.zip
0.1,2,correlation,auto,4,100.0,20,8.029296159744263,0.5873,8.1722,0.2924,0.6343,-0.0,0.0,-0.0,0.0,0.0,0.0242,0.0,0.7964,skl_DBSCAN,adultONEHOT_y.zip
0.1,2,correlation,auto,4,inf,20,8.098265647888184,0.5873,8.1722,0.2924,0.6343,-0.0,0.0,-0.0,0.0,0.0,0.0242,0.0,0.7964,skl_DBSCAN,adultONEHOT_y.zip
0.1,2,cosine,auto,4,1000.0,20,10.206571578979492,-0.3077,3162.4204,6.2268,0.6355,0.064,0.0084,0.0226,0.0227,0.0152,0.0446,0.0227,0.7768,skl_DBSCAN,adultONEHOT_y.zip
0.1,2,cosine,auto,4,100.0,20,10.227607250213625,-0.3077,3162.4204,6.2268,0.6355,0.064,0.0084,0.0226,0.0227,0.0152,0.0446,0.0227,0.7768,skl_DBSCAN,adultONEHOT_y.zip
0.1,2,cosine,auto,4,inf,20,10.390474081039429,-0.3077,3162.4204,6.2268,0.6355,0.064,0.0084,0.0226,0.0227,0.0152,0.0446,0.0227,0.7768,skl_DBSCAN,adultONEHOT_y.zip
