min_nr_instances,min_y,min_rd,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
2,1,10,7.067021369934082,-0.6918,17.5717,5.3863,0.3787,0.0053,0.1889,0.1701,0.1819,0.1362,0.2735,0.1819,0.4357,CLTree,triangle1_y.zip
2,1,15,7.012648344039917,-0.6918,17.5717,5.3863,0.3787,0.0053,0.1889,0.1701,0.1819,0.1362,0.2735,0.1819,0.4357,CLTree,triangle1_y.zip
2,1,20,6.994167804718018,-0.6918,17.5717,5.3863,0.3787,0.0053,0.1889,0.1701,0.1819,0.1362,0.2735,0.1819,0.4357,CLTree,triangle1_y.zip
2,1,25,6.985366344451904,-0.6918,17.5717,5.3863,0.3787,0.0053,0.1889,0.1701,0.1819,0.1362,0.2735,0.1819,0.4357,CLTree,triangle1_y.zip
2,1,30,6.976218938827515,-0.6918,17.5717,5.3863,0.3787,0.0053,0.1889,0.1701,0.1819,0.1362,0.2735,0.1819,0.4357,CLTree,triangle1_y.zip
2,1,5,6.965958118438721,-0.6918,17.5717,5.3863,0.3787,0.0053,0.1889,0.1701,0.1819,0.1362,0.2735,0.1819,0.4357,CLTree,triangle1_y.zip
2,2,10,7.006978750228882,-0.3242,25.3916,1.3118,0.2953,0.0034,0.0635,0.0756,0.0793,0.0458,0.2957,0.0793,0.4796,CLTree,triangle1_y.zip
2,2,15,6.976792097091675,-0.3242,25.3916,1.3118,0.2953,0.0034,0.0635,0.0756,0.0793,0.0458,0.2957,0.0793,0.4796,CLTree,triangle1_y.zip
2,2,20,6.993727684020996,-0.3242,25.3916,1.3118,0.2953,0.0034,0.0635,0.0756,0.0793,0.0458,0.2957,0.0793,0.4796,CLTree,triangle1_y.zip
2,2,25,7.038934946060181,-0.3242,25.3916,1.3118,0.2953,0.0034,0.0635,0.0756,0.0793,0.0458,0.2957,0.0793,0.4796,CLTree,triangle1_y.zip
2,2,30,6.994665861129761,-0.3242,25.3916,1.3118,0.2953,0.0034,0.0635,0.0756,0.0793,0.0458,0.2957,0.0793,0.4796,CLTree,triangle1_y.zip
2,2,5,7.072476863861084,-0.3242,25.3916,1.3118,0.2953,0.0034,0.0635,0.0756,0.0793,0.0458,0.2957,0.0793,0.4796,CLTree,triangle1_y.zip
2,3,10,6.96202278137207,0.0,0.0,0.0,0.2492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4992,CLTree,triangle1_y.zip
2,3,15,7.04056191444397,0.0,0.0,0.0,0.2492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4992,CLTree,triangle1_y.zip
2,3,20,6.974948406219482,0.0,0.0,0.0,0.2492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4992,CLTree,triangle1_y.zip
2,3,25,6.968959093093872,0.0,0.0,0.0,0.2492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4992,CLTree,triangle1_y.zip
2,3,30,6.937809467315674,0.0,0.0,0.0,0.2492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4992,CLTree,triangle1_y.zip
2,3,5,6.990580558776856,0.0,0.0,0.0,0.2492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4992,CLTree,triangle1_y.zip
2,4,10,6.991286277770996,0.0,0.0,0.0,0.2492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4992,CLTree,triangle1_y.zip
2,4,15,6.977115869522095,0.0,0.0,0.0,0.2492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4992,CLTree,triangle1_y.zip
2,4,20,6.964231252670288,0.0,0.0,0.0,0.2492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4992,CLTree,triangle1_y.zip
2,4,25,7.026870965957642,0.0,0.0,0.0,0.2492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4992,CLTree,triangle1_y.zip
2,4,30,7.00850510597229,0.0,0.0,0.0,0.2492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4992,CLTree,triangle1_y.zip
2,4,5,7.0429205894470215,0.0,0.0,0.0,0.2492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4992,CLTree,triangle1_y.zip
2,5,10,6.965662717819214,0.0,0.0,0.0,0.2492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4992,CLTree,triangle1_y.zip
2,5,15,6.951197147369385,0.0,0.0,0.0,0.2492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4992,CLTree,triangle1_y.zip
2,5,20,7.050530672073364,0.0,0.0,0.0,0.2492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4992,CLTree,triangle1_y.zip
2,5,25,6.987968683242798,0.0,0.0,0.0,0.2492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4992,CLTree,triangle1_y.zip
2,5,30,6.993037700653076,0.0,0.0,0.0,0.2492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4992,CLTree,triangle1_y.zip
2,5,5,6.976197957992554,0.0,0.0,0.0,0.2492,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4992,CLTree,triangle1_y.zip
