number_clusters,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,56.7943913936615,0.2296,2881.996,0.9533,0.8816,0.4343,1.7095,0.7289,0.7304,0.6315,0.8659,0.7304,0.5389,pyc_agglomerativeClust,s-set2_y.zip
12,56.315274238586426,0.2483,2826.0972,0.8913,0.8986,0.4764,1.8248,0.7565,0.758,0.6741,0.8659,0.758,0.5657,pyc_agglomerativeClust,s-set2_y.zip
15,54.93782186508179,0.1619,2293.7629,0.8663,0.8983,0.4686,1.8442,0.7541,0.7562,0.6813,0.8496,0.7562,0.5559,pyc_agglomerativeClust,s-set2_y.zip
2,56.270240783691406,0.1955,863.1492,1.1139,0.27,0.0315,0.3144,0.2042,0.2049,0.1161,0.8692,0.2049,0.2815,pyc_agglomerativeClust,s-set2_y.zip
4,56.36836242675781,0.2904,2568.908,1.1069,0.7596,0.2508,1.1178,0.5572,0.5581,0.4129,0.8608,0.5581,0.4276,pyc_agglomerativeClust,s-set2_y.zip
6,56.406209230422974,0.1685,1918.5446,1.1414,0.8142,0.3106,1.3517,0.6292,0.6304,0.4993,0.8547,0.6304,0.46,pyc_agglomerativeClust,s-set2_y.zip
8,56.25808119773865,0.2039,2656.7912,0.9771,0.8565,0.3832,1.547,0.6871,0.6885,0.5715,0.8657,0.6885,0.5076,pyc_agglomerativeClust,s-set2_y.zip
