n_clusters,metric,linkage,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,correlation,average,0.0060412883758544,-0.4052,15.4894,4.4224,0.5437,0.0827,0.1233,0.1277,0.1406,0.129,0.1544,0.1406,0.4951,,,skl_agglomerativeClust,2d-3c-no123_y.zip
10,correlation,average,0.0061361789703369,-0.4052,15.4894,4.4224,0.5437,0.0827,0.1233,0.1277,0.1406,0.129,0.1544,0.1406,0.4951,1000.0,20.0,skl_agglomerativeClust,2d-3c-no123_y.zip
10,correlation,average,0.0061376094818115,-0.4052,15.4894,4.4224,0.5437,0.0827,0.1233,0.1277,0.1406,0.129,0.1544,0.1406,0.4951,100.0,20.0,skl_agglomerativeClust,2d-3c-no123_y.zip
10,correlation,average,0.0061519145965576,-0.4052,15.4894,4.4224,0.5437,0.0827,0.1233,0.1277,0.1406,0.129,0.1544,0.1406,0.4951,inf,20.0,skl_agglomerativeClust,2d-3c-no123_y.zip
10,correlation,complete,0.0058526992797851,-0.1431,17.3467,27.7602,0.5747,0.0266,0.1297,0.0756,0.0833,0.1357,0.0601,0.0833,0.2526,,,skl_agglomerativeClust,2d-3c-no123_y.zip
10,correlation,complete,0.0060060024261474,-0.1431,17.3467,27.7602,0.5747,0.0266,0.1297,0.0756,0.0833,0.1357,0.0601,0.0833,0.2526,1000.0,20.0,skl_agglomerativeClust,2d-3c-no123_y.zip
10,correlation,complete,0.0060524940490722,-0.1431,17.3467,27.7602,0.5747,0.0266,0.1297,0.0756,0.0833,0.1357,0.0601,0.0833,0.2526,100.0,20.0,skl_agglomerativeClust,2d-3c-no123_y.zip
10,correlation,complete,0.0060634613037109,-0.1431,17.3467,27.7602,0.5747,0.0266,0.1297,0.0756,0.0833,0.1357,0.0601,0.0833,0.2526,inf,20.0,skl_agglomerativeClust,2d-3c-no123_y.zip
10,correlation,single,0.0043697357177734,-0.3845,15.4246,1.6985,0.541,0.0789,0.1153,0.1214,0.1338,0.1206,0.1501,0.1338,0.4951,,,skl_agglomerativeClust,2d-3c-no123_y.zip
10,correlation,single,0.0042986869812011,-0.3845,15.4246,1.6985,0.541,0.0789,0.1153,0.1214,0.1338,0.1206,0.1501,0.1338,0.4951,1000.0,20.0,skl_agglomerativeClust,2d-3c-no123_y.zip
10,correlation,single,0.0042846202850341,-0.3845,15.4246,1.6985,0.541,0.0789,0.1153,0.1214,0.1338,0.1206,0.1501,0.1338,0.4951,100.0,20.0,skl_agglomerativeClust,2d-3c-no123_y.zip
10,correlation,single,0.0043151378631591,-0.3845,15.4246,1.6985,0.541,0.0789,0.1153,0.1214,0.1338,0.1206,0.1501,0.1338,0.4951,inf,20.0,skl_agglomerativeClust,2d-3c-no123_y.zip
10,cosine,average,0.0064191818237304,0.1365,480.802,1.4743,0.7094,0.3405,0.7988,0.5257,0.5298,0.836,0.3878,0.5298,0.5508,,,skl_agglomerativeClust,2d-3c-no123_y.zip
10,cosine,average,0.0074713230133056,0.1365,480.802,1.4743,0.7094,0.3405,0.7988,0.5257,0.5298,0.836,0.3878,0.5298,0.5508,1000.0,20.0,skl_agglomerativeClust,2d-3c-no123_y.zip
10,cosine,average,0.006502628326416,0.1365,480.802,1.4743,0.7094,0.3405,0.7988,0.5257,0.5298,0.836,0.3878,0.5298,0.5508,100.0,20.0,skl_agglomerativeClust,2d-3c-no123_y.zip
10,cosine,average,0.0074899196624755,0.1365,480.802,1.4743,0.7094,0.3405,0.7988,0.5257,0.5298,0.836,0.3878,0.5298,0.5508,inf,20.0,skl_agglomerativeClust,2d-3c-no123_y.zip
10,cosine,complete,0.0062310695648193,0.1242,468.9771,1.7861,0.7076,0.3359,0.7866,0.5092,0.5133,0.8233,0.3729,0.5133,0.5469,,,skl_agglomerativeClust,2d-3c-no123_y.zip
10,cosine,complete,0.0063734054565429,0.1242,468.9771,1.7861,0.7076,0.3359,0.7866,0.5092,0.5133,0.8233,0.3729,0.5133,0.5469,1000.0,20.0,skl_agglomerativeClust,2d-3c-no123_y.zip
10,cosine,complete,0.0074286460876464,0.1242,468.9771,1.7861,0.7076,0.3359,0.7866,0.5092,0.5133,0.8233,0.3729,0.5133,0.5469,100.0,20.0,skl_agglomerativeClust,2d-3c-no123_y.zip
10,cosine,complete,0.0064179897308349,0.1242,468.9771,1.7861,0.7076,0.3359,0.7866,0.5092,0.5133,0.8233,0.3729,0.5133,0.5469,inf,20.0,skl_agglomerativeClust,2d-3c-no123_y.zip
10,cosine,single,0.0034594535827636,0.1833,319.3469,1.5224,0.835,0.6456,0.796,0.6704,0.6741,0.8331,0.566,0.6741,0.7793,,,skl_agglomerativeClust,2d-3c-no123_y.zip
10,cosine,single,0.0034666061401367,0.1833,319.3469,1.5224,0.835,0.6456,0.796,0.6704,0.6741,0.8331,0.566,0.6741,0.7793,1000.0,20.0,skl_agglomerativeClust,2d-3c-no123_y.zip
10,cosine,single,0.0034584999084472,0.1833,319.3469,1.5224,0.835,0.6456,0.796,0.6704,0.6741,0.8331,0.566,0.6741,0.7793,100.0,20.0,skl_agglomerativeClust,2d-3c-no123_y.zip
10,cosine,single,0.0034704208374023,0.1833,319.3469,1.5224,0.835,0.6456,0.796,0.6704,0.6741,0.8331,0.566,0.6741,0.7793,inf,20.0,skl_agglomerativeClust,2d-3c-no123_y.zip
10,euclidean,average,0.0060436725616455,0.3977,953.4018,0.7957,0.7523,0.4434,0.9227,0.625,0.6283,0.9657,0.4656,0.6283,0.6362,,,skl_agglomerativeClust,2d-3c-no123_y.zip
10,euclidean,average,0.0061595439910888,0.3977,953.4018,0.7957,0.7523,0.4434,0.9227,0.625,0.6283,0.9657,0.4656,0.6283,0.6362,1000.0,20.0,skl_agglomerativeClust,2d-3c-no123_y.zip
10,euclidean,average,0.0061442852020263,0.3977,953.4018,0.7957,0.7523,0.4434,0.9227,0.625,0.6283,0.9657,0.4656,0.6283,0.6362,100.0,20.0,skl_agglomerativeClust,2d-3c-no123_y.zip
10,euclidean,average,0.0061876773834228,0.3977,953.4018,0.7957,0.7523,0.4434,0.9227,0.625,0.6283,0.9657,0.4656,0.6283,0.6362,inf,20.0,skl_agglomerativeClust,2d-3c-no123_y.zip
