n_clusters,max_leaves,base_tree,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,IMM,1000.0,100,0.0511415004730224,0.5617,869.4003,0.5618,0.8505,0.5042,1.3814,0.7497,0.7534,1.0,0.6043,0.7534,0.6359,ExKMC,zelnik5_y.zip
10,10,IMM,1000.0,20,0.0741174221038818,0.5617,869.4003,0.5618,0.8505,0.5042,1.3814,0.7497,0.7534,1.0,0.6043,0.7534,0.6359,ExKMC,zelnik5_y.zip
10,10,IMM,100.0,100,0.0647890567779541,0.5598,865.3245,0.5668,0.8506,0.5047,1.3814,0.7498,0.7535,1.0,0.6045,0.7535,0.6363,ExKMC,zelnik5_y.zip
10,10,IMM,100.0,20,0.066192626953125,0.5617,869.4003,0.5618,0.8505,0.5042,1.3814,0.7497,0.7534,1.0,0.6043,0.7534,0.6359,ExKMC,zelnik5_y.zip
10,10,IMM,inf,100,0.0562584400177001,0.5617,869.4003,0.5618,0.8505,0.5042,1.3814,0.7497,0.7534,1.0,0.6043,0.7534,0.6359,ExKMC,zelnik5_y.zip
10,10,IMM,inf,20,0.0516591072082519,0.5617,869.4003,0.5618,0.8505,0.5042,1.3814,0.7497,0.7534,1.0,0.6043,0.7534,0.6359,ExKMC,zelnik5_y.zip
10,10,NONE,1000.0,100,0.0557336807250976,0.518,661.9488,0.655,0.841,0.516,1.1189,0.6645,0.6687,0.81,0.5694,0.6687,0.6265,ExKMC,zelnik5_y.zip
10,10,NONE,1000.0,20,0.0832338333129882,0.518,661.9488,0.655,0.841,0.516,1.1189,0.6645,0.6687,0.81,0.5694,0.6687,0.6265,ExKMC,zelnik5_y.zip
10,10,NONE,100.0,100,0.0585026741027832,0.4527,570.5223,0.748,0.8156,0.4053,1.0761,0.6028,0.6081,0.779,0.4988,0.6081,0.5368,ExKMC,zelnik5_y.zip
10,10,NONE,100.0,20,0.0878705978393554,0.518,661.9488,0.655,0.841,0.516,1.1189,0.6645,0.6687,0.81,0.5694,0.6687,0.6265,ExKMC,zelnik5_y.zip
10,10,NONE,inf,100,0.0604119300842285,0.518,661.9488,0.655,0.841,0.516,1.1189,0.6645,0.6687,0.81,0.5694,0.6687,0.6265,ExKMC,zelnik5_y.zip
10,10,NONE,inf,20,0.0627336502075195,0.518,661.9488,0.655,0.841,0.516,1.1189,0.6645,0.6687,0.81,0.5694,0.6687,0.6265,ExKMC,zelnik5_y.zip
10,12,IMM,1000.0,100,0.0469214916229248,0.5617,869.4003,0.5618,0.8505,0.5042,1.3814,0.7497,0.7534,1.0,0.6043,0.7534,0.6359,ExKMC,zelnik5_y.zip
10,12,IMM,1000.0,20,0.0606312751770019,0.5617,869.4003,0.5618,0.8505,0.5042,1.3814,0.7497,0.7534,1.0,0.6043,0.7534,0.6359,ExKMC,zelnik5_y.zip
10,12,IMM,100.0,100,0.0645852088928222,0.5598,865.3245,0.5668,0.8506,0.5047,1.3814,0.7498,0.7535,1.0,0.6045,0.7535,0.6363,ExKMC,zelnik5_y.zip
10,12,IMM,100.0,20,0.0628118515014648,0.5617,869.4003,0.5618,0.8505,0.5042,1.3814,0.7497,0.7534,1.0,0.6043,0.7534,0.6359,ExKMC,zelnik5_y.zip
10,12,IMM,inf,100,0.0534701347351074,0.5617,869.4003,0.5618,0.8505,0.5042,1.3814,0.7497,0.7534,1.0,0.6043,0.7534,0.6359,ExKMC,zelnik5_y.zip
10,12,IMM,inf,20,0.0652391910552978,0.5617,869.4003,0.5618,0.8505,0.5042,1.3814,0.7497,0.7534,1.0,0.6043,0.7534,0.6359,ExKMC,zelnik5_y.zip
10,12,NONE,1000.0,100,0.0420689582824707,0.4702,671.1563,0.6551,0.829,0.4407,1.208,0.662,0.667,0.8745,0.5391,0.667,0.5717,ExKMC,zelnik5_y.zip
10,12,NONE,1000.0,20,0.0722854137420654,0.4702,671.1563,0.6551,0.829,0.4407,1.208,0.662,0.667,0.8745,0.5391,0.667,0.5717,ExKMC,zelnik5_y.zip
10,12,NONE,100.0,100,0.0281233787536621,0.4767,687.3982,0.6655,0.8292,0.4391,1.1991,0.6545,0.6596,0.868,0.5319,0.6596,0.5714,ExKMC,zelnik5_y.zip
10,12,NONE,100.0,20,0.0653285980224609,0.4702,671.1563,0.6551,0.829,0.4407,1.208,0.662,0.667,0.8745,0.5391,0.667,0.5717,ExKMC,zelnik5_y.zip
10,12,NONE,inf,100,0.0526597499847412,0.4702,671.1563,0.6551,0.829,0.4407,1.208,0.662,0.667,0.8745,0.5391,0.667,0.5717,ExKMC,zelnik5_y.zip
10,12,NONE,inf,20,0.0666463375091552,0.4702,671.1563,0.6551,0.829,0.4407,1.208,0.662,0.667,0.8745,0.5391,0.667,0.5717,ExKMC,zelnik5_y.zip
12,12,IMM,1000.0,100,0.066713809967041,0.5694,1137.6234,0.5257,0.839,0.4559,1.3814,0.719,0.7239,1.0,0.5672,0.7239,0.5989,ExKMC,zelnik5_y.zip
12,12,IMM,1000.0,20,0.060145616531372,0.5694,1137.6234,0.5257,0.839,0.4559,1.3814,0.719,0.7239,1.0,0.5672,0.7239,0.5989,ExKMC,zelnik5_y.zip
12,12,IMM,100.0,100,0.0636498928070068,0.5691,1129.5185,0.5245,0.8392,0.4566,1.3814,0.7192,0.7241,1.0,0.5675,0.7241,0.5995,ExKMC,zelnik5_y.zip
12,12,IMM,100.0,20,0.0579886436462402,0.5694,1137.6234,0.5257,0.839,0.4559,1.3814,0.719,0.7239,1.0,0.5672,0.7239,0.5989,ExKMC,zelnik5_y.zip
12,12,IMM,inf,100,0.0708184242248535,0.5694,1137.6234,0.5257,0.839,0.4559,1.3814,0.719,0.7239,1.0,0.5672,0.7239,0.5989,ExKMC,zelnik5_y.zip
12,12,IMM,inf,20,0.0855379104614257,0.5694,1137.6234,0.5257,0.839,0.4559,1.3814,0.719,0.7239,1.0,0.5672,0.7239,0.5989,ExKMC,zelnik5_y.zip
12,12,NONE,1000.0,100,0.0377955436706543,0.468,705.8309,0.6497,0.823,0.4164,1.204,0.6465,0.6523,0.8716,0.5212,0.6523,0.5514,ExKMC,zelnik5_y.zip
12,12,NONE,1000.0,20,0.0300586223602294,0.468,705.8309,0.6497,0.823,0.4164,1.204,0.6465,0.6523,0.8716,0.5212,0.6523,0.5514,ExKMC,zelnik5_y.zip
12,12,NONE,100.0,100,0.0712940692901611,0.4516,644.0866,0.6975,0.8119,0.3905,1.0913,0.6015,0.6075,0.79,0.4934,0.6075,0.5241,ExKMC,zelnik5_y.zip
12,12,NONE,100.0,20,0.0834190845489502,0.468,705.8309,0.6497,0.823,0.4164,1.204,0.6465,0.6523,0.8716,0.5212,0.6523,0.5514,ExKMC,zelnik5_y.zip
12,12,NONE,inf,100,0.0659525394439697,0.468,705.8309,0.6497,0.823,0.4164,1.204,0.6465,0.6523,0.8716,0.5212,0.6523,0.5514,ExKMC,zelnik5_y.zip
