n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
8,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,20,1.2417218685150146,0.1354,2365.9657,1.8276,skl_kmeans,ficoONEHOT.zip-8_k
8,k-means++,11,100,0.0001,False,42,True,lloyd,100.0,20,1.216885328292847,0.1354,2365.9657,1.8276,skl_kmeans,ficoONEHOT.zip-8_k
8,k-means++,11,100,0.0001,False,42,True,lloyd,inf,20,1.2127008438110352,0.1354,2365.9657,1.8276,skl_kmeans,ficoONEHOT.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,20,1.2105529308319092,0.1354,2365.9657,1.8276,skl_kmeans,ficoONEHOT.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,100.0,20,1.1641802787780762,0.1354,2365.9657,1.8276,skl_kmeans,ficoONEHOT.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,inf,20,1.1171400547027588,0.1354,2365.9657,1.8276,skl_kmeans,ficoONEHOT.zip-8_k
8,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,20,1.338289737701416,0.1354,2365.9657,1.8276,skl_kmeans,ficoONEHOT.zip-8_k
8,k-means++,11,500,0.0001,False,42,True,lloyd,100.0,20,1.3284282684326172,0.1354,2365.9657,1.8276,skl_kmeans,ficoONEHOT.zip-8_k
8,k-means++,11,500,0.0001,False,42,True,lloyd,inf,20,1.2458226680755615,0.1354,2365.9657,1.8276,skl_kmeans,ficoONEHOT.zip-8_k
8,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,20,1.2417218685150146,0.1354,2365.9657,1.8276,skl_kmeans,ficoONEHOT.zip-8_k
8,k-means++,11,100,0.0001,False,42,True,lloyd,100.0,20,1.216885328292847,0.1354,2365.9657,1.8276,skl_kmeans,ficoONEHOT.zip-8_k
8,k-means++,11,100,0.0001,False,42,True,lloyd,inf,20,1.2127008438110352,0.1354,2365.9657,1.8276,skl_kmeans,ficoONEHOT.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,20,1.2105529308319092,0.1354,2365.9657,1.8276,skl_kmeans,ficoONEHOT.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,100.0,20,1.1641802787780762,0.1354,2365.9657,1.8276,skl_kmeans,ficoONEHOT.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,inf,20,1.1171400547027588,0.1354,2365.9657,1.8276,skl_kmeans,ficoONEHOT.zip-8_k
8,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,20,1.338289737701416,0.1354,2365.9657,1.8276,skl_kmeans,ficoONEHOT.zip-8_k
8,k-means++,11,500,0.0001,False,42,True,lloyd,100.0,20,1.3284282684326172,0.1354,2365.9657,1.8276,skl_kmeans,ficoONEHOT.zip-8_k
8,k-means++,11,500,0.0001,False,42,True,lloyd,inf,20,1.2458226680755615,0.1354,2365.9657,1.8276,skl_kmeans,ficoONEHOT.zip-8_k
