n_clusters,metric,linkage,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,correlation,average,1000.0,20,1.4056892395019531,0.1332,471.5891,1.9606,0.6224,0.2491,0.3591,0.2833,0.2836,0.5218,0.1947,0.2836,0.5141,skl_agglomerativeClust,compas-scores-two-yearsONEHOT_y.zip
10,correlation,average,100.0,20,1.4034855365753174,0.1332,471.5891,1.9606,0.6224,0.2491,0.3591,0.2833,0.2836,0.5218,0.1947,0.2836,0.5141,skl_agglomerativeClust,compas-scores-two-yearsONEHOT_y.zip
10,correlation,average,inf,20,1.4104738235473633,0.1332,471.5891,1.9606,0.6224,0.2491,0.3591,0.2833,0.2836,0.5218,0.1947,0.2836,0.5141,skl_agglomerativeClust,compas-scores-two-yearsONEHOT_y.zip
10,correlation,complete,1000.0,20,1.3355307579040527,0.0311,404.9779,2.5024,0.5647,0.1355,0.3526,0.2508,0.2512,0.5123,0.1664,0.2512,0.3924,skl_agglomerativeClust,compas-scores-two-yearsONEHOT_y.zip
10,correlation,complete,100.0,20,1.3162178993225098,0.0311,404.9779,2.5024,0.5647,0.1355,0.3526,0.2508,0.2512,0.5123,0.1664,0.2512,0.3924,skl_agglomerativeClust,compas-scores-two-yearsONEHOT_y.zip
10,correlation,complete,inf,20,1.3332908153533936,0.0311,404.9779,2.5024,0.5647,0.1355,0.3526,0.2508,0.2512,0.5123,0.1664,0.2512,0.3924,skl_agglomerativeClust,compas-scores-two-yearsONEHOT_y.zip
10,correlation,single,1000.0,20,0.6059913635253906,-0.1376,2.6087,0.9299,0.5051,0.0007,0.0012,0.001,0.0035,0.0018,0.0829,0.0035,0.7096,skl_agglomerativeClust,compas-scores-two-yearsONEHOT_y.zip
10,correlation,single,100.0,20,0.6061062812805176,-0.1376,2.6087,0.9299,0.5051,0.0007,0.0012,0.001,0.0035,0.0018,0.0829,0.0035,0.7096,skl_agglomerativeClust,compas-scores-two-yearsONEHOT_y.zip
10,correlation,single,inf,20,0.6209611892700195,-0.1376,2.6087,0.9299,0.5051,0.0007,0.0012,0.001,0.0035,0.0018,0.0829,0.0035,0.7096,skl_agglomerativeClust,compas-scores-two-yearsONEHOT_y.zip
10,cosine,average,1000.0,20,1.4017319679260254,0.1684,450.6123,1.9684,0.6448,0.2932,0.3255,0.2754,0.2758,0.4729,0.1947,0.2758,0.5603,skl_agglomerativeClust,compas-scores-two-yearsONEHOT_y.zip
