n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
8,k-means++,11,100,0.0001,False,42,True,lloyd,0.089536428451538,0.3022,171.1952,1.1421,skl_kmeans,home.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,0.0909256935119628,0.3022,171.1952,1.1421,skl_kmeans,home.zip-8_k
8,k-means++,11,500,0.0001,False,42,True,lloyd,0.0959007740020752,0.3022,171.1952,1.1421,skl_kmeans,home.zip-8_k
