min_nr_instances,min_y,min_rd,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
2,1,10,10.11861252784729,-0.2584,28.2417,10.0687,0.3397,-0.0847,0.1045,0.1038,0.1086,0.0733,0.2096,0.1086,0.4343,CLTree,cure-t1-2000n-2D_y.zip
2,1,15,10.056399822235107,-0.2584,28.2417,10.0687,0.3397,-0.0847,0.1045,0.1038,0.1086,0.0733,0.2096,0.1086,0.4343,CLTree,cure-t1-2000n-2D_y.zip
2,1,20,10.09264349937439,-0.2584,28.2417,10.0687,0.3397,-0.0847,0.1045,0.1038,0.1086,0.0733,0.2096,0.1086,0.4343,CLTree,cure-t1-2000n-2D_y.zip
2,1,25,10.06614065170288,-0.2584,28.2417,10.0687,0.3397,-0.0847,0.1045,0.1038,0.1086,0.0733,0.2096,0.1086,0.4343,CLTree,cure-t1-2000n-2D_y.zip
2,1,30,10.04668402671814,-0.2584,28.2417,10.0687,0.3397,-0.0847,0.1045,0.1038,0.1086,0.0733,0.2096,0.1086,0.4343,CLTree,cure-t1-2000n-2D_y.zip
2,1,5,10.082840919494627,-0.2584,28.2417,10.0687,0.3397,-0.0847,0.1045,0.1038,0.1086,0.0733,0.2096,0.1086,0.4343,CLTree,cure-t1-2000n-2D_y.zip
2,2,10,10.038461923599243,-0.0584,37.5037,14.8632,0.3249,-0.0837,0.0776,0.083,0.0856,0.0544,0.2006,0.0856,0.4461,CLTree,cure-t1-2000n-2D_y.zip
2,2,15,10.109024286270142,-0.0584,37.5037,14.8632,0.3249,-0.0837,0.0776,0.083,0.0856,0.0544,0.2006,0.0856,0.4461,CLTree,cure-t1-2000n-2D_y.zip
2,2,20,10.066112518310549,-0.0584,37.5037,14.8632,0.3249,-0.0837,0.0776,0.083,0.0856,0.0544,0.2006,0.0856,0.4461,CLTree,cure-t1-2000n-2D_y.zip
2,2,25,10.110930681228638,-0.0584,37.5037,14.8632,0.3249,-0.0837,0.0776,0.083,0.0856,0.0544,0.2006,0.0856,0.4461,CLTree,cure-t1-2000n-2D_y.zip
2,2,30,10.070245504379272,-0.0584,37.5037,14.8632,0.3249,-0.0837,0.0776,0.083,0.0856,0.0544,0.2006,0.0856,0.4461,CLTree,cure-t1-2000n-2D_y.zip
2,2,5,10.164484977722168,-0.0584,37.5037,14.8632,0.3249,-0.0837,0.0776,0.083,0.0856,0.0544,0.2006,0.0856,0.4461,CLTree,cure-t1-2000n-2D_y.zip
2,3,10,10.052978515625,-0.0321,51.6202,2.5862,0.3179,-0.0602,0.0539,0.0626,0.064,0.0378,0.2092,0.064,0.4765,CLTree,cure-t1-2000n-2D_y.zip
2,3,15,10.130714416503906,-0.0321,51.6202,2.5862,0.3179,-0.0602,0.0539,0.0626,0.064,0.0378,0.2092,0.064,0.4765,CLTree,cure-t1-2000n-2D_y.zip
2,3,20,10.0585675239563,-0.0321,51.6202,2.5862,0.3179,-0.0602,0.0539,0.0626,0.064,0.0378,0.2092,0.064,0.4765,CLTree,cure-t1-2000n-2D_y.zip
2,3,25,10.110285520553589,-0.0321,51.6202,2.5862,0.3179,-0.0602,0.0539,0.0626,0.064,0.0378,0.2092,0.064,0.4765,CLTree,cure-t1-2000n-2D_y.zip
2,3,30,10.06287145614624,-0.0321,51.6202,2.5862,0.3179,-0.0602,0.0539,0.0626,0.064,0.0378,0.2092,0.064,0.4765,CLTree,cure-t1-2000n-2D_y.zip
2,3,5,10.10967206954956,-0.0321,51.6202,2.5862,0.3179,-0.0602,0.0539,0.0626,0.064,0.0378,0.2092,0.064,0.4765,CLTree,cure-t1-2000n-2D_y.zip
2,4,10,10.07858395576477,-0.0321,51.6202,2.5862,0.3179,-0.0602,0.0539,0.0626,0.064,0.0378,0.2092,0.064,0.4765,CLTree,cure-t1-2000n-2D_y.zip
