threshold,branching_factor,n_clusters,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
0.5,50,10,1000.0,100,14.993037939071655,0.189,13315.8612,1.521,0.4014,-0.0105,0.0267,0.0207,0.0208,0.0483,0.0132,0.0208,0.3049,skl_birch,adult_y.zip
0.5,50,10,1000.0,20,14.895503044128418,0.189,13315.8612,1.521,0.4014,-0.0105,0.0267,0.0207,0.0208,0.0483,0.0132,0.0208,0.3049,skl_birch,adult_y.zip
0.5,50,10,20.0,20,15.347877502441406,0.2034,13109.0232,1.4,0.4113,-0.0127,0.0227,0.0188,0.0189,0.0412,0.0123,0.0189,0.3433,skl_birch,adult_y.zip
0.5,50,10,inf,100,14.90077304840088,0.189,13315.8612,1.521,0.4014,-0.0105,0.0267,0.0207,0.0208,0.0483,0.0132,0.0208,0.3049,skl_birch,adult_y.zip
0.5,50,10,inf,20,14.910980224609377,0.189,13315.8612,1.521,0.4014,-0.0105,0.0267,0.0207,0.0208,0.0483,0.0132,0.0208,0.3049,skl_birch,adult_y.zip
0.5,50,12,1000.0,100,14.881197452545166,0.1965,12063.7065,1.3769,0.3986,-0.0108,0.0359,0.0267,0.0269,0.0651,0.0169,0.0269,0.2941,skl_birch,adult_y.zip
0.5,50,12,1000.0,20,14.90593934059143,0.1965,12063.7065,1.3769,0.3986,-0.0108,0.0359,0.0267,0.0269,0.0651,0.0169,0.0269,0.2941,skl_birch,adult_y.zip
0.5,50,12,20.0,20,15.29096531867981,0.1941,11661.9065,1.4482,0.4106,-0.013,0.0243,0.0197,0.0198,0.0441,0.0128,0.0198,0.3414,skl_birch,adult_y.zip
0.5,50,12,inf,100,14.877435445785522,0.1965,12063.7065,1.3769,0.3986,-0.0108,0.0359,0.0267,0.0269,0.0651,0.0169,0.0269,0.2941,skl_birch,adult_y.zip
0.5,50,12,inf,20,14.845718383789062,0.1965,12063.7065,1.3769,0.3986,-0.0108,0.0359,0.0267,0.0269,0.0651,0.0169,0.0269,0.2941,skl_birch,adult_y.zip
0.5,50,2,1000.0,100,15.004066228866575,0.7126,29855.3547,0.4382,0.609,-0.0027,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.7588,skl_birch,adult_y.zip
0.5,50,2,1000.0,20,14.884911060333252,0.7126,29855.3547,0.4382,0.609,-0.0027,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.7588,skl_birch,adult_y.zip
0.5,50,2,20.0,20,15.30147123336792,0.7124,30107.1814,0.4413,0.6085,-0.0031,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.7583,skl_birch,adult_y.zip
0.5,50,2,inf,100,14.978072166442873,0.7126,29855.3547,0.4382,0.609,-0.0027,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.7588,skl_birch,adult_y.zip
0.5,50,2,inf,20,15.025319576263428,0.7126,29855.3547,0.4382,0.609,-0.0027,0.0,0.0,0.0001,0.0,0.0001,0.0001,0.7588,skl_birch,adult_y.zip
0.5,50,4,1000.0,100,14.893588781356812,0.2652,20073.14,1.2021,0.4776,-0.0033,0.0025,0.0032,0.0032,0.0045,0.0025,0.0032,0.5164,skl_birch,adult_y.zip
0.5,50,4,1000.0,20,14.817740440368652,0.2652,20073.14,1.2021,0.4776,-0.0033,0.0025,0.0032,0.0032,0.0045,0.0025,0.0032,0.5164,skl_birch,adult_y.zip
0.5,50,4,20.0,20,15.158400535583496,0.2617,20107.4684,1.2131,0.4782,0.0008,0.0024,0.003,0.003,0.0043,0.0023,0.003,0.5148,skl_birch,adult_y.zip
0.5,50,4,inf,100,14.936382293701172,0.2652,20073.14,1.2021,0.4776,-0.0033,0.0025,0.0032,0.0032,0.0045,0.0025,0.0032,0.5164,skl_birch,adult_y.zip
0.5,50,4,inf,20,14.852548599243164,0.2652,20073.14,1.2021,0.4776,-0.0033,0.0025,0.0032,0.0032,0.0045,0.0025,0.0032,0.5164,skl_birch,adult_y.zip
0.5,50,6,1000.0,100,14.971435546875,0.228,18811.2374,1.4635,0.4277,-0.0099,0.0187,0.0179,0.018,0.0339,0.0122,0.018,0.3926,skl_birch,adult_y.zip
0.5,50,6,1000.0,20,14.93290948867798,0.228,18811.2374,1.4635,0.4277,-0.0099,0.0187,0.0179,0.018,0.0339,0.0122,0.018,0.3926,skl_birch,adult_y.zip
0.5,50,6,20.0,20,15.324544191360474,0.2488,18725.6695,1.3101,0.4299,-0.0124,0.0145,0.014,0.0141,0.0263,0.0096,0.0141,0.4016,skl_birch,adult_y.zip
0.5,50,6,inf,100,14.911556482315063,0.228,18811.2374,1.4635,0.4277,-0.0099,0.0187,0.0179,0.018,0.0339,0.0122,0.018,0.3926,skl_birch,adult_y.zip
0.5,50,6,inf,20,14.826689720153809,0.228,18811.2374,1.4635,0.4277,-0.0099,0.0187,0.0179,0.018,0.0339,0.0122,0.018,0.3926,skl_birch,adult_y.zip
0.5,50,8,1000.0,100,14.974700689315796,0.205,15159.7334,1.4286,0.4173,-0.0146,0.0215,0.0186,0.0187,0.0389,0.0123,0.0187,0.3653,skl_birch,adult_y.zip
0.5,50,8,1000.0,20,14.79535675048828,0.205,15159.7334,1.4286,0.4173,-0.0146,0.0215,0.0186,0.0187,0.0389,0.0123,0.0187,0.3653,skl_birch,adult_y.zip
0.5,50,8,20.0,20,15.182485818862917,0.2045,15497.8199,1.3833,0.4111,-0.014,0.0166,0.0141,0.0141,0.0301,0.0092,0.0141,0.3443,skl_birch,adult_y.zip
0.5,50,8,inf,100,14.867570400238035,0.205,15159.7334,1.4286,0.4173,-0.0146,0.0215,0.0186,0.0187,0.0389,0.0123,0.0187,0.3653,skl_birch,adult_y.zip
0.5,50,8,inf,20,14.81696367263794,0.205,15159.7334,1.4286,0.4173,-0.0146,0.0215,0.0186,0.0187,0.0389,0.0123,0.0187,0.3653,skl_birch,adult_y.zip
