n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
8,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,100,0.7972157001495361,0.5648,14645.7759,0.6847,0.5469,0.0998,0.2316,0.1743,0.1746,0.3365,0.1179,0.1746,0.3696,skl_kmeans,compas-scores-two-years_y.zip-8_k
8,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,20,0.8901205062866211,0.5648,14645.7759,0.6847,0.5469,0.0998,0.2316,0.1743,0.1746,0.3365,0.1179,0.1746,0.3696,skl_kmeans,compas-scores-two-years_y.zip-8_k
8,k-means++,11,100,0.0001,False,42,True,lloyd,100.0,100,0.6901073455810547,0.5648,14643.7253,0.6845,0.547,0.0999,0.2318,0.1744,0.1747,0.3367,0.1179,0.1747,0.3696,skl_kmeans,compas-scores-two-years_y.zip-8_k
8,k-means++,11,100,0.0001,False,42,True,lloyd,100.0,20,0.8056018352508545,0.5648,14645.7759,0.6847,0.5469,0.0998,0.2316,0.1743,0.1746,0.3365,0.1179,0.1746,0.3696,skl_kmeans,compas-scores-two-years_y.zip-8_k
8,k-means++,11,100,0.0001,False,42,True,lloyd,20.0,20,0.9478094577789308,0.564,14616.8087,0.6828,0.5465,0.099,0.2296,0.1729,0.1732,0.3336,0.1169,0.1732,0.3691,skl_kmeans,compas-scores-two-years_y.zip-8_k
8,k-means++,11,100,0.0001,False,42,True,lloyd,inf,100,0.7090938091278076,0.5648,14645.7759,0.6847,0.5469,0.0998,0.2316,0.1743,0.1746,0.3365,0.1179,0.1746,0.3696,skl_kmeans,compas-scores-two-years_y.zip-8_k
8,k-means++,11,100,0.0001,False,42,True,lloyd,inf,20,0.8856279850006104,0.5648,14645.7759,0.6847,0.5469,0.0998,0.2316,0.1743,0.1746,0.3365,0.1179,0.1746,0.3696,skl_kmeans,compas-scores-two-years_y.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,100,0.733691930770874,0.5648,14645.7759,0.6847,0.5469,0.0998,0.2316,0.1743,0.1746,0.3365,0.1179,0.1746,0.3696,skl_kmeans,compas-scores-two-years_y.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,20,0.9822492599487304,0.5648,14645.7759,0.6847,0.5469,0.0998,0.2316,0.1743,0.1746,0.3365,0.1179,0.1746,0.3696,skl_kmeans,compas-scores-two-years_y.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,100.0,100,0.8618488311767578,0.5648,14643.7253,0.6845,0.547,0.0999,0.2318,0.1744,0.1747,0.3367,0.1179,0.1747,0.3696,skl_kmeans,compas-scores-two-years_y.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,100.0,20,0.6245591640472412,0.5648,14645.7759,0.6847,0.5469,0.0998,0.2316,0.1743,0.1746,0.3365,0.1179,0.1746,0.3696,skl_kmeans,compas-scores-two-years_y.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,20.0,20,0.5486464500427246,0.564,14616.8087,0.6828,0.5465,0.099,0.2296,0.1729,0.1732,0.3336,0.1169,0.1732,0.3691,skl_kmeans,compas-scores-two-years_y.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,inf,100,0.9881837368011476,0.5648,14645.7759,0.6847,0.5469,0.0998,0.2316,0.1743,0.1746,0.3365,0.1179,0.1746,0.3696,skl_kmeans,compas-scores-two-years_y.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,inf,20,1.0387189388275146,0.5648,14645.7759,0.6847,0.5469,0.0998,0.2316,0.1743,0.1746,0.3365,0.1179,0.1746,0.3696,skl_kmeans,compas-scores-two-years_y.zip-8_k
