n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
4,k-means++,11,100,0.0001,False,42,True,lloyd,0.0482518672943115,0.4028,1981.5769,0.8486,0.5041,0.1449,0.3637,0.3583,0.3592,0.5691,0.2624,0.3592,0.5095,skl_kmeans,cure-t0-2000n-2D_y.zip-4_k
4,k-means++,11,300,0.0001,False,42,True,lloyd,0.0477907657623291,0.4028,1981.5769,0.8486,0.5041,0.1449,0.3637,0.3583,0.3592,0.5691,0.2624,0.3592,0.5095,skl_kmeans,cure-t0-2000n-2D_y.zip-4_k
4,k-means++,11,500,0.0001,False,42,True,lloyd,0.0480480194091796,0.4028,1981.5769,0.8486,0.5041,0.1449,0.3637,0.3583,0.3592,0.5691,0.2624,0.3592,0.5095,skl_kmeans,cure-t0-2000n-2D_y.zip-4_k
