threshold,branching_factor,n_clusters,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
0.5,50,10,1000.0,100,0.002964973449707,0.2964,130.0001,0.7792,0.7595,0.3931,0.8288,0.538,0.5592,0.7544,0.4442,0.5592,0.5606,skl_birch,iris_y.zip
0.5,50,10,1000.0,20,0.0029828548431396,0.2964,130.0001,0.7792,0.7595,0.3931,0.8288,0.538,0.5592,0.7544,0.4442,0.5592,0.5606,skl_birch,iris_y.zip
0.5,50,10,100.0,100,0.0029664039611816,0.2964,130.0001,0.7792,0.7595,0.3931,0.8288,0.538,0.5592,0.7544,0.4442,0.5592,0.5606,skl_birch,iris_y.zip
0.5,50,10,100.0,20,0.0029604434967041,0.2964,130.0001,0.7792,0.7595,0.3931,0.8288,0.538,0.5592,0.7544,0.4442,0.5592,0.5606,skl_birch,iris_y.zip
0.5,50,10,20.0,20,0.0031793117523193,0.3213,124.5665,0.7564,0.8245,0.5509,0.9478,0.6224,0.6395,0.8628,0.508,0.6395,0.6852,skl_birch,iris_y.zip
0.5,50,10,inf,100,0.0030128955841064,0.2964,130.0001,0.7792,0.7595,0.3931,0.8288,0.538,0.5592,0.7544,0.4442,0.5592,0.5606,skl_birch,iris_y.zip
0.5,50,10,inf,20,0.002979040145874,0.2964,130.0001,0.7792,0.7595,0.3931,0.8288,0.538,0.5592,0.7544,0.4442,0.5592,0.5606,skl_birch,iris_y.zip
0.5,50,12,1000.0,100,0.0029592514038085,0.3358,160.9417,0.8241,0.7751,0.3869,1.0166,0.5853,0.6056,0.9254,0.4501,0.6056,0.5626,skl_birch,iris_y.zip
0.5,50,12,1000.0,20,0.0030007362365722,0.3358,160.9417,0.8241,0.7751,0.3869,1.0166,0.5853,0.6056,0.9254,0.4501,0.6056,0.5626,skl_birch,iris_y.zip
0.5,50,12,100.0,100,0.0030074119567871,0.3358,160.9417,0.8241,0.7751,0.3869,1.0166,0.5853,0.6056,0.9254,0.4501,0.6056,0.5626,skl_birch,iris_y.zip
0.5,50,12,100.0,20,0.0029881000518798,0.3358,160.9417,0.8241,0.7751,0.3869,1.0166,0.5853,0.6056,0.9254,0.4501,0.6056,0.5626,skl_birch,iris_y.zip
0.5,50,12,20.0,20,0.003169298171997,0.3302,147.2225,0.7575,0.7785,0.4076,0.9513,0.5663,0.5884,0.8659,0.4456,0.5884,0.5744,skl_birch,iris_y.zip
0.5,50,12,inf,100,0.00299072265625,0.3358,160.9417,0.8241,0.7751,0.3869,1.0166,0.5853,0.6056,0.9254,0.4501,0.6056,0.5626,skl_birch,iris_y.zip
0.5,50,12,inf,20,0.0029683113098144,0.3358,160.9417,0.8241,0.7751,0.3869,1.0166,0.5853,0.6056,0.9254,0.4501,0.6056,0.5626,skl_birch,iris_y.zip
0.5,50,2,1000.0,100,0.0032408237457275,0.577,240.2457,0.5917,0.763,0.5438,0.5991,0.69,0.6925,0.5453,0.9483,0.6925,0.758,skl_birch,iris_y.zip
0.5,50,2,1000.0,20,0.0029776096343994,0.577,240.2457,0.5917,0.763,0.5438,0.5991,0.69,0.6925,0.5453,0.9483,0.6925,0.758,skl_birch,iris_y.zip
0.5,50,2,100.0,100,0.0029685497283935,0.577,240.2457,0.5917,0.763,0.5438,0.5991,0.69,0.6925,0.5453,0.9483,0.6925,0.758,skl_birch,iris_y.zip
0.5,50,2,100.0,20,0.0030326843261718,0.577,240.2457,0.5917,0.763,0.5438,0.5991,0.69,0.6925,0.5453,0.9483,0.6925,0.758,skl_birch,iris_y.zip
0.5,50,2,20.0,20,0.0031766891479492,0.577,240.2457,0.5917,0.763,0.5438,0.5991,0.69,0.6925,0.5453,0.9483,0.6925,0.758,skl_birch,iris_y.zip
0.5,50,2,inf,100,0.0029566287994384,0.577,240.2457,0.5917,0.763,0.5438,0.5991,0.69,0.6925,0.5453,0.9483,0.6925,0.758,skl_birch,iris_y.zip
0.5,50,2,inf,20,0.002925157546997,0.577,240.2457,0.5917,0.763,0.5438,0.5991,0.69,0.6925,0.5453,0.9483,0.6925,0.758,skl_birch,iris_y.zip
0.5,50,4,1000.0,100,0.0029661655426025,0.4048,187.3359,0.8367,0.8388,0.6314,0.8029,0.6865,0.6921,0.7308,0.6574,0.6921,0.7504,skl_birch,iris_y.zip
0.5,50,4,1000.0,20,0.0029740333557128,0.4048,187.3359,0.8367,0.8388,0.6314,0.8029,0.6865,0.6921,0.7308,0.6574,0.6921,0.7504,skl_birch,iris_y.zip
0.5,50,4,100.0,100,0.0029983520507812,0.4048,187.3359,0.8367,0.8388,0.6314,0.8029,0.6865,0.6921,0.7308,0.6574,0.6921,0.7504,skl_birch,iris_y.zip
0.5,50,4,100.0,20,0.0029661655426025,0.4048,187.3359,0.8367,0.8388,0.6314,0.8029,0.6865,0.6921,0.7308,0.6574,0.6921,0.7504,skl_birch,iris_y.zip
0.5,50,4,20.0,20,0.0031487941741943,0.4152,204.8101,0.9157,0.8308,0.5983,0.8127,0.6623,0.668,0.7397,0.609,0.668,0.7209,skl_birch,iris_y.zip
0.5,50,4,inf,100,0.0030560493469238,0.4048,187.3359,0.8367,0.8388,0.6314,0.8029,0.6865,0.6921,0.7308,0.6574,0.6921,0.7504,skl_birch,iris_y.zip
0.5,50,4,inf,20,0.0029635429382324,0.4048,187.3359,0.8367,0.8388,0.6314,0.8029,0.6865,0.6921,0.7308,0.6574,0.6921,0.7504,skl_birch,iris_y.zip
0.5,50,6,1000.0,100,0.0029737949371337,0.3379,141.8992,0.7789,0.8155,0.5701,0.8029,0.637,0.6482,0.7308,0.5823,0.6482,0.7046,skl_birch,iris_y.zip
0.5,50,6,1000.0,20,0.0029611587524414,0.3379,141.8992,0.7789,0.8155,0.5701,0.8029,0.637,0.6482,0.7308,0.5823,0.6482,0.7046,skl_birch,iris_y.zip
0.5,50,6,100.0,100,0.0029699802398681,0.3379,141.8992,0.7789,0.8155,0.5701,0.8029,0.637,0.6482,0.7308,0.5823,0.6482,0.7046,skl_birch,iris_y.zip
0.5,50,6,100.0,20,0.0029418468475341,0.3379,141.8992,0.7789,0.8155,0.5701,0.8029,0.637,0.6482,0.7308,0.5823,0.6482,0.7046,skl_birch,iris_y.zip
0.5,50,6,20.0,20,0.0031688213348388,0.3306,150.935,0.7639,0.8166,0.5581,0.8398,0.648,0.658,0.7644,0.5776,0.658,0.6903,skl_birch,iris_y.zip
0.5,50,6,inf,100,0.0029768943786621,0.3379,141.8992,0.7789,0.8155,0.5701,0.8029,0.637,0.6482,0.7308,0.5823,0.6482,0.7046,skl_birch,iris_y.zip
0.5,50,6,inf,20,0.0029780864715576,0.3379,141.8992,0.7789,0.8155,0.5701,0.8029,0.637,0.6482,0.7308,0.5823,0.6482,0.7046,skl_birch,iris_y.zip
0.5,50,8,1000.0,100,0.0031020641326904,0.3031,117.6063,0.777,0.8162,0.5579,0.8288,0.6081,0.6238,0.7544,0.5318,0.6238,0.6903,skl_birch,iris_y.zip
0.5,50,8,1000.0,20,0.0029630661010742,0.3031,117.6063,0.777,0.8162,0.5579,0.8288,0.6081,0.6238,0.7544,0.5318,0.6238,0.6903,skl_birch,iris_y.zip
0.5,50,8,100.0,100,0.0029592514038085,0.3031,117.6063,0.777,0.8162,0.5579,0.8288,0.6081,0.6238,0.7544,0.5318,0.6238,0.6903,skl_birch,iris_y.zip
0.5,50,8,100.0,20,0.0029525756835937,0.3031,117.6063,0.777,0.8162,0.5579,0.8288,0.6081,0.6238,0.7544,0.5318,0.6238,0.6903,skl_birch,iris_y.zip
0.5,50,8,20.0,20,0.0031521320343017,0.3283,135.315,0.7255,0.7957,0.4993,0.8398,0.6005,0.6159,0.7644,0.5158,0.6159,0.6451,skl_birch,iris_y.zip
0.5,50,8,inf,100,0.0029819011688232,0.3031,117.6063,0.777,0.8162,0.5579,0.8288,0.6081,0.6238,0.7544,0.5318,0.6238,0.6903,skl_birch,iris_y.zip
0.5,50,8,inf,20,0.0030324459075927,0.3031,117.6063,0.777,0.8162,0.5579,0.8288,0.6081,0.6238,0.7544,0.5318,0.6238,0.6903,skl_birch,iris_y.zip
