n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,k-means++,11,100,0.0001,False,42,True,lloyd,0.0864875316619873,0.4607,741.3727,0.6514,0.7856,0.4628,0.8959,0.5835,0.5951,0.8358,0.4621,0.5951,0.6236,,,skl_kmeans,zelnik6_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,0.0818982124328613,0.4607,741.3727,0.6514,0.7856,0.4628,0.8959,0.5835,0.5951,0.8358,0.4621,0.5951,0.6236,1000.0,20.0,skl_kmeans,zelnik6_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,0.0834922790527343,0.4607,741.3727,0.6514,0.7856,0.4628,0.8959,0.5835,0.5951,0.8358,0.4621,0.5951,0.6236,100.0,20.0,skl_kmeans,zelnik6_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,0.0849239826202392,0.4607,741.3727,0.6514,0.7856,0.4628,0.8959,0.5835,0.5951,0.8358,0.4621,0.5951,0.6236,inf,20.0,skl_kmeans,zelnik6_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,0.0541021823883056,0.4607,741.3727,0.6514,0.7856,0.4628,0.8959,0.5835,0.5951,0.8358,0.4621,0.5951,0.6236,,,skl_kmeans,zelnik6_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,0.0854249000549316,0.4607,741.3727,0.6514,0.7856,0.4628,0.8959,0.5835,0.5951,0.8358,0.4621,0.5951,0.6236,1000.0,20.0,skl_kmeans,zelnik6_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,0.0855886936187744,0.4607,741.3727,0.6514,0.7856,0.4628,0.8959,0.5835,0.5951,0.8358,0.4621,0.5951,0.6236,100.0,20.0,skl_kmeans,zelnik6_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,0.0826051235198974,0.4607,741.3727,0.6514,0.7856,0.4628,0.8959,0.5835,0.5951,0.8358,0.4621,0.5951,0.6236,inf,20.0,skl_kmeans,zelnik6_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,0.078456163406372,0.4607,741.3727,0.6514,0.7856,0.4628,0.8959,0.5835,0.5951,0.8358,0.4621,0.5951,0.6236,,,skl_kmeans,zelnik6_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,0.0837674140930175,0.4607,741.3727,0.6514,0.7856,0.4628,0.8959,0.5835,0.5951,0.8358,0.4621,0.5951,0.6236,1000.0,20.0,skl_kmeans,zelnik6_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,0.0873332023620605,0.4607,741.3727,0.6514,0.7856,0.4628,0.8959,0.5835,0.5951,0.8358,0.4621,0.5951,0.6236,100.0,20.0,skl_kmeans,zelnik6_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,0.0837664604187011,0.4607,741.3727,0.6514,0.7856,0.4628,0.8959,0.5835,0.5951,0.8358,0.4621,0.5951,0.6236,inf,20.0,skl_kmeans,zelnik6_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,0.0818982124328613,0.4607,741.3727,0.6514,0.7856,0.4628,0.8959,0.5835,0.5951,0.8358,0.4621,0.5951,0.6236,1000.0,20.0,skl_kmeans,zelnik6_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,0.0834922790527343,0.4607,741.3727,0.6514,0.7856,0.4628,0.8959,0.5835,0.5951,0.8358,0.4621,0.5951,0.6236,100.0,20.0,skl_kmeans,zelnik6_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,0.0849239826202392,0.4607,741.3727,0.6514,0.7856,0.4628,0.8959,0.5835,0.5951,0.8358,0.4621,0.5951,0.6236,inf,20.0,skl_kmeans,zelnik6_y.zip-10_k
