min_samples,max_eps,metric,algorithm,n_jobs,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,inf,correlation,auto,4,2.4548180103302,0.3738,328.1825,1.0134,0.6267,0.3181,0.4992,0.5032,0.5039,0.3601,0.8392,0.5039,0.6111,,,skl_OPTICS,triangle1_y.zip
10,inf,correlation,auto,4,2.4292542934417725,0.3738,328.1825,1.0134,0.6267,0.3181,0.4992,0.5032,0.5039,0.3601,0.8392,0.5039,0.6111,1000.0,20.0,skl_OPTICS,triangle1_y.zip
10,inf,correlation,auto,4,2.437232732772827,0.3738,328.1825,1.0134,0.6267,0.3181,0.4992,0.5032,0.5039,0.3601,0.8392,0.5039,0.6111,100.0,20.0,skl_OPTICS,triangle1_y.zip
10,inf,correlation,auto,4,2.490170955657959,0.3738,328.1825,1.0134,0.6267,0.3181,0.4992,0.5032,0.5039,0.3601,0.8392,0.5039,0.6111,inf,20.0,skl_OPTICS,triangle1_y.zip
10,inf,cosine,auto,4,5.039809226989746,-0.2826,52.2654,6.0278,0.7266,0.0711,0.9688,0.4052,0.4214,0.6988,0.3017,0.4214,0.2195,,,skl_OPTICS,triangle1_y.zip
10,inf,cosine,auto,4,3.8401598930358887,-0.2826,52.2654,6.0278,0.7266,0.0711,0.9688,0.4052,0.4214,0.6988,0.3017,0.4214,0.2195,1000.0,20.0,skl_OPTICS,triangle1_y.zip
10,inf,cosine,auto,4,4.044570446014404,-0.2826,52.2654,6.0278,0.7266,0.0711,0.9688,0.4052,0.4214,0.6988,0.3017,0.4214,0.2195,100.0,20.0,skl_OPTICS,triangle1_y.zip
10,inf,cosine,auto,4,3.890081644058228,-0.2826,52.2654,6.0278,0.7266,0.0711,0.9688,0.4052,0.4214,0.6988,0.3017,0.4214,0.2195,inf,20.0,skl_OPTICS,triangle1_y.zip
10,inf,euclidean,auto,4,1.827931880950928,-0.5367,25.2168,1.1417,0.4588,0.0173,0.3203,0.2413,0.2551,0.231,0.2846,0.2551,0.3994,,,skl_OPTICS,triangle1_y.zip
10,inf,euclidean,auto,4,1.857864618301392,-0.5367,25.2168,1.1417,0.4588,0.0173,0.3203,0.2413,0.2551,0.231,0.2846,0.2551,0.3994,1000.0,20.0,skl_OPTICS,triangle1_y.zip
10,inf,euclidean,auto,4,1.833522081375122,-0.5367,25.2168,1.1417,0.4588,0.0173,0.3203,0.2413,0.2551,0.231,0.2846,0.2551,0.3994,100.0,20.0,skl_OPTICS,triangle1_y.zip
10,inf,euclidean,auto,4,1.8353610038757324,-0.5367,25.2168,1.1417,0.4588,0.0173,0.3203,0.2413,0.2551,0.231,0.2846,0.2551,0.3994,inf,20.0,skl_OPTICS,triangle1_y.zip
20,inf,correlation,auto,4,2.632223606109619,0.3738,328.1825,1.0134,0.6267,0.3181,0.4992,0.5032,0.5039,0.3601,0.8392,0.5039,0.6111,,,skl_OPTICS,triangle1_y.zip
20,inf,correlation,auto,4,2.448667049407959,0.3738,328.1825,1.0134,0.6267,0.3181,0.4992,0.5032,0.5039,0.3601,0.8392,0.5039,0.6111,1000.0,20.0,skl_OPTICS,triangle1_y.zip
20,inf,correlation,auto,4,2.4838380813598637,0.3738,328.1825,1.0134,0.6267,0.3181,0.4992,0.5032,0.5039,0.3601,0.8392,0.5039,0.6111,100.0,20.0,skl_OPTICS,triangle1_y.zip
20,inf,correlation,auto,4,2.443134069442749,0.3738,328.1825,1.0134,0.6267,0.3181,0.4992,0.5032,0.5039,0.3601,0.8392,0.5039,0.6111,inf,20.0,skl_OPTICS,triangle1_y.zip
20,inf,cosine,auto,4,4.280556201934815,-0.3363,76.5666,4.1464,0.6812,0.0868,0.771,0.407,0.4159,0.5561,0.3321,0.4159,0.2908,,,skl_OPTICS,triangle1_y.zip
20,inf,cosine,auto,4,4.130883932113648,-0.3363,76.5666,4.1464,0.6812,0.0868,0.771,0.407,0.4159,0.5561,0.3321,0.4159,0.2908,1000.0,20.0,skl_OPTICS,triangle1_y.zip
20,inf,cosine,auto,4,3.5497822761535645,-0.3363,76.5666,4.1464,0.6812,0.0868,0.771,0.407,0.4159,0.5561,0.3321,0.4159,0.2908,100.0,20.0,skl_OPTICS,triangle1_y.zip
20,inf,cosine,auto,4,3.9245083332061768,-0.3363,76.5666,4.1464,0.6812,0.0868,0.771,0.407,0.4159,0.5561,0.3321,0.4159,0.2908,inf,20.0,skl_OPTICS,triangle1_y.zip
20,inf,euclidean,auto,4,1.8146657943725584,-0.2361,225.9831,1.4131,0.6773,0.3427,0.6783,0.5639,0.5667,0.4893,0.6733,0.5667,0.5893,,,skl_OPTICS,triangle1_y.zip
20,inf,euclidean,auto,4,1.8222734928131104,-0.2361,225.9831,1.4131,0.6773,0.3427,0.6783,0.5639,0.5667,0.4893,0.6733,0.5667,0.5893,1000.0,20.0,skl_OPTICS,triangle1_y.zip
20,inf,euclidean,auto,4,1.8506901264190676,-0.2361,225.9831,1.4131,0.6773,0.3427,0.6783,0.5639,0.5667,0.4893,0.6733,0.5667,0.5893,100.0,20.0,skl_OPTICS,triangle1_y.zip
20,inf,euclidean,auto,4,1.8355014324188232,-0.2361,225.9831,1.4131,0.6773,0.3427,0.6783,0.5639,0.5667,0.4893,0.6733,0.5667,0.5893,inf,20.0,skl_OPTICS,triangle1_y.zip
2,inf,correlation,auto,4,2.4639642238616943,0.3738,328.1825,1.0134,0.6267,0.3181,0.4992,0.5032,0.5039,0.3601,0.8392,0.5039,0.6111,,,skl_OPTICS,triangle1_y.zip
2,inf,correlation,auto,4,2.4273102283477783,0.3738,328.1825,1.0134,0.6267,0.3181,0.4992,0.5032,0.5039,0.3601,0.8392,0.5039,0.6111,1000.0,20.0,skl_OPTICS,triangle1_y.zip
2,inf,correlation,auto,4,2.4496519565582275,0.3738,328.1825,1.0134,0.6267,0.3181,0.4992,0.5032,0.5039,0.3601,0.8392,0.5039,0.6111,100.0,20.0,skl_OPTICS,triangle1_y.zip
2,inf,correlation,auto,4,2.457442283630371,0.3738,328.1825,1.0134,0.6267,0.3181,0.4992,0.5032,0.5039,0.3601,0.8392,0.5039,0.6111,inf,20.0,skl_OPTICS,triangle1_y.zip
2,inf,cosine,auto,4,4.418456315994263,-0.4764,16.3347,10.0123,0.7485,0.0111,1.2297,0.2289,0.3576,0.887,0.2239,0.3576,0.0785,,,skl_OPTICS,triangle1_y.zip
2,inf,cosine,auto,4,3.772744655609131,-0.4764,16.3347,10.0123,0.7485,0.0111,1.2297,0.2289,0.3576,0.887,0.2239,0.3576,0.0785,1000.0,20.0,skl_OPTICS,triangle1_y.zip
2,inf,cosine,auto,4,3.664346694946289,-0.4764,16.3347,10.0123,0.7485,0.0111,1.2297,0.2289,0.3576,0.887,0.2239,0.3576,0.0785,100.0,20.0,skl_OPTICS,triangle1_y.zip
2,inf,cosine,auto,4,3.9996533393859854,-0.4764,16.3347,10.0123,0.7485,0.0111,1.2297,0.2289,0.3576,0.887,0.2239,0.3576,0.0785,inf,20.0,skl_OPTICS,triangle1_y.zip
2,inf,euclidean,auto,4,3.5696232318878174,0.2643,12.6019,1.1914,0.7383,0.0103,1.1537,0.2249,0.353,0.8323,0.224,0.353,0.1024,,,skl_OPTICS,triangle1_y.zip
2,inf,euclidean,auto,4,1.8380770683288572,0.2643,12.6019,1.1914,0.7383,0.0103,1.1537,0.2249,0.353,0.8323,0.224,0.353,0.1024,1000.0,20.0,skl_OPTICS,triangle1_y.zip
2,inf,euclidean,auto,4,1.850735425949097,0.2643,12.6019,1.1914,0.7383,0.0103,1.1537,0.2249,0.353,0.8323,0.224,0.353,0.1024,100.0,20.0,skl_OPTICS,triangle1_y.zip
