n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,bisecting_strategy,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
8,k-means++,11,100,0.0001,False,42,True,lloyd,biggest_inertia,0.1118366718292236,0.5441,41108.1936,0.7498,0.8194,0.5136,1.235,0.758,0.7593,1.0,0.6119,0.7593,0.6614,skl_bis_kmeans,2d-4c_y.zip-8_k
8,k-means++,11,100,0.0001,False,42,True,lloyd,largest_cluster,0.1047236919403076,0.5454,41065.9458,0.6103,0.816,0.5029,1.235,0.7566,0.7579,1.0,0.6102,0.7579,0.6534,skl_bis_kmeans,2d-4c_y.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,biggest_inertia,0.1540956497192382,0.5441,41108.1936,0.7498,0.8194,0.5136,1.235,0.758,0.7593,1.0,0.6119,0.7593,0.6614,skl_bis_kmeans,2d-4c_y.zip-8_k
8,k-means++,11,300,0.0001,False,42,True,lloyd,largest_cluster,0.1078643798828125,0.5454,41065.9458,0.6103,0.816,0.5029,1.235,0.7566,0.7579,1.0,0.6102,0.7579,0.6534,skl_bis_kmeans,2d-4c_y.zip-8_k
8,k-means++,11,500,0.0001,False,42,True,lloyd,biggest_inertia,0.1694991588592529,0.5441,41108.1936,0.7498,0.8194,0.5136,1.235,0.758,0.7593,1.0,0.6119,0.7593,0.6614,skl_bis_kmeans,2d-4c_y.zip-8_k
8,k-means++,11,500,0.0001,False,42,True,lloyd,largest_cluster,0.1007633209228515,0.5454,41065.9458,0.6103,0.816,0.5029,1.235,0.7566,0.7579,1.0,0.6102,0.7579,0.6534,skl_bis_kmeans,2d-4c_y.zip-8_k
