amount_initial_centers,kmax,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,0.0035257339477539,0.5793,682.5364,0.6035,0.8401,0.6184,0.9122,0.6416,0.6527,0.851,0.5294,0.6527,0.7395,pyc_xmeans,zelnik6_y.zip
10,14,0.0081603527069091,0.4668,747.3954,0.6274,0.7923,0.4766,0.9591,0.6067,0.6202,0.8948,0.4746,0.6202,0.6362,pyc_xmeans,zelnik6_y.zip
10,18,0.0088567733764648,0.4709,784.782,0.6086,0.7916,0.4747,0.9591,0.6004,0.6154,0.8948,0.469,0.6154,0.6348,pyc_xmeans,zelnik6_y.zip
10,2,0.0031354427337646,0.6891,620.012,0.5317,0.9241,0.83,0.9329,0.7263,0.7359,0.8703,0.6375,0.7359,0.8876,pyc_xmeans,zelnik6_y.zip
10,22,0.0063991546630859,0.6528,613.6964,0.5219,0.9307,0.844,0.9604,0.7333,0.7436,0.896,0.6355,0.7436,0.8967,pyc_xmeans,zelnik6_y.zip
10,6,0.0019123554229736,0.5679,657.0039,0.5978,0.8348,0.6066,0.8831,0.6241,0.6358,0.8239,0.5176,0.6358,0.7308,pyc_xmeans,zelnik6_y.zip
12,10,0.0019237995147705,0.5491,640.6006,0.5906,0.8741,0.7039,0.9494,0.6595,0.6726,0.8858,0.5422,0.6726,0.8006,pyc_xmeans,zelnik6_y.zip
12,14,0.0056293010711669,0.4624,767.4419,0.64,0.7911,0.4732,0.9591,0.5988,0.6139,0.8948,0.4672,0.6139,0.6336,pyc_xmeans,zelnik6_y.zip
12,18,0.0116028785705566,0.4526,635.7575,0.5541,0.7986,0.4908,1.0081,0.6073,0.6277,0.9405,0.471,0.6277,0.6492,pyc_xmeans,zelnik6_y.zip
12,2,0.0018403530120849,0.456,751.2011,0.6161,0.7862,0.4636,0.9079,0.5776,0.5922,0.847,0.4553,0.5922,0.6245,pyc_xmeans,zelnik6_y.zip
12,22,0.0049247741699218,0.4693,748.881,0.555,0.792,0.4747,0.9651,0.5892,0.6083,0.9003,0.4594,0.6083,0.6352,pyc_xmeans,zelnik6_y.zip
12,6,0.0032060146331787,0.5707,717.6115,0.5657,0.8471,0.6324,0.961,0.6529,0.666,0.8965,0.5297,0.666,0.7504,pyc_xmeans,zelnik6_y.zip
2,10,0.0053768157958984,0.464,72.3643,0.888,0.4633,0.1068,0.1505,0.2131,0.2181,0.1404,0.4884,0.2181,0.5975,pyc_xmeans,zelnik6_y.zip
2,14,0.0062413215637207,0.6781,639.0753,0.5249,0.9226,0.8272,0.9203,0.729,0.7375,0.8585,0.6464,0.7375,0.8859,pyc_xmeans,zelnik6_y.zip
2,18,0.0037505626678466,0.7648,641.7966,0.4125,0.8981,0.7787,0.8077,0.7334,0.7366,0.7536,0.7203,0.7366,0.8583,pyc_xmeans,zelnik6_y.zip
2,2,0.0025718212127685,0.464,72.3643,0.888,0.4633,0.1068,0.1505,0.2131,0.2181,0.1404,0.4884,0.2181,0.5975,pyc_xmeans,zelnik6_y.zip
2,22,0.0043504238128662,0.7143,609.8094,0.5978,0.9178,0.8175,0.8954,0.7353,0.7415,0.8353,0.6665,0.7415,0.88,pyc_xmeans,zelnik6_y.zip
2,6,0.0020289421081542,0.4872,81.0286,0.8817,0.4633,0.1068,0.1505,0.2131,0.2181,0.1404,0.4884,0.2181,0.5975,pyc_xmeans,zelnik6_y.zip
3,3,0.0036070346832275,0.4993,94.929,0.8575,0.5758,0.243,0.3227,0.3845,0.391,0.3011,0.5576,0.391,0.6312,pyc_xmeans,zelnik6_y.zip
4,10,0.0060000419616699,0.7042,596.4542,0.5454,0.9178,0.8176,0.8946,0.7372,0.7433,0.8346,0.6701,0.7433,0.8802,pyc_xmeans,zelnik6_y.zip
4,14,0.0039296150207519,0.7573,592.3349,0.5314,0.9013,0.7844,0.8281,0.7275,0.7319,0.7725,0.6953,0.7319,0.8609,pyc_xmeans,zelnik6_y.zip
4,18,0.0045142173767089,0.676,553.2241,0.574,0.918,0.8176,0.8977,0.728,0.7355,0.8374,0.6558,0.7355,0.88,pyc_xmeans,zelnik6_y.zip
4,2,0.0017745494842529,0.7648,641.7966,0.4125,0.8981,0.7787,0.8077,0.7334,0.7366,0.7536,0.7203,0.7366,0.8583,pyc_xmeans,zelnik6_y.zip
4,22,0.0085041522979736,0.7177,550.0418,0.5152,0.9142,0.8106,0.872,0.7396,0.7447,0.8135,0.6867,0.7447,0.8763,pyc_xmeans,zelnik6_y.zip
4,6,0.0047175884246826,0.7648,641.7966,0.4125,0.8981,0.7787,0.8077,0.7334,0.7366,0.7536,0.7203,0.7366,0.8583,pyc_xmeans,zelnik6_y.zip
6,10,0.0025320053100585,0.7493,601.4615,0.6032,0.905,0.7912,0.8493,0.7224,0.7279,0.7924,0.6731,0.7279,0.8643,pyc_xmeans,zelnik6_y.zip
6,14,0.0028591156005859,0.7388,566.7998,0.6466,0.9098,0.801,0.8616,0.7289,0.7341,0.8038,0.6756,0.7341,0.8701,pyc_xmeans,zelnik6_y.zip
6,18,0.0050370693206787,0.6857,629.9993,0.5184,0.9194,0.8204,0.9086,0.7216,0.7303,0.8477,0.6415,0.7303,0.8815,pyc_xmeans,zelnik6_y.zip
6,2,0.0018184185028076,0.7315,546.1275,0.4632,0.9069,0.7953,0.8491,0.7261,0.7316,0.7921,0.6796,0.7316,0.867,pyc_xmeans,zelnik6_y.zip
6,22,0.0040059089660644,0.6423,539.284,0.6094,0.9239,0.8302,0.9203,0.7408,0.7478,0.8585,0.6624,0.7478,0.888,pyc_xmeans,zelnik6_y.zip
6,6,0.0027618408203125,0.7303,567.7679,0.591,0.9111,0.804,0.8641,0.7331,0.7384,0.8061,0.6812,0.7384,0.8721,pyc_xmeans,zelnik6_y.zip
8,10,0.0044143199920654,0.5976,633.0198,0.5984,0.842,0.6224,0.9385,0.659,0.6695,0.8756,0.5419,0.6695,0.7425,pyc_xmeans,zelnik6_y.zip
8,14,0.0031554698944091,0.7144,524.2038,0.5441,0.9144,0.8101,0.8844,0.7204,0.7282,0.8251,0.6517,0.7282,0.8754,pyc_xmeans,zelnik6_y.zip
8,18,0.0056235790252685,0.5832,644.3253,0.5851,0.8713,0.699,0.9213,0.6608,0.6715,0.8595,0.551,0.6715,0.7969,pyc_xmeans,zelnik6_y.zip
8,2,0.0032012462615966,0.7211,664.9803,0.511,0.9199,0.8215,0.907,0.7313,0.7386,0.8462,0.6553,0.7386,0.8824,pyc_xmeans,zelnik6_y.zip
8,22,0.0053186416625976,0.5976,633.0198,0.5984,0.842,0.6224,0.9385,0.659,0.6695,0.8756,0.5419,0.6695,0.7425,pyc_xmeans,zelnik6_y.zip
8,6,0.0020022392272949,0.7211,664.9803,0.511,0.9199,0.8215,0.907,0.7313,0.7386,0.8462,0.6553,0.7386,0.8824,pyc_xmeans,zelnik6_y.zip
