n_clusters,max_iter,init,n_init,verbose,random_state,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,100,Cao,11,False,42,4,1000.0,100,0.3739919662475586,-0.0547,8.2617,8.8145,0.4754,0.0126,0.0093,0.0025,0.0069,0.0144,0.0045,0.0069,0.3003,kmodes,diabetes_y.zip
10,100,Cao,11,False,42,4,1000.0,20,0.3736937046051025,-0.0547,8.2617,8.8145,0.4754,0.0126,0.0093,0.0025,0.0069,0.0144,0.0045,0.0069,0.3003,kmodes,diabetes_y.zip
10,100,Cao,11,False,42,4,100.0,100,0.2435154914855957,-0.0913,5.6552,10.595,0.4777,0.0146,0.0202,0.0108,0.0153,0.0313,0.0101,0.0153,0.314,kmodes,diabetes_y.zip
10,100,Cao,11,False,42,4,100.0,20,0.3800463676452636,-0.0547,8.2617,8.8145,0.4754,0.0126,0.0093,0.0025,0.0069,0.0144,0.0045,0.0069,0.3003,kmodes,diabetes_y.zip
10,100,Cao,11,False,42,4,20.0,20,0.2503089904785156,-0.0829,7.3598,6.5802,0.4694,0.0021,0.0388,0.024,0.0282,0.06,0.0184,0.0282,0.2858,kmodes,diabetes_y.zip
10,100,Cao,11,False,42,4,inf,100,0.3738255500793457,-0.0547,8.2617,8.8145,0.4754,0.0126,0.0093,0.0025,0.0069,0.0144,0.0045,0.0069,0.3003,kmodes,diabetes_y.zip
10,100,Cao,11,False,42,4,inf,20,0.3788900375366211,-0.0547,8.2617,8.8145,0.4754,0.0126,0.0093,0.0025,0.0069,0.0144,0.0045,0.0069,0.3003,kmodes,diabetes_y.zip
10,300,Cao,11,False,42,4,1000.0,100,0.3767571449279785,-0.0547,8.2617,8.8145,0.4754,0.0126,0.0093,0.0025,0.0069,0.0144,0.0045,0.0069,0.3003,kmodes,diabetes_y.zip
10,300,Cao,11,False,42,4,1000.0,20,0.3912596702575683,-0.0547,8.2617,8.8145,0.4754,0.0126,0.0093,0.0025,0.0069,0.0144,0.0045,0.0069,0.3003,kmodes,diabetes_y.zip
10,300,Cao,11,False,42,4,100.0,100,0.2392504215240478,-0.0913,5.6552,10.595,0.4777,0.0146,0.0202,0.0108,0.0153,0.0313,0.0101,0.0153,0.314,kmodes,diabetes_y.zip
10,300,Cao,11,False,42,4,100.0,20,0.376049280166626,-0.0547,8.2617,8.8145,0.4754,0.0126,0.0093,0.0025,0.0069,0.0144,0.0045,0.0069,0.3003,kmodes,diabetes_y.zip
10,300,Cao,11,False,42,4,20.0,20,0.262559175491333,-0.0829,7.3598,6.5802,0.4694,0.0021,0.0388,0.024,0.0282,0.06,0.0184,0.0282,0.2858,kmodes,diabetes_y.zip
10,300,Cao,11,False,42,4,inf,100,0.3759725093841553,-0.0547,8.2617,8.8145,0.4754,0.0126,0.0093,0.0025,0.0069,0.0144,0.0045,0.0069,0.3003,kmodes,diabetes_y.zip
10,300,Cao,11,False,42,4,inf,20,0.3750801086425781,-0.0547,8.2617,8.8145,0.4754,0.0126,0.0093,0.0025,0.0069,0.0144,0.0045,0.0069,0.3003,kmodes,diabetes_y.zip
10,500,Cao,11,False,42,4,1000.0,100,0.3749442100524902,-0.0547,8.2617,8.8145,0.4754,0.0126,0.0093,0.0025,0.0069,0.0144,0.0045,0.0069,0.3003,kmodes,diabetes_y.zip
10,500,Cao,11,False,42,4,1000.0,20,0.3802473545074463,-0.0547,8.2617,8.8145,0.4754,0.0126,0.0093,0.0025,0.0069,0.0144,0.0045,0.0069,0.3003,kmodes,diabetes_y.zip
10,500,Cao,11,False,42,4,100.0,100,0.2415275573730468,-0.0913,5.6552,10.595,0.4777,0.0146,0.0202,0.0108,0.0153,0.0313,0.0101,0.0153,0.314,kmodes,diabetes_y.zip
10,500,Cao,11,False,42,4,100.0,20,0.3761308193206787,-0.0547,8.2617,8.8145,0.4754,0.0126,0.0093,0.0025,0.0069,0.0144,0.0045,0.0069,0.3003,kmodes,diabetes_y.zip
10,500,Cao,11,False,42,4,20.0,20,0.2550504207611084,-0.0829,7.3598,6.5802,0.4694,0.0021,0.0388,0.024,0.0282,0.06,0.0184,0.0282,0.2858,kmodes,diabetes_y.zip
10,500,Cao,11,False,42,4,inf,100,0.3906540870666504,-0.0547,8.2617,8.8145,0.4754,0.0126,0.0093,0.0025,0.0069,0.0144,0.0045,0.0069,0.3003,kmodes,diabetes_y.zip
