n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
10,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,100,1.0540778636932373,0.1602,970.4665,1.6558,skl_kmeans,wine.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,20,1.1180729866027832,0.1602,970.4665,1.6558,skl_kmeans,wine.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,20.0,20,1.1274774074554443,0.1572,963.0483,1.6642,skl_kmeans,wine.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,inf,100,1.2850124835968018,0.1602,970.4665,1.6558,skl_kmeans,wine.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,inf,20,1.08689546585083,0.1602,970.4665,1.6558,skl_kmeans,wine.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,100,1.0518863201141355,0.1602,970.4665,1.6558,skl_kmeans,wine.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,20,1.1950886249542236,0.1602,970.4665,1.6558,skl_kmeans,wine.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,20.0,20,1.439338445663452,0.1572,963.0483,1.6642,skl_kmeans,wine.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,inf,100,1.0382609367370603,0.1602,970.4665,1.6558,skl_kmeans,wine.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,inf,20,1.245317459106445,0.1602,970.4665,1.6558,skl_kmeans,wine.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,100,1.3451156616210938,0.1602,970.4665,1.6558,skl_kmeans,wine.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,20,1.1555063724517822,0.1602,970.4665,1.6558,skl_kmeans,wine.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,20.0,20,1.2665178775787354,0.1572,963.0483,1.6642,skl_kmeans,wine.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,inf,100,1.1786386966705322,0.1602,970.4665,1.6558,skl_kmeans,wine.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,inf,20,1.0862092971801758,0.1602,970.4665,1.6558,skl_kmeans,wine.zip-10_k
