max_depth,max_nbr_clusters,min_samples_leaf,min_samples_split,max_nbr_values,max_nbr_values_cat,bic_eps,random_state,criteria_clf,criteria_reg,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,31,30,50,1000.0,100.0,0.0,42,entropy,mape,3.703141689300537,0.0039,153.8115,0.7321,0.1533,0.008,0.2563,0.1311,0.1377,0.0746,0.8843,0.1377,0.1877,ImpurityParTree2,2d-d31_y.zip
10,31,30,50,1000.0,100.0,0.0,42,entropy,r2,1.012404203414917,0.0,0.0,0.0,0.0319,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1787,ImpurityParTree2,2d-d31_y.zip
10,31,30,50,1000.0,100.0,0.0,42,gini,mape,3.7306158542633057,0.0039,153.8115,0.7321,0.1533,0.008,0.2563,0.1311,0.1377,0.0746,0.8843,0.1377,0.1877,ImpurityParTree2,2d-d31_y.zip
10,31,30,50,1000.0,100.0,0.0,42,gini,r2,1.035553216934204,0.0,0.0,0.0,0.0319,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1787,ImpurityParTree2,2d-d31_y.zip
10,31,30,50,1000.0,100.0,0.0,42,me,mape,3.767713069915772,0.0039,153.8115,0.7321,0.1533,0.008,0.2563,0.1311,0.1377,0.0746,0.8843,0.1377,0.1877,ImpurityParTree2,2d-d31_y.zip
10,31,30,50,1000.0,100.0,0.0,42,me,r2,1.0193204879760742,0.0,0.0,0.0,0.0319,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1787,ImpurityParTree2,2d-d31_y.zip
10,31,30,50,1000.0,100.0,0.1,42,entropy,mape,18.31648421287537,0.193,997.3889,1.6904,0.9628,0.5111,2.5767,0.7645,0.7756,0.7503,0.8027,0.7756,0.5397,ImpurityParTree2,2d-d31_y.zip
10,31,30,50,1000.0,100.0,0.1,42,entropy,r2,9.656177282333374,-0.0607,2.0452,0.6727,0.038,0.0,0.0111,0.0,0.0064,0.0032,0.3819,0.0064,0.1782,ImpurityParTree2,2d-d31_y.zip
10,31,30,50,1000.0,100.0,0.1,42,gini,mape,18.444988250732425,0.193,997.3889,1.6904,0.9628,0.5111,2.5767,0.7645,0.7756,0.7503,0.8027,0.7756,0.5397,ImpurityParTree2,2d-d31_y.zip
10,31,30,50,1000.0,100.0,0.1,42,gini,r2,9.752246379852297,-0.0607,2.0452,0.6727,0.038,0.0,0.0111,0.0,0.0064,0.0032,0.3819,0.0064,0.1782,ImpurityParTree2,2d-d31_y.zip
