amount_initial_centers,kmax,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,10,0.015949010848999,0.5094,3720.7231,0.681,0.7956,0.4077,1.3931,0.7492,0.7507,0.9774,0.6094,0.7507,0.5741,,,pyc_xmeans,cure-t1-2000n-2D_y.zip
10,10,0.0158934593200683,0.4977,3545.5389,0.6954,0.7932,0.4009,1.3627,0.7332,0.7349,0.9561,0.5968,0.7349,0.5673,1000.0,20.0,pyc_xmeans,cure-t1-2000n-2D_y.zip
10,10,0.0184545516967773,0.5196,3834.5135,0.661,0.7938,0.402,1.3796,0.7413,0.7429,0.968,0.6027,0.7429,0.5689,100.0,20.0,pyc_xmeans,cure-t1-2000n-2D_y.zip
10,10,0.0243275165557861,0.5075,3738.2231,0.6733,0.7926,0.3984,1.3625,0.7321,0.7338,0.956,0.5954,0.7338,0.5655,inf,20.0,pyc_xmeans,cure-t1-2000n-2D_y.zip
10,14,0.0205960273742675,0.4874,3782.4019,0.7291,0.7821,0.3577,1.4032,0.722,0.7241,0.9845,0.5726,0.7241,0.5341,,,pyc_xmeans,cure-t1-2000n-2D_y.zip
10,14,0.0216736793518066,0.5008,3972.6856,0.7012,0.7842,0.3665,1.3894,0.7264,0.7283,0.9749,0.5813,0.7283,0.5405,1000.0,20.0,pyc_xmeans,cure-t1-2000n-2D_y.zip
10,14,0.019195556640625,0.5077,4334.9099,0.6749,0.7704,0.3152,1.3891,0.6956,0.698,0.9747,0.5437,0.698,0.4968,100.0,20.0,pyc_xmeans,cure-t1-2000n-2D_y.zip
10,14,0.0246279239654541,0.468,3490.8576,0.7713,0.7803,0.3507,1.4005,0.7122,0.7144,0.9826,0.5613,0.7144,0.5284,inf,20.0,pyc_xmeans,cure-t1-2000n-2D_y.zip
10,18,0.01833176612854,0.5012,3569.4417,0.6839,0.7962,0.4099,1.3894,0.7482,0.7498,0.9749,0.6091,0.7498,0.5758,,,pyc_xmeans,cure-t1-2000n-2D_y.zip
10,18,0.0780863761901855,0.4995,3541.9266,0.6833,0.7964,0.4109,1.3861,0.7468,0.7484,0.9726,0.6083,0.7484,0.5765,1000.0,20.0,pyc_xmeans,cure-t1-2000n-2D_y.zip
