n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,100,1.4967031478881836,0.2084,14800.1515,1.4592,0.3963,-0.0064,0.041,0.03,0.0301,0.0742,0.0189,0.0301,0.2786,skl_kmeans,adult_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,20,1.6249709129333496,0.2084,14800.1515,1.4592,0.3963,-0.0064,0.041,0.03,0.0301,0.0742,0.0189,0.0301,0.2786,skl_kmeans,adult_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,20.0,20,1.327247142791748,0.191,14584.2219,1.5664,0.4009,0.0012,0.0411,0.0304,0.0305,0.0744,0.0192,0.0305,0.2868,skl_kmeans,adult_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,inf,100,1.467026948928833,0.2084,14800.1515,1.4592,0.3963,-0.0064,0.041,0.03,0.0301,0.0742,0.0189,0.0301,0.2786,skl_kmeans,adult_y.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,inf,20,1.3536148071289062,0.2084,14800.1515,1.4592,0.3963,-0.0064,0.041,0.03,0.0301,0.0742,0.0189,0.0301,0.2786,skl_kmeans,adult_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,100,1.4462101459503174,0.2084,14800.1515,1.4592,0.3963,-0.0064,0.041,0.03,0.0301,0.0742,0.0189,0.0301,0.2786,skl_kmeans,adult_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,20,1.4876766204833984,0.2084,14800.1515,1.4592,0.3963,-0.0064,0.041,0.03,0.0301,0.0742,0.0189,0.0301,0.2786,skl_kmeans,adult_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,20.0,20,1.4968907833099363,0.191,14584.2219,1.5664,0.4009,0.0012,0.0411,0.0304,0.0305,0.0744,0.0192,0.0305,0.2868,skl_kmeans,adult_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,inf,100,1.4541070461273191,0.2084,14800.1515,1.4592,0.3963,-0.0064,0.041,0.03,0.0301,0.0742,0.0189,0.0301,0.2786,skl_kmeans,adult_y.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,inf,20,1.417167901992798,0.2084,14800.1515,1.4592,0.3963,-0.0064,0.041,0.03,0.0301,0.0742,0.0189,0.0301,0.2786,skl_kmeans,adult_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,100,1.4295804500579834,0.2084,14800.1515,1.4592,0.3963,-0.0064,0.041,0.03,0.0301,0.0742,0.0189,0.0301,0.2786,skl_kmeans,adult_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,20,1.5676202774047852,0.2084,14800.1515,1.4592,0.3963,-0.0064,0.041,0.03,0.0301,0.0742,0.0189,0.0301,0.2786,skl_kmeans,adult_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,20.0,20,1.6447978019714355,0.191,14584.2219,1.5664,0.4009,0.0012,0.0411,0.0304,0.0305,0.0744,0.0192,0.0305,0.2868,skl_kmeans,adult_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,inf,100,1.5031695365905762,0.2084,14800.1515,1.4592,0.3963,-0.0064,0.041,0.03,0.0301,0.0742,0.0189,0.0301,0.2786,skl_kmeans,adult_y.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,inf,20,1.5816683769226074,0.2084,14800.1515,1.4592,0.3963,-0.0064,0.041,0.03,0.0301,0.0742,0.0189,0.0301,0.2786,skl_kmeans,adult_y.zip-10_k
