min_samples,max_eps,metric,algorithm,n_jobs,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
10,inf,correlation,auto,4,3.832949638366699,0.2692,496.1166,1.6052,0.5302,0.0823,0.5439,0.2982,0.3007,0.1851,0.8005,0.3007,0.2932,,,skl_OPTICS,2d-20c-no0_y.zip
10,inf,correlation,auto,4,3.8019416332244873,0.2692,496.1166,1.6052,0.5302,0.0823,0.5439,0.2982,0.3007,0.1851,0.8005,0.3007,0.2932,1000.0,20.0,skl_OPTICS,2d-20c-no0_y.zip
10,inf,correlation,auto,4,3.835984945297241,0.2692,496.1166,1.6052,0.5302,0.0823,0.5439,0.2982,0.3007,0.1851,0.8005,0.3007,0.2932,100.0,20.0,skl_OPTICS,2d-20c-no0_y.zip
10,inf,correlation,auto,4,3.8096868991851807,0.2692,496.1166,1.6052,0.5302,0.0823,0.5439,0.2982,0.3007,0.1851,0.8005,0.3007,0.2932,inf,20.0,skl_OPTICS,2d-20c-no0_y.zip
10,inf,cosine,auto,4,7.060838937759399,-0.3945,32.6568,5.84,0.786,0.0356,1.4432,0.4153,0.4896,0.4912,0.488,0.4896,0.1403,,,skl_OPTICS,2d-20c-no0_y.zip
10,inf,cosine,auto,4,5.649799823760986,-0.3945,32.6568,5.84,0.786,0.0356,1.4432,0.4153,0.4896,0.4912,0.488,0.4896,0.1403,1000.0,20.0,skl_OPTICS,2d-20c-no0_y.zip
10,inf,cosine,auto,4,6.009622573852539,-0.3945,32.6568,5.84,0.786,0.0356,1.4432,0.4153,0.4896,0.4912,0.488,0.4896,0.1403,100.0,20.0,skl_OPTICS,2d-20c-no0_y.zip
10,inf,cosine,auto,4,6.451390981674194,-0.3945,32.6568,5.84,0.786,0.0356,1.4432,0.4153,0.4896,0.4912,0.488,0.4896,0.1403,inf,20.0,skl_OPTICS,2d-20c-no0_y.zip
10,inf,euclidean,auto,4,2.780534505844116,-0.147,35.5765,1.4646,0.7354,0.0824,1.5715,0.5438,0.5869,0.5348,0.6502,0.5869,0.2189,,,skl_OPTICS,2d-20c-no0_y.zip
10,inf,euclidean,auto,4,2.799609422683716,-0.147,35.5765,1.4646,0.7354,0.0824,1.5715,0.5438,0.5869,0.5348,0.6502,0.5869,0.2189,1000.0,20.0,skl_OPTICS,2d-20c-no0_y.zip
10,inf,euclidean,auto,4,2.900719165802002,-0.147,35.5765,1.4646,0.7354,0.0824,1.5715,0.5438,0.5869,0.5348,0.6502,0.5869,0.2189,100.0,20.0,skl_OPTICS,2d-20c-no0_y.zip
10,inf,euclidean,auto,4,2.796588659286499,-0.147,35.5765,1.4646,0.7354,0.0824,1.5715,0.5438,0.5869,0.5348,0.6502,0.5869,0.2189,inf,20.0,skl_OPTICS,2d-20c-no0_y.zip
20,inf,correlation,auto,4,3.975215196609497,0.2692,496.1166,1.6052,0.5302,0.0823,0.5439,0.2982,0.3007,0.1851,0.8005,0.3007,0.2932,,,skl_OPTICS,2d-20c-no0_y.zip
20,inf,correlation,auto,4,3.7882192134857178,0.2692,496.1166,1.6052,0.5302,0.0823,0.5439,0.2982,0.3007,0.1851,0.8005,0.3007,0.2932,1000.0,20.0,skl_OPTICS,2d-20c-no0_y.zip
20,inf,correlation,auto,4,3.7892158031463614,0.2692,496.1166,1.6052,0.5302,0.0823,0.5439,0.2982,0.3007,0.1851,0.8005,0.3007,0.2932,100.0,20.0,skl_OPTICS,2d-20c-no0_y.zip
20,inf,correlation,auto,4,3.837566614151001,0.2692,496.1166,1.6052,0.5302,0.0823,0.5439,0.2982,0.3007,0.1851,0.8005,0.3007,0.2932,inf,20.0,skl_OPTICS,2d-20c-no0_y.zip
20,inf,cosine,auto,4,6.089441299438477,-0.1649,84.1219,3.6825,0.808,0.1471,1.5357,0.5478,0.5741,0.5227,0.6368,0.5741,0.2642,,,skl_OPTICS,2d-20c-no0_y.zip
20,inf,cosine,auto,4,6.38976263999939,-0.1649,84.1219,3.6825,0.808,0.1471,1.5357,0.5478,0.5741,0.5227,0.6368,0.5741,0.2642,1000.0,20.0,skl_OPTICS,2d-20c-no0_y.zip
20,inf,cosine,auto,4,6.344019651412964,-0.1649,84.1219,3.6825,0.808,0.1471,1.5357,0.5478,0.5741,0.5227,0.6368,0.5741,0.2642,100.0,20.0,skl_OPTICS,2d-20c-no0_y.zip
20,inf,cosine,auto,4,5.75072455406189,-0.1649,84.1219,3.6825,0.808,0.1471,1.5357,0.5478,0.5741,0.5227,0.6368,0.5741,0.2642,inf,20.0,skl_OPTICS,2d-20c-no0_y.zip
20,inf,euclidean,auto,4,2.757567882537842,0.3151,234.1064,1.306,0.9318,0.5194,2.3572,0.8295,0.8375,0.8022,0.8761,0.8375,0.5772,,,skl_OPTICS,2d-20c-no0_y.zip
20,inf,euclidean,auto,4,2.799270868301392,0.3151,234.1064,1.306,0.9318,0.5194,2.3572,0.8295,0.8375,0.8022,0.8761,0.8375,0.5772,1000.0,20.0,skl_OPTICS,2d-20c-no0_y.zip
20,inf,euclidean,auto,4,2.807696580886841,0.3151,234.1064,1.306,0.9318,0.5194,2.3572,0.8295,0.8375,0.8022,0.8761,0.8375,0.5772,100.0,20.0,skl_OPTICS,2d-20c-no0_y.zip
20,inf,euclidean,auto,4,2.7998366355896,0.3151,234.1064,1.306,0.9318,0.5194,2.3572,0.8295,0.8375,0.8022,0.8761,0.8375,0.5772,inf,20.0,skl_OPTICS,2d-20c-no0_y.zip
