n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
10,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,100,1.2246549129486084,0.1365,1996.7608,1.8744,skl_kmeans,fico.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,20,1.3152990341186523,0.1365,1996.7608,1.8744,skl_kmeans,fico.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,100.0,100,1.2739243507385254,0.1427,1996.1666,1.8842,skl_kmeans,fico.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,100.0,20,1.3377931118011477,0.1365,1996.7608,1.8744,skl_kmeans,fico.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,20.0,20,1.5837879180908203,0.1283,1956.8157,1.8897,skl_kmeans,fico.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,inf,100,1.0774898529052734,0.1365,1996.7608,1.8744,skl_kmeans,fico.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,inf,20,1.3403725624084473,0.1365,1996.7608,1.8744,skl_kmeans,fico.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,100,1.1727070808410645,0.1365,1996.7608,1.8744,skl_kmeans,fico.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,20,1.318922996520996,0.1365,1996.7608,1.8744,skl_kmeans,fico.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,100.0,100,1.3281567096710205,0.1427,1996.1666,1.8842,skl_kmeans,fico.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,100.0,20,1.1991329193115234,0.1365,1996.7608,1.8744,skl_kmeans,fico.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,20.0,20,1.3204548358917236,0.1283,1956.8157,1.8897,skl_kmeans,fico.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,inf,100,1.2337687015533447,0.1365,1996.7608,1.8744,skl_kmeans,fico.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,inf,20,1.4868783950805664,0.1365,1996.7608,1.8744,skl_kmeans,fico.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,100,1.394505500793457,0.1365,1996.7608,1.8744,skl_kmeans,fico.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,20,1.2301697731018066,0.1365,1996.7608,1.8744,skl_kmeans,fico.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,100.0,100,1.4253439903259275,0.1427,1996.1666,1.8842,skl_kmeans,fico.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,100.0,20,1.3037352561950684,0.1365,1996.7608,1.8744,skl_kmeans,fico.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,20.0,20,1.4927489757537842,0.1283,1956.8157,1.8897,skl_kmeans,fico.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,inf,100,1.5877161026000977,0.1365,1996.7608,1.8744,skl_kmeans,fico.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,inf,20,1.2959535121917725,0.1365,1996.7608,1.8744,skl_kmeans,fico.zip-10_k
