n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
2,k-means++,11,100,0.0001,False,42,True,lloyd,0.0768027305603027,0.6069,218.2061,0.6724,0.7909,0.5822,0.5267,0.596,0.598,0.4913,0.7637,0.598,0.7664,skl_kmeans,zelnik6_y.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,0.0277662277221679,0.6069,218.2061,0.6724,0.7909,0.5822,0.5267,0.596,0.598,0.4913,0.7637,0.598,0.7664,skl_kmeans,zelnik6_y.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,0.0824034214019775,0.6069,218.2061,0.6724,0.7909,0.5822,0.5267,0.596,0.598,0.4913,0.7637,0.598,0.7664,skl_kmeans,zelnik6_y.zip-2_k
