threshold,branching_factor,n_clusters,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,max_nbr_values,max_nbr_values_cat,alg,dataset
0.5,50,10,0.004526138305664,0.6547,526.1269,0.5568,0.9206,0.823,0.9119,0.726,0.7346,0.8507,0.6464,0.7346,0.8833,,,skl_birch,zelnik6_y.zip
0.5,50,10,0.0041375160217285,0.6547,526.1269,0.5568,0.9206,0.823,0.9119,0.726,0.7346,0.8507,0.6464,0.7346,0.8833,1000.0,20.0,skl_birch,zelnik6_y.zip
0.5,50,10,0.0040652751922607,0.6547,526.1269,0.5568,0.9206,0.823,0.9119,0.726,0.7346,0.8507,0.6464,0.7346,0.8833,100.0,20.0,skl_birch,zelnik6_y.zip
0.5,50,10,0.0043497085571289,0.6547,526.1269,0.5568,0.9206,0.823,0.9119,0.726,0.7346,0.8507,0.6464,0.7346,0.8833,inf,20.0,skl_birch,zelnik6_y.zip
0.5,50,12,0.00429368019104,0.6547,526.1269,0.5568,0.9206,0.823,0.9119,0.726,0.7346,0.8507,0.6464,0.7346,0.8833,,,skl_birch,zelnik6_y.zip
0.5,50,12,0.0041251182556152,0.6547,526.1269,0.5568,0.9206,0.823,0.9119,0.726,0.7346,0.8507,0.6464,0.7346,0.8833,1000.0,20.0,skl_birch,zelnik6_y.zip
0.5,50,12,0.0040407180786132,0.6547,526.1269,0.5568,0.9206,0.823,0.9119,0.726,0.7346,0.8507,0.6464,0.7346,0.8833,100.0,20.0,skl_birch,zelnik6_y.zip
0.5,50,12,0.0040838718414306,0.6547,526.1269,0.5568,0.9206,0.823,0.9119,0.726,0.7346,0.8507,0.6464,0.7346,0.8833,inf,20.0,skl_birch,zelnik6_y.zip
0.5,50,2,0.0053293704986572,0.5637,168.9892,0.8711,0.7937,0.5873,0.5301,0.5992,0.6011,0.4946,0.7662,0.6011,0.7689,,,skl_birch,zelnik6_y.zip
0.5,50,2,0.0043616294860839,0.5637,168.9892,0.8711,0.7937,0.5873,0.5301,0.5992,0.6011,0.4946,0.7662,0.6011,0.7689,1000.0,20.0,skl_birch,zelnik6_y.zip
0.5,50,2,0.0043754577636718,0.5637,168.9892,0.8711,0.7937,0.5873,0.5301,0.5992,0.6011,0.4946,0.7662,0.6011,0.7689,100.0,20.0,skl_birch,zelnik6_y.zip
0.5,50,2,0.0043692588806152,0.5637,168.9892,0.8711,0.7937,0.5873,0.5301,0.5992,0.6011,0.4946,0.7662,0.6011,0.7689,inf,20.0,skl_birch,zelnik6_y.zip
0.5,50,3,0.0049405097961425,0.6555,217.7965,0.5838,0.8441,0.675,0.6671,0.6691,0.672,0.6223,0.7302,0.672,0.8052,,,skl_birch,zelnik6_y.zip
0.5,50,4,0.0050339698791503,0.7543,576.4192,0.4551,0.9034,0.7896,0.8212,0.7429,0.7459,0.7661,0.7268,0.7459,0.8648,,,skl_birch,zelnik6_y.zip
0.5,50,4,0.0044028759002685,0.7543,576.4192,0.4551,0.9034,0.7896,0.8212,0.7429,0.7459,0.7661,0.7268,0.7459,0.8648,1000.0,20.0,skl_birch,zelnik6_y.zip
0.5,50,4,0.0043616294860839,0.7543,576.4192,0.4551,0.9034,0.7896,0.8212,0.7429,0.7459,0.7661,0.7268,0.7459,0.8648,100.0,20.0,skl_birch,zelnik6_y.zip
0.5,50,4,0.0043356418609619,0.7543,576.4192,0.4551,0.9034,0.7896,0.8212,0.7429,0.7459,0.7661,0.7268,0.7459,0.8648,inf,20.0,skl_birch,zelnik6_y.zip
0.5,50,6,0.0043845176696777,0.6975,518.9415,0.4933,0.9111,0.8043,0.8603,0.7355,0.7408,0.8026,0.6879,0.7408,0.8725,,,skl_birch,zelnik6_y.zip
0.5,50,6,0.0043354034423828,0.6975,518.9415,0.4933,0.9111,0.8043,0.8603,0.7355,0.7408,0.8026,0.6879,0.7408,0.8725,1000.0,20.0,skl_birch,zelnik6_y.zip
0.5,50,6,0.0043604373931884,0.6975,518.9415,0.4933,0.9111,0.8043,0.8603,0.7355,0.7408,0.8026,0.6879,0.7408,0.8725,100.0,20.0,skl_birch,zelnik6_y.zip
0.5,50,6,0.0043802261352539,0.6975,518.9415,0.4933,0.9111,0.8043,0.8603,0.7355,0.7408,0.8026,0.6879,0.7408,0.8725,inf,20.0,skl_birch,zelnik6_y.zip
0.5,50,8,0.0043845176696777,0.6867,514.0189,0.5723,0.9069,0.7943,0.8603,0.7054,0.7137,0.8026,0.6425,0.7137,0.8656,,,skl_birch,zelnik6_y.zip
0.5,50,8,0.004636526107788,0.6867,514.0189,0.5723,0.9069,0.7943,0.8603,0.7054,0.7137,0.8026,0.6425,0.7137,0.8656,1000.0,20.0,skl_birch,zelnik6_y.zip
0.5,50,8,0.0045568943023681,0.6867,514.0189,0.5723,0.9069,0.7943,0.8603,0.7054,0.7137,0.8026,0.6425,0.7137,0.8656,100.0,20.0,skl_birch,zelnik6_y.zip
0.5,50,8,0.004746675491333,0.6867,514.0189,0.5723,0.9069,0.7943,0.8603,0.7054,0.7137,0.8026,0.6425,0.7137,0.8656,inf,20.0,skl_birch,zelnik6_y.zip
0.5,50,10,0.0041375160217285,0.6547,526.1269,0.5568,0.9206,0.823,0.9119,0.726,0.7346,0.8507,0.6464,0.7346,0.8833,1000.0,20.0,skl_birch,zelnik6_y.zip
0.5,50,10,0.0040652751922607,0.6547,526.1269,0.5568,0.9206,0.823,0.9119,0.726,0.7346,0.8507,0.6464,0.7346,0.8833,100.0,20.0,skl_birch,zelnik6_y.zip
0.5,50,10,0.0043497085571289,0.6547,526.1269,0.5568,0.9206,0.823,0.9119,0.726,0.7346,0.8507,0.6464,0.7346,0.8833,inf,20.0,skl_birch,zelnik6_y.zip
0.5,50,12,0.0041251182556152,0.6547,526.1269,0.5568,0.9206,0.823,0.9119,0.726,0.7346,0.8507,0.6464,0.7346,0.8833,1000.0,20.0,skl_birch,zelnik6_y.zip
0.5,50,12,0.0040407180786132,0.6547,526.1269,0.5568,0.9206,0.823,0.9119,0.726,0.7346,0.8507,0.6464,0.7346,0.8833,100.0,20.0,skl_birch,zelnik6_y.zip
0.5,50,12,0.0040838718414306,0.6547,526.1269,0.5568,0.9206,0.823,0.9119,0.726,0.7346,0.8507,0.6464,0.7346,0.8833,inf,20.0,skl_birch,zelnik6_y.zip
0.5,50,2,0.0043616294860839,0.5637,168.9892,0.8711,0.7937,0.5873,0.5301,0.5992,0.6011,0.4946,0.7662,0.6011,0.7689,1000.0,20.0,skl_birch,zelnik6_y.zip
0.5,50,2,0.0043754577636718,0.5637,168.9892,0.8711,0.7937,0.5873,0.5301,0.5992,0.6011,0.4946,0.7662,0.6011,0.7689,100.0,20.0,skl_birch,zelnik6_y.zip
0.5,50,2,0.0043692588806152,0.5637,168.9892,0.8711,0.7937,0.5873,0.5301,0.5992,0.6011,0.4946,0.7662,0.6011,0.7689,inf,20.0,skl_birch,zelnik6_y.zip
0.5,50,4,0.0044028759002685,0.7543,576.4192,0.4551,0.9034,0.7896,0.8212,0.7429,0.7459,0.7661,0.7268,0.7459,0.8648,1000.0,20.0,skl_birch,zelnik6_y.zip
0.5,50,4,0.0043616294860839,0.7543,576.4192,0.4551,0.9034,0.7896,0.8212,0.7429,0.7459,0.7661,0.7268,0.7459,0.8648,100.0,20.0,skl_birch,zelnik6_y.zip
