threshold,branching_factor,n_clusters,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
0.5,50,10,1000.0,100,0.0466077327728271,0.1673,242.528,1.4557,0.7173,0.1062,0.3263,0.1795,0.1873,0.2355,0.1554,0.1873,0.2746,skl_birch,vehicle_y.zip
0.5,50,10,1000.0,20,0.0465383529663085,0.1673,242.528,1.4557,0.7173,0.1062,0.3263,0.1795,0.1873,0.2355,0.1554,0.1873,0.2746,skl_birch,vehicle_y.zip
0.5,50,10,100.0,100,0.0452101230621337,0.162,247.3618,1.6145,0.7236,0.1083,0.3705,0.2014,0.2088,0.2674,0.1713,0.2088,0.2703,skl_birch,vehicle_y.zip
0.5,50,10,100.0,20,0.0466973781585693,0.1673,242.528,1.4557,0.7173,0.1062,0.3263,0.1795,0.1873,0.2355,0.1554,0.1873,0.2746,skl_birch,vehicle_y.zip
0.5,50,10,20.0,20,0.0478987693786621,0.1706,245.0336,1.447,0.7258,0.1298,0.3928,0.217,0.2244,0.2835,0.1857,0.2244,0.294,skl_birch,vehicle_y.zip
0.5,50,10,inf,100,0.0481393337249755,0.1673,242.528,1.4557,0.7173,0.1062,0.3263,0.1795,0.1873,0.2355,0.1554,0.1873,0.2746,skl_birch,vehicle_y.zip
0.5,50,10,inf,20,0.0464460849761962,0.1673,242.528,1.4557,0.7173,0.1062,0.3263,0.1795,0.1873,0.2355,0.1554,0.1873,0.2746,skl_birch,vehicle_y.zip
0.5,50,12,1000.0,100,0.0467569828033447,0.1679,225.3249,1.4579,0.7342,0.1239,0.4305,0.224,0.2324,0.3107,0.1856,0.2324,0.2785,skl_birch,vehicle_y.zip
0.5,50,12,1000.0,20,0.0467433929443359,0.1679,225.3249,1.4579,0.7342,0.1239,0.4305,0.224,0.2324,0.3107,0.1856,0.2324,0.2785,skl_birch,vehicle_y.zip
0.5,50,12,100.0,100,0.0463814735412597,0.1622,230.2191,1.5251,0.7381,0.1259,0.4678,0.2419,0.2501,0.3376,0.1986,0.2501,0.2774,skl_birch,vehicle_y.zip
0.5,50,12,100.0,20,0.0466010570526123,0.1679,225.3249,1.4579,0.7342,0.1239,0.4305,0.224,0.2324,0.3107,0.1856,0.2324,0.2785,skl_birch,vehicle_y.zip
0.5,50,12,20.0,20,0.0477492809295654,0.1479,221.4467,1.533,0.7315,0.1097,0.4086,0.2109,0.2194,0.2949,0.1747,0.2194,0.2638,skl_birch,vehicle_y.zip
0.5,50,12,inf,100,0.0468761920928955,0.1679,225.3249,1.4579,0.7342,0.1239,0.4305,0.224,0.2324,0.3107,0.1856,0.2324,0.2785,skl_birch,vehicle_y.zip
0.5,50,12,inf,20,0.0479073524475097,0.1679,225.3249,1.4579,0.7342,0.1239,0.4305,0.224,0.2324,0.3107,0.1856,0.2324,0.2785,skl_birch,vehicle_y.zip
0.5,50,2,1000.0,100,0.0470037460327148,0.3823,572.0333,1.0751,0.5241,0.08,0.1173,0.1133,0.1148,0.0847,0.1784,0.1148,0.4218,skl_birch,vehicle_y.zip
0.5,50,2,1000.0,20,0.046452522277832,0.3823,572.0333,1.0751,0.5241,0.08,0.1173,0.1133,0.1148,0.0847,0.1784,0.1148,0.4218,skl_birch,vehicle_y.zip
0.5,50,2,100.0,100,0.0478432178497314,0.3823,572.0333,1.0751,0.5241,0.08,0.1173,0.1133,0.1148,0.0847,0.1784,0.1148,0.4218,skl_birch,vehicle_y.zip
0.5,50,2,100.0,20,0.0480144023895263,0.3823,572.0333,1.0751,0.5241,0.08,0.1173,0.1133,0.1148,0.0847,0.1784,0.1148,0.4218,skl_birch,vehicle_y.zip
0.5,50,2,20.0,20,0.0472962856292724,0.3837,569.9489,1.0714,0.52,0.0761,0.1135,0.1098,0.1114,0.0819,0.1739,0.1114,0.4206,skl_birch,vehicle_y.zip
0.5,50,2,inf,100,0.0472853183746337,0.3823,572.0333,1.0751,0.5241,0.08,0.1173,0.1133,0.1148,0.0847,0.1784,0.1148,0.4218,skl_birch,vehicle_y.zip
0.5,50,2,inf,20,0.0449795722961425,0.3823,572.0333,1.0751,0.5241,0.08,0.1173,0.1133,0.1148,0.0847,0.1784,0.1148,0.4218,skl_birch,vehicle_y.zip
0.5,50,4,1000.0,100,0.0484328269958496,0.2775,383.9198,1.1708,0.6184,0.0862,0.1528,0.1177,0.1216,0.1103,0.1356,0.1216,0.3515,skl_birch,vehicle_y.zip
0.5,50,4,1000.0,20,0.0465106964111328,0.2775,383.9198,1.1708,0.6184,0.0862,0.1528,0.1177,0.1216,0.1103,0.1356,0.1216,0.3515,skl_birch,vehicle_y.zip
0.5,50,4,100.0,100,0.0453460216522216,0.2854,394.5217,1.129,0.622,0.089,0.1589,0.1221,0.1261,0.1147,0.14,0.1261,0.3514,skl_birch,vehicle_y.zip
0.5,50,4,100.0,20,0.0466835498809814,0.2775,383.9198,1.1708,0.6184,0.0862,0.1528,0.1177,0.1216,0.1103,0.1356,0.1216,0.3515,skl_birch,vehicle_y.zip
0.5,50,4,20.0,20,0.0490345954895019,0.2739,384.884,1.167,0.6227,0.0917,0.1669,0.1286,0.1325,0.1205,0.1472,0.1325,0.3537,skl_birch,vehicle_y.zip
0.5,50,4,inf,100,0.0466163158416748,0.2775,383.9198,1.1708,0.6184,0.0862,0.1528,0.1177,0.1216,0.1103,0.1356,0.1216,0.3515,skl_birch,vehicle_y.zip
0.5,50,4,inf,20,0.0465626716613769,0.2775,383.9198,1.1708,0.6184,0.0862,0.1528,0.1177,0.1216,0.1103,0.1356,0.1216,0.3515,skl_birch,vehicle_y.zip
0.5,50,6,1000.0,100,0.0468692779541015,0.2054,299.645,1.3407,0.6469,0.0806,0.2171,0.1483,0.1539,0.1567,0.1512,0.1539,0.3187,skl_birch,vehicle_y.zip
0.5,50,6,1000.0,20,0.0480101108551025,0.2054,299.645,1.3407,0.6469,0.0806,0.2171,0.1483,0.1539,0.1567,0.1512,0.1539,0.3187,skl_birch,vehicle_y.zip
0.5,50,6,100.0,100,0.045145034790039,0.2079,309.9075,1.3109,0.6516,0.0862,0.2305,0.1572,0.1627,0.1663,0.1593,0.1627,0.3203,skl_birch,vehicle_y.zip
0.5,50,6,100.0,20,0.0467352867126464,0.2054,299.645,1.3407,0.6469,0.0806,0.2171,0.1483,0.1539,0.1567,0.1512,0.1539,0.3187,skl_birch,vehicle_y.zip
0.5,50,6,20.0,20,0.0482747554779052,0.1747,304.706,1.5292,0.6712,0.0735,0.1779,0.1133,0.1188,0.1284,0.1105,0.1188,0.286,skl_birch,vehicle_y.zip
