max_depth,max_nbr_clusters,min_samples_leaf,min_samples_split,max_nbr_values,max_nbr_values_cat,bic_eps,random_state,criteria_clf,criteria_reg,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,3,30,50,1000.0,100.0,0.0,42,entropy,mape,0.2843911647796631,0.1035,39.2289,1.2744,0.4646,0.0385,0.097,0.1193,0.1241,0.0905,0.1975,0.1241,0.5107,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,100.0,0.0,42,entropy,r2,0.1565420627593994,0.0,0.0,0.0,0.3479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5898,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,100.0,0.0,42,gini,mape,0.2793726921081543,0.1035,39.2289,1.2744,0.4646,0.0385,0.097,0.1193,0.1241,0.0905,0.1975,0.1241,0.5107,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,100.0,0.0,42,gini,r2,0.1613895893096923,0.0,0.0,0.0,0.3479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5898,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,100.0,0.0,42,me,mape,0.2857987880706787,0.1035,39.2289,1.2744,0.4646,0.0385,0.097,0.1193,0.1241,0.0905,0.1975,0.1241,0.5107,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,100.0,0.0,42,me,r2,0.1654565334320068,0.0,0.0,0.0,0.3479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5898,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,100.0,0.1,42,entropy,mape,0.3027405738830566,-0.1226,20.097,1.2117,0.4667,0.0387,0.1014,0.1179,0.1277,0.0946,0.1961,0.1277,0.5085,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,100.0,0.1,42,entropy,r2,0.3180162906646728,0.4394,4.6348,0.4266,0.3569,0.0061,0.0123,0.0058,0.0218,0.0115,0.2258,0.0218,0.5882,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,100.0,0.1,42,gini,mape,0.2859163284301758,-0.1226,20.097,1.2117,0.4667,0.0387,0.1014,0.1179,0.1277,0.0946,0.1961,0.1277,0.5085,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,100.0,0.1,42,gini,r2,0.3271472454071045,0.4394,4.6348,0.4266,0.3569,0.0061,0.0123,0.0058,0.0218,0.0115,0.2258,0.0218,0.5882,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,100.0,0.1,42,me,mape,0.3595507144927978,-0.1226,20.097,1.2117,0.4667,0.0387,0.1014,0.1179,0.1277,0.0946,0.1961,0.1277,0.5085,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,100.0,0.1,42,me,r2,0.338939905166626,0.4394,4.6348,0.4266,0.3569,0.0061,0.0123,0.0058,0.0218,0.0115,0.2258,0.0218,0.5882,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,100.0,0.2,42,entropy,mape,0.3096199035644531,-0.1226,20.097,1.2117,0.4667,0.0387,0.1014,0.1179,0.1277,0.0946,0.1961,0.1277,0.5085,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,100.0,0.2,42,entropy,r2,0.3220710754394531,0.4394,4.6348,0.4266,0.3569,0.0061,0.0123,0.0058,0.0218,0.0115,0.2258,0.0218,0.5882,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,100.0,0.2,42,gini,mape,0.3056840896606445,-0.1226,20.097,1.2117,0.4667,0.0387,0.1014,0.1179,0.1277,0.0946,0.1961,0.1277,0.5085,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,100.0,0.2,42,gini,r2,0.3279919624328613,0.4394,4.6348,0.4266,0.3569,0.0061,0.0123,0.0058,0.0218,0.0115,0.2258,0.0218,0.5882,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,100.0,0.2,42,me,mape,0.3010110855102539,-0.1226,20.097,1.2117,0.4667,0.0387,0.1014,0.1179,0.1277,0.0946,0.1961,0.1277,0.5085,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,100.0,0.2,42,me,r2,0.3181319236755371,0.4394,4.6348,0.4266,0.3569,0.0061,0.0123,0.0058,0.0218,0.0115,0.2258,0.0218,0.5882,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,20.0,0.0,42,entropy,mape,0.3020322322845459,0.1035,39.2289,1.2744,0.4646,0.0385,0.097,0.1193,0.1241,0.0905,0.1975,0.1241,0.5107,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,20.0,0.0,42,entropy,r2,0.1546547412872314,0.0,0.0,0.0,0.3479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5898,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,20.0,0.0,42,gini,mape,0.2882707118988037,0.1035,39.2289,1.2744,0.4646,0.0385,0.097,0.1193,0.1241,0.0905,0.1975,0.1241,0.5107,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,20.0,0.0,42,gini,r2,0.1591317653656005,0.0,0.0,0.0,0.3479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5898,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,20.0,0.0,42,me,mape,0.3188669681549072,0.1035,39.2289,1.2744,0.4646,0.0385,0.097,0.1193,0.1241,0.0905,0.1975,0.1241,0.5107,ImpurityParTree2,zelnik6_y.zip
10,3,30,50,1000.0,20.0,0.0,42,me,r2,0.1656773090362548,0.0,0.0,0.0,0.3479,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5898,ImpurityParTree2,zelnik6_y.zip
