min_samples,max_eps,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,inf,correlation,auto,4,1000.0,100,9.23981499671936,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_OPTICS,churn_y.zip
10,inf,correlation,auto,4,1000.0,20,9.224606990814207,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_OPTICS,churn_y.zip
10,inf,correlation,auto,4,100.0,100,9.21066117286682,0.0224,16.2542,0.9096,0.7495,0.0019,0.0,-0.0007,0.0002,0.0001,0.0016,0.0002,0.8649,skl_OPTICS,churn_y.zip
10,inf,correlation,auto,4,100.0,20,9.182695627212524,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_OPTICS,churn_y.zip
10,inf,correlation,auto,4,20.0,20,9.690481901168823,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_OPTICS,churn_y.zip
10,inf,correlation,auto,4,inf,100,9.20847201347351,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_OPTICS,churn_y.zip
10,inf,correlation,auto,4,inf,20,9.212350845336914,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_OPTICS,churn_y.zip
10,inf,cosine,auto,4,1000.0,100,13.774061679840088,0.0435,19.6403,0.8408,0.7474,-0.0054,0.0005,0.0016,0.0024,0.0013,0.0234,0.0024,0.8636,skl_OPTICS,churn_y.zip
10,inf,cosine,auto,4,1000.0,20,14.3299822807312,0.0435,19.6403,0.8408,0.7474,-0.0054,0.0005,0.0016,0.0024,0.0013,0.0234,0.0024,0.8636,skl_OPTICS,churn_y.zip
10,inf,cosine,auto,4,100.0,100,14.285656452178957,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_OPTICS,churn_y.zip
10,inf,cosine,auto,4,100.0,20,13.783443212509155,0.0435,19.6403,0.8408,0.7474,-0.0054,0.0005,0.0016,0.0024,0.0013,0.0234,0.0024,0.8636,skl_OPTICS,churn_y.zip
10,inf,cosine,auto,4,20.0,20,15.560459613800049,0.0125,16.5162,0.9786,0.7474,-0.0054,0.0005,0.0016,0.0024,0.0013,0.0234,0.0024,0.8636,skl_OPTICS,churn_y.zip
10,inf,cosine,auto,4,inf,100,14.403828144073486,0.0435,19.6403,0.8408,0.7474,-0.0054,0.0005,0.0016,0.0024,0.0013,0.0234,0.0024,0.8636,skl_OPTICS,churn_y.zip
10,inf,cosine,auto,4,inf,20,14.448179483413696,0.0435,19.6403,0.8408,0.7474,-0.0054,0.0005,0.0016,0.0024,0.0013,0.0234,0.0024,0.8636,skl_OPTICS,churn_y.zip
10,inf,euclidean,auto,4,1000.0,100,79.4708981513977,0.0,0.0,0.0,0.7521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8672,skl_OPTICS,churn_y.zip
