n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
2,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,100,0.9317693710327148,0.6613,7820.7431,0.295,skl_kmeans,fico.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,20,0.968275547027588,0.6613,7820.7431,0.295,skl_kmeans,fico.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,100.0,100,0.5067932605743408,0.6613,7820.7431,0.295,skl_kmeans,fico.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,100.0,20,0.9631359577178956,0.6613,7820.7431,0.295,skl_kmeans,fico.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,20.0,20,1.1396384239196775,0.6613,7820.7431,0.295,skl_kmeans,fico.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,inf,100,1.0499482154846191,0.6613,7820.7431,0.295,skl_kmeans,fico.zip-2_k
2,k-means++,11,100,0.0001,False,42,True,lloyd,inf,20,1.1621787548065186,0.6613,7820.7431,0.295,skl_kmeans,fico.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,100,1.0486538410186768,0.6613,7820.7431,0.295,skl_kmeans,fico.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,20,0.6268556118011475,0.6613,7820.7431,0.295,skl_kmeans,fico.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,100.0,100,0.9273052215576172,0.6613,7820.7431,0.295,skl_kmeans,fico.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,100.0,20,1.1133742332458496,0.6613,7820.7431,0.295,skl_kmeans,fico.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,20.0,20,1.1960089206695557,0.6613,7820.7431,0.295,skl_kmeans,fico.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,inf,100,0.792792558670044,0.6613,7820.7431,0.295,skl_kmeans,fico.zip-2_k
2,k-means++,11,300,0.0001,False,42,True,lloyd,inf,20,0.6727838516235352,0.6613,7820.7431,0.295,skl_kmeans,fico.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,100,0.8813927173614502,0.6613,7820.7431,0.295,skl_kmeans,fico.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,20,1.1702542304992676,0.6613,7820.7431,0.295,skl_kmeans,fico.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,100.0,100,0.8023397922515869,0.6613,7820.7431,0.295,skl_kmeans,fico.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,100.0,20,0.5364313125610352,0.6613,7820.7431,0.295,skl_kmeans,fico.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,20.0,20,1.2286372184753418,0.6613,7820.7431,0.295,skl_kmeans,fico.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,inf,100,0.9074420928955078,0.6613,7820.7431,0.295,skl_kmeans,fico.zip-2_k
2,k-means++,11,500,0.0001,False,42,True,lloyd,inf,20,0.7779161930084229,0.6613,7820.7431,0.295,skl_kmeans,fico.zip-2_k
