n_clusters,max_iter,init,n_init,verbose,random_state,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,100,Cao,11,False,42,4,1000.0,100,1.9705753326416016,-0.0183,14.6629,4.6014,0.4542,0.0128,0.0138,0.007,0.0104,0.0226,0.0068,0.0104,0.3232,kmodes,german_credit_y.zip
10,100,Cao,11,False,42,4,1000.0,20,1.9540939331054688,-0.0183,14.6629,4.6014,0.4542,0.0128,0.0138,0.007,0.0104,0.0226,0.0068,0.0104,0.3232,kmodes,german_credit_y.zip
10,100,Cao,11,False,42,4,100.0,100,1.1346073150634766,-0.021,13.508,4.8757,0.4504,0.0044,0.0105,0.0045,0.0079,0.0171,0.0052,0.0079,0.3206,kmodes,german_credit_y.zip
10,100,Cao,11,False,42,4,100.0,20,1.961620092391968,-0.0183,14.6629,4.6014,0.4542,0.0128,0.0138,0.007,0.0104,0.0226,0.0068,0.0104,0.3232,kmodes,german_credit_y.zip
10,100,Cao,11,False,42,4,20.0,20,1.654691457748413,-0.0204,17.1185,4.4127,0.4492,0.0146,0.0254,0.015,0.0182,0.0416,0.0117,0.0182,0.2892,kmodes,german_credit_y.zip
10,100,Cao,11,False,42,4,inf,100,1.973604440689087,-0.0183,14.6629,4.6014,0.4542,0.0128,0.0138,0.007,0.0104,0.0226,0.0068,0.0104,0.3232,kmodes,german_credit_y.zip
10,100,Cao,11,False,42,4,inf,20,1.9466784000396729,-0.0183,14.6629,4.6014,0.4542,0.0128,0.0138,0.007,0.0104,0.0226,0.0068,0.0104,0.3232,kmodes,german_credit_y.zip
10,300,Cao,11,False,42,4,1000.0,100,1.9502267837524412,-0.0183,14.6629,4.6014,0.4542,0.0128,0.0138,0.007,0.0104,0.0226,0.0068,0.0104,0.3232,kmodes,german_credit_y.zip
10,300,Cao,11,False,42,4,1000.0,20,2.043201208114624,-0.0183,14.6629,4.6014,0.4542,0.0128,0.0138,0.007,0.0104,0.0226,0.0068,0.0104,0.3232,kmodes,german_credit_y.zip
10,300,Cao,11,False,42,4,100.0,100,1.1350462436676023,-0.021,13.508,4.8757,0.4504,0.0044,0.0105,0.0045,0.0079,0.0171,0.0052,0.0079,0.3206,kmodes,german_credit_y.zip
10,300,Cao,11,False,42,4,100.0,20,1.9613807201385496,-0.0183,14.6629,4.6014,0.4542,0.0128,0.0138,0.007,0.0104,0.0226,0.0068,0.0104,0.3232,kmodes,german_credit_y.zip
10,300,Cao,11,False,42,4,20.0,20,1.6718058586120603,-0.0204,17.1185,4.4127,0.4492,0.0146,0.0254,0.015,0.0182,0.0416,0.0117,0.0182,0.2892,kmodes,german_credit_y.zip
10,300,Cao,11,False,42,4,inf,100,2.0424108505249023,-0.0183,14.6629,4.6014,0.4542,0.0128,0.0138,0.007,0.0104,0.0226,0.0068,0.0104,0.3232,kmodes,german_credit_y.zip
10,300,Cao,11,False,42,4,inf,20,1.9672942161560056,-0.0183,14.6629,4.6014,0.4542,0.0128,0.0138,0.007,0.0104,0.0226,0.0068,0.0104,0.3232,kmodes,german_credit_y.zip
10,500,Cao,11,False,42,4,1000.0,100,1.974144697189331,-0.0183,14.6629,4.6014,0.4542,0.0128,0.0138,0.007,0.0104,0.0226,0.0068,0.0104,0.3232,kmodes,german_credit_y.zip
10,500,Cao,11,False,42,4,1000.0,20,1.9665844440460205,-0.0183,14.6629,4.6014,0.4542,0.0128,0.0138,0.007,0.0104,0.0226,0.0068,0.0104,0.3232,kmodes,german_credit_y.zip
10,500,Cao,11,False,42,4,100.0,100,1.1454789638519287,-0.021,13.508,4.8757,0.4504,0.0044,0.0105,0.0045,0.0079,0.0171,0.0052,0.0079,0.3206,kmodes,german_credit_y.zip
10,500,Cao,11,False,42,4,100.0,20,1.954667091369629,-0.0183,14.6629,4.6014,0.4542,0.0128,0.0138,0.007,0.0104,0.0226,0.0068,0.0104,0.3232,kmodes,german_credit_y.zip
10,500,Cao,11,False,42,4,20.0,20,1.6794586181640625,-0.0204,17.1185,4.4127,0.4492,0.0146,0.0254,0.015,0.0182,0.0416,0.0117,0.0182,0.2892,kmodes,german_credit_y.zip
10,500,Cao,11,False,42,4,inf,100,1.9705250263214111,-0.0183,14.6629,4.6014,0.4542,0.0128,0.0138,0.007,0.0104,0.0226,0.0068,0.0104,0.3232,kmodes,german_credit_y.zip
10,500,Cao,11,False,42,4,inf,20,1.9760642051696775,-0.0183,14.6629,4.6014,0.4542,0.0128,0.0138,0.007,0.0104,0.0226,0.0068,0.0104,0.3232,kmodes,german_credit_y.zip
12,100,Cao,11,False,42,4,1000.0,100,2.332296848297119,-0.0224,13.5223,4.8274,0.4487,0.0127,0.0167,0.0078,0.0116,0.0273,0.0074,0.0116,0.2904,kmodes,german_credit_y.zip
12,100,Cao,11,False,42,4,1000.0,20,2.328265190124512,-0.0224,13.5223,4.8274,0.4487,0.0127,0.0167,0.0078,0.0116,0.0273,0.0074,0.0116,0.2904,kmodes,german_credit_y.zip
12,100,Cao,11,False,42,4,100.0,100,1.8433878421783447,-0.0251,14.0782,4.5753,0.4427,0.0035,0.0127,0.0049,0.0087,0.0207,0.0055,0.0087,0.2756,kmodes,german_credit_y.zip
12,100,Cao,11,False,42,4,100.0,20,2.330973625183105,-0.0224,13.5223,4.8274,0.4487,0.0127,0.0167,0.0078,0.0116,0.0273,0.0074,0.0116,0.2904,kmodes,german_credit_y.zip
12,100,Cao,11,False,42,4,20.0,20,2.459357976913452,-0.0228,14.0057,4.4791,0.4507,0.0183,0.0317,0.0181,0.0219,0.0518,0.0139,0.0219,0.2895,kmodes,german_credit_y.zip
12,100,Cao,11,False,42,4,inf,100,2.311676263809204,-0.0224,13.5223,4.8274,0.4487,0.0127,0.0167,0.0078,0.0116,0.0273,0.0074,0.0116,0.2904,kmodes,german_credit_y.zip
12,100,Cao,11,False,42,4,inf,20,2.3446407318115234,-0.0224,13.5223,4.8274,0.4487,0.0127,0.0167,0.0078,0.0116,0.0273,0.0074,0.0116,0.2904,kmodes,german_credit_y.zip
