threshold,branching_factor,n_clusters,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
0.5,50,10,1000.0,100,0.0646007061004638,0.0654,57.0646,2.674,0.4436,0.0107,0.0323,0.0194,0.0225,0.0529,0.0143,0.0225,0.2623,skl_birch,german_credit_y.zip
0.5,50,10,1000.0,20,0.0611131191253662,0.0654,57.0646,2.674,0.4436,0.0107,0.0323,0.0194,0.0225,0.0529,0.0143,0.0225,0.2623,skl_birch,german_credit_y.zip
0.5,50,10,100.0,100,0.0605337619781494,0.0512,55.6319,2.6253,0.4409,0.0065,0.0454,0.0284,0.0315,0.0743,0.02,0.0315,0.2547,skl_birch,german_credit_y.zip
0.5,50,10,100.0,20,0.0612976551055908,0.0654,57.0646,2.674,0.4436,0.0107,0.0323,0.0194,0.0225,0.0529,0.0143,0.0225,0.2623,skl_birch,german_credit_y.zip
0.5,50,10,20.0,20,0.0655498504638671,0.0454,55.4688,2.4874,0.4446,0.0099,0.0355,0.0221,0.0252,0.0581,0.0161,0.0252,0.271,skl_birch,german_credit_y.zip
0.5,50,10,inf,100,0.0612030029296875,0.0654,57.0646,2.674,0.4436,0.0107,0.0323,0.0194,0.0225,0.0529,0.0143,0.0225,0.2623,skl_birch,german_credit_y.zip
0.5,50,10,inf,20,0.0612938404083251,0.0654,57.0646,2.674,0.4436,0.0107,0.0323,0.0194,0.0225,0.0529,0.0143,0.0225,0.2623,skl_birch,german_credit_y.zip
0.5,50,12,1000.0,100,0.0613698959350585,0.0516,51.8694,2.5011,0.44,0.0094,0.0429,0.0245,0.0281,0.0702,0.0176,0.0281,0.2394,skl_birch,german_credit_y.zip
0.5,50,12,1000.0,20,0.0615415573120117,0.0516,51.8694,2.5011,0.44,0.0094,0.0429,0.0245,0.0281,0.0702,0.0176,0.0281,0.2394,skl_birch,german_credit_y.zip
0.5,50,12,100.0,100,0.0614323616027832,0.0586,50.2246,2.5586,0.4395,0.0066,0.0478,0.0282,0.0318,0.0782,0.02,0.0318,0.2442,skl_birch,german_credit_y.zip
0.5,50,12,100.0,20,0.0610487461090087,0.0516,51.8694,2.5011,0.44,0.0094,0.0429,0.0245,0.0281,0.0702,0.0176,0.0281,0.2394,skl_birch,german_credit_y.zip
0.5,50,12,20.0,20,0.0644059181213378,0.0488,50.1974,2.4643,0.4436,0.0136,0.0379,0.0217,0.0253,0.0621,0.0159,0.0253,0.2539,skl_birch,german_credit_y.zip
0.5,50,12,inf,100,0.0622856616973876,0.0516,51.8694,2.5011,0.44,0.0094,0.0429,0.0245,0.0281,0.0702,0.0176,0.0281,0.2394,skl_birch,german_credit_y.zip
0.5,50,12,inf,20,0.0610365867614746,0.0516,51.8694,2.5011,0.44,0.0094,0.0429,0.0245,0.0281,0.0702,0.0176,0.0281,0.2394,skl_birch,german_credit_y.zip
0.5,50,2,1000.0,100,0.0626885890960693,0.1622,163.0236,1.9122,0.5269,-0.0008,0.0,-0.0009,0.0,0.0,0.0,0.0,0.6235,skl_birch,german_credit_y.zip
0.5,50,2,1000.0,20,0.0614697933197021,0.1622,163.0236,1.9122,0.5269,-0.0008,0.0,-0.0009,0.0,0.0,0.0,0.0,0.6235,skl_birch,german_credit_y.zip
0.5,50,2,100.0,100,0.0611116886138916,0.1657,168.7586,1.9,0.5283,0.0042,0.0001,-0.0007,0.0001,0.0001,0.0002,0.0001,0.6227,skl_birch,german_credit_y.zip
0.5,50,2,100.0,20,0.0646214485168457,0.1622,163.0236,1.9122,0.5269,-0.0008,0.0,-0.0009,0.0,0.0,0.0,0.0,0.6235,skl_birch,german_credit_y.zip
0.5,50,2,20.0,20,0.0619113445281982,0.1632,163.7111,2.0037,0.5308,0.0149,0.0008,0.0006,0.0015,0.0014,0.0016,0.0015,0.619,skl_birch,german_credit_y.zip
0.5,50,2,inf,100,0.0615310668945312,0.1622,163.0236,1.9122,0.5269,-0.0008,0.0,-0.0009,0.0,0.0,0.0,0.0,0.6235,skl_birch,german_credit_y.zip
0.5,50,2,inf,20,0.0591397285461425,0.1622,163.0236,1.9122,0.5269,-0.0008,0.0,-0.0009,0.0,0.0,0.0,0.0,0.6235,skl_birch,german_credit_y.zip
0.5,50,4,1000.0,100,0.0615639686584472,0.0954,93.1533,2.5833,0.495,0.0331,0.0111,0.0108,0.0125,0.0182,0.0095,0.0125,0.4756,skl_birch,german_credit_y.zip
0.5,50,4,1000.0,20,0.0615286827087402,0.0954,93.1533,2.5833,0.495,0.0331,0.0111,0.0108,0.0125,0.0182,0.0095,0.0125,0.4756,skl_birch,german_credit_y.zip
0.5,50,4,100.0,100,0.0620155334472656,0.0879,96.5977,2.843,0.4847,0.0366,0.0308,0.0305,0.032,0.0505,0.0234,0.032,0.4276,skl_birch,german_credit_y.zip
0.5,50,4,100.0,20,0.0617191791534423,0.0954,93.1533,2.5833,0.495,0.0331,0.0111,0.0108,0.0125,0.0182,0.0095,0.0125,0.4756,skl_birch,german_credit_y.zip
0.5,50,4,20.0,20,0.0871446132659912,0.0782,93.889,2.741,0.4683,-0.0035,0.013,0.0123,0.0138,0.0213,0.0102,0.0138,0.4235,skl_birch,german_credit_y.zip
0.5,50,4,inf,100,0.0632407665252685,0.0954,93.1533,2.5833,0.495,0.0331,0.0111,0.0108,0.0125,0.0182,0.0095,0.0125,0.4756,skl_birch,german_credit_y.zip
0.5,50,4,inf,20,0.0626397132873535,0.0954,93.1533,2.5833,0.495,0.0331,0.0111,0.0108,0.0125,0.0182,0.0095,0.0125,0.4756,skl_birch,german_credit_y.zip
0.5,50,6,1000.0,100,0.0625989437103271,0.0895,74.9559,2.5626,0.4589,0.0052,0.0173,0.0133,0.0155,0.0283,0.0107,0.0155,0.3644,skl_birch,german_credit_y.zip
0.5,50,6,1000.0,20,0.0672857761383056,0.0895,74.9559,2.5626,0.4589,0.0052,0.0173,0.0133,0.0155,0.0283,0.0107,0.0155,0.3644,skl_birch,german_credit_y.zip
0.5,50,6,100.0,100,0.0605382919311523,0.0701,74.6085,2.6804,0.4622,0.0232,0.0321,0.0253,0.0273,0.0526,0.0185,0.0273,0.3444,skl_birch,german_credit_y.zip
0.5,50,6,100.0,20,0.061758279800415,0.0895,74.9559,2.5626,0.4589,0.0052,0.0173,0.0133,0.0155,0.0283,0.0107,0.0155,0.3644,skl_birch,german_credit_y.zip
0.5,50,6,20.0,20,0.0649001598358154,0.0732,73.1132,2.8092,0.4543,0.0102,0.0232,0.0175,0.0196,0.038,0.0132,0.0196,0.3298,skl_birch,german_credit_y.zip
