min_samples,max_eps,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,inf,correlation,auto,4,1000.0,20,28.339151620864868,-0.4052,33.4039,1.3232,0.5042,0.0043,0.0966,0.1083,0.1125,0.1404,0.0939,0.1125,0.6036,skl_OPTICS,compas-scores-two-yearsONEHOT_y.zip
10,inf,correlation,auto,4,100.0,20,28.40921425819397,-0.4052,33.4039,1.3232,0.5042,0.0043,0.0966,0.1083,0.1125,0.1404,0.0939,0.1125,0.6036,skl_OPTICS,compas-scores-two-yearsONEHOT_y.zip
10,inf,correlation,auto,4,inf,20,28.484886407852173,-0.4052,33.4039,1.3232,0.5042,0.0043,0.0966,0.1083,0.1125,0.1404,0.0939,0.1125,0.6036,skl_OPTICS,compas-scores-two-yearsONEHOT_y.zip
10,inf,cosine,auto,4,1000.0,20,41.06876444816589,-0.4061,35.1949,1.3497,0.5055,0.0065,0.0903,0.107,0.1111,0.1312,0.0963,0.1111,0.6138,skl_OPTICS,compas-scores-two-yearsONEHOT_y.zip
10,inf,cosine,auto,4,100.0,20,41.17083692550659,-0.4061,35.1949,1.3497,0.5055,0.0065,0.0903,0.107,0.1111,0.1312,0.0963,0.1111,0.6138,skl_OPTICS,compas-scores-two-yearsONEHOT_y.zip
10,inf,cosine,auto,4,inf,20,42.50413036346436,-0.4061,35.1949,1.3497,0.5055,0.0065,0.0903,0.107,0.1111,0.1312,0.0963,0.1111,0.6138,skl_OPTICS,compas-scores-two-yearsONEHOT_y.zip
10,inf,euclidean,auto,4,1000.0,20,200.9408655166626,-0.4345,9.5879,1.424,0.5019,-0.0045,0.0234,0.0458,0.0485,0.0341,0.0845,0.0485,0.6812,skl_OPTICS,compas-scores-two-yearsONEHOT_y.zip
10,inf,euclidean,auto,4,100.0,20,208.90925240516663,-0.4345,9.5879,1.424,0.5019,-0.0045,0.0234,0.0458,0.0485,0.0341,0.0845,0.0485,0.6812,skl_OPTICS,compas-scores-two-yearsONEHOT_y.zip
10,inf,euclidean,auto,4,inf,20,198.59875869750977,-0.4345,9.5879,1.424,0.5019,-0.0045,0.0234,0.0458,0.0485,0.0341,0.0845,0.0485,0.6812,skl_OPTICS,compas-scores-two-yearsONEHOT_y.zip
20,inf,correlation,auto,4,1000.0,20,28.264278650283813,-0.319,83.1013,1.2507,0.5019,-0.0026,0.0531,0.0858,0.0874,0.0771,0.1008,0.0874,0.6471,skl_OPTICS,compas-scores-two-yearsONEHOT_y.zip
20,inf,correlation,auto,4,100.0,20,28.377702951431274,-0.319,83.1013,1.2507,0.5019,-0.0026,0.0531,0.0858,0.0874,0.0771,0.1008,0.0874,0.6471,skl_OPTICS,compas-scores-two-yearsONEHOT_y.zip
