eps,min_samples,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
0.1,10,correlation,auto,4,1000.0,100,0.0128588676452636,0.1972,295.6462,1.6071,0.6274,0.0512,0.1165,0.0825,0.0862,0.0841,0.0884,0.0862,0.3046,skl_DBSCAN,vehicle_y.zip
0.1,10,correlation,auto,4,1000.0,20,0.0128662586212158,0.1972,295.6462,1.6071,0.6274,0.0512,0.1165,0.0825,0.0862,0.0841,0.0884,0.0862,0.3046,skl_DBSCAN,vehicle_y.zip
0.1,10,correlation,auto,4,100.0,100,0.0130975246429443,0.1979,297.454,1.6031,0.628,0.0524,0.1186,0.0841,0.0877,0.0856,0.09,0.0877,0.3054,skl_DBSCAN,vehicle_y.zip
0.1,10,correlation,auto,4,100.0,20,0.0129065513610839,0.1972,295.6462,1.6071,0.6274,0.0512,0.1165,0.0825,0.0862,0.0841,0.0884,0.0862,0.3046,skl_DBSCAN,vehicle_y.zip
0.1,10,correlation,auto,4,20.0,20,0.0239365100860595,0.1106,213.9118,1.5595,0.6181,0.0425,0.1265,0.088,0.093,0.0913,0.0947,0.093,0.3038,skl_DBSCAN,vehicle_y.zip
0.1,10,correlation,auto,4,inf,100,0.0128931999206542,0.1972,295.6462,1.6071,0.6274,0.0512,0.1165,0.0825,0.0862,0.0841,0.0884,0.0862,0.3046,skl_DBSCAN,vehicle_y.zip
0.1,10,correlation,auto,4,inf,20,0.0130565166473388,0.1972,295.6462,1.6071,0.6274,0.0512,0.1165,0.0825,0.0862,0.0841,0.0884,0.0862,0.3046,skl_DBSCAN,vehicle_y.zip
0.1,10,cosine,auto,4,1000.0,100,0.0148756504058837,0.0989,250.2888,1.6616,0.612,0.0694,0.1467,0.1122,0.1161,0.1059,0.1285,0.1161,0.3389,skl_DBSCAN,vehicle_y.zip
0.1,10,cosine,auto,4,1000.0,20,0.024165391921997,0.0989,250.2888,1.6616,0.612,0.0694,0.1467,0.1122,0.1161,0.1059,0.1285,0.1161,0.3389,skl_DBSCAN,vehicle_y.zip
0.1,10,cosine,auto,4,100.0,100,0.0115249156951904,0.0989,250.2888,1.6616,0.612,0.0694,0.1467,0.1122,0.1161,0.1059,0.1285,0.1161,0.3389,skl_DBSCAN,vehicle_y.zip
0.1,10,cosine,auto,4,100.0,20,0.0145454406738281,0.0989,250.2888,1.6616,0.612,0.0694,0.1467,0.1122,0.1161,0.1059,0.1285,0.1161,0.3389,skl_DBSCAN,vehicle_y.zip
