eps,min_samples,metric,algorithm,n_jobs,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
0.1,10,correlation,auto,4,1000.0,100,17.636621952056885,0.6573,567.4475,0.4625,0.6338,0.0005,0.0,-0.0,0.0001,0.0,0.0014,0.0001,0.7955,skl_DBSCAN,adult_y.zip
0.1,10,correlation,auto,4,1000.0,20,17.899333715438843,0.6573,567.4475,0.4625,0.6338,0.0005,0.0,-0.0,0.0001,0.0,0.0014,0.0001,0.7955,skl_DBSCAN,adult_y.zip
0.1,10,correlation,auto,4,20.0,20,18.49611067771912,0.6547,467.5929,0.4874,0.6339,0.0006,0.0,0.0,0.0001,0.0,0.0028,0.0001,0.7957,skl_DBSCAN,adult_y.zip
0.1,10,correlation,auto,4,inf,100,18.086650371551517,0.6573,567.4475,0.4625,0.6338,0.0005,0.0,-0.0,0.0001,0.0,0.0014,0.0001,0.7955,skl_DBSCAN,adult_y.zip
0.1,10,correlation,auto,4,inf,20,18.21697497367859,0.6573,567.4475,0.4625,0.6338,0.0005,0.0,-0.0,0.0001,0.0,0.0014,0.0001,0.7955,skl_DBSCAN,adult_y.zip
0.1,10,cosine,auto,4,1000.0,100,19.62343525886536,0.6605,294.887,0.5106,0.6342,0.0007,0.0001,0.0001,0.0002,0.0001,0.0091,0.0002,0.796,skl_DBSCAN,adult_y.zip
0.1,10,cosine,auto,4,1000.0,20,19.616350889205933,0.6605,294.887,0.5106,0.6342,0.0007,0.0001,0.0001,0.0002,0.0001,0.0091,0.0002,0.796,skl_DBSCAN,adult_y.zip
0.1,10,cosine,auto,4,20.0,20,20.03317356109619,0.6583,289.5134,0.5188,0.6342,0.0007,0.0001,0.0001,0.0002,0.0001,0.0091,0.0002,0.796,skl_DBSCAN,adult_y.zip
0.1,10,cosine,auto,4,inf,100,19.639280796051025,0.6605,294.887,0.5106,0.6342,0.0007,0.0001,0.0001,0.0002,0.0001,0.0091,0.0002,0.796,skl_DBSCAN,adult_y.zip
0.1,10,cosine,auto,4,inf,20,19.705568075180054,0.6605,294.887,0.5106,0.6342,0.0007,0.0001,0.0001,0.0002,0.0001,0.0091,0.0002,0.796,skl_DBSCAN,adult_y.zip
