n_clusters,init,n_init,max_iter,tol,verbose,random_state,copy,algorithm,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,alg,dataset
10,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,20,1.211829662322998,0.1354,2043.4932,1.8251,skl_kmeans,ficoONEHOT.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,100.0,20,1.4202837944030762,0.1354,2043.4932,1.8251,skl_kmeans,ficoONEHOT.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,inf,20,1.4342691898345947,0.1354,2043.4932,1.8251,skl_kmeans,ficoONEHOT.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,20,1.4025561809539795,0.1357,2043.5772,1.8097,skl_kmeans,ficoONEHOT.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,100.0,20,1.1005480289459229,0.1357,2043.5772,1.8097,skl_kmeans,ficoONEHOT.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,inf,20,1.2943387031555176,0.1357,2043.5772,1.8097,skl_kmeans,ficoONEHOT.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,20,1.3225414752960205,0.1357,2043.5772,1.8097,skl_kmeans,ficoONEHOT.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,100.0,20,1.4121041297912598,0.1357,2043.5772,1.8097,skl_kmeans,ficoONEHOT.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,inf,20,1.2934072017669678,0.1357,2043.5772,1.8097,skl_kmeans,ficoONEHOT.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,1000.0,20,1.211829662322998,0.1354,2043.4932,1.8251,skl_kmeans,ficoONEHOT.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,100.0,20,1.4202837944030762,0.1354,2043.4932,1.8251,skl_kmeans,ficoONEHOT.zip-10_k
10,k-means++,11,100,0.0001,False,42,True,lloyd,inf,20,1.4342691898345947,0.1354,2043.4932,1.8251,skl_kmeans,ficoONEHOT.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,1000.0,20,1.4025561809539795,0.1357,2043.5772,1.8097,skl_kmeans,ficoONEHOT.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,100.0,20,1.1005480289459229,0.1357,2043.5772,1.8097,skl_kmeans,ficoONEHOT.zip-10_k
10,k-means++,11,300,0.0001,False,42,True,lloyd,inf,20,1.2943387031555176,0.1357,2043.5772,1.8097,skl_kmeans,ficoONEHOT.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,1000.0,20,1.3225414752960205,0.1357,2043.5772,1.8097,skl_kmeans,ficoONEHOT.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,100.0,20,1.4121041297912598,0.1357,2043.5772,1.8097,skl_kmeans,ficoONEHOT.zip-10_k
10,k-means++,11,500,0.0001,False,42,True,lloyd,inf,20,1.2934072017669678,0.1357,2043.5772,1.8097,skl_kmeans,ficoONEHOT.zip-10_k
