amount_initial_centers,kmax,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,10,1000.0,20,0.0143117904663085,0.2046,158.2446,1.457,0.4415,0.005,0.0223,0.0126,0.0158,0.0365,0.0101,0.0158,0.2636,pyc_xmeans,german_creditONEHOT_y.zip
10,10,100.0,20,0.0132293701171875,0.1971,148.9076,1.4293,0.4467,0.0095,0.029,0.0179,0.0212,0.0475,0.0137,0.0212,0.2862,pyc_xmeans,german_creditONEHOT_y.zip
10,10,inf,20,0.0108697414398193,0.2065,154.0622,1.3774,0.4402,0.0024,0.0196,0.0107,0.0139,0.0321,0.0089,0.0139,0.2618,pyc_xmeans,german_creditONEHOT_y.zip
10,14,1000.0,20,0.0237135887145996,0.2207,148.0386,1.3877,0.4362,0.0042,0.0237,0.0109,0.015,0.0387,0.0093,0.015,0.2265,pyc_xmeans,german_creditONEHOT_y.zip
10,14,100.0,20,0.0236215591430664,0.2113,141.3638,1.3873,0.4338,0.0016,0.0215,0.0094,0.0135,0.0352,0.0083,0.0135,0.2154,pyc_xmeans,german_creditONEHOT_y.zip
10,14,inf,20,0.0236556529998779,0.2195,144.6791,1.3504,0.4358,0.0042,0.0257,0.0121,0.0162,0.042,0.01,0.0162,0.2228,pyc_xmeans,german_creditONEHOT_y.zip
10,18,1000.0,20,0.0742554664611816,0.214,134.8163,1.4381,0.4341,0.0041,0.0318,0.0147,0.0193,0.0521,0.0118,0.0193,0.2093,pyc_xmeans,german_creditONEHOT_y.zip
10,18,100.0,20,0.0384306907653808,0.2205,132.7529,1.4066,0.4322,0.0013,0.029,0.0125,0.0173,0.0474,0.0106,0.0173,0.2027,pyc_xmeans,german_creditONEHOT_y.zip
10,18,inf,20,0.0319340229034423,0.1991,135.4568,1.4072,0.4345,0.0051,0.0365,0.0175,0.022,0.0598,0.0135,0.022,0.2092,pyc_xmeans,german_creditONEHOT_y.zip
10,22,1000.0,20,0.0344564914703369,0.2325,136.7657,1.3606,0.4325,0.002,0.0317,0.0137,0.0187,0.0519,0.0114,0.0187,0.2025,pyc_xmeans,german_creditONEHOT_y.zip
10,22,100.0,20,0.0325586795806884,0.2268,140.0178,1.3427,0.4328,0.0024,0.0317,0.0141,0.0189,0.0518,0.0115,0.0189,0.2038,pyc_xmeans,german_creditONEHOT_y.zip
10,22,inf,20,0.0185854434967041,0.2142,150.7689,1.4364,0.4383,0.0044,0.024,0.0123,0.016,0.0393,0.01,0.016,0.2421,pyc_xmeans,german_creditONEHOT_y.zip
10,2,1000.0,20,0.0081415176391601,0.1882,157.0772,1.5024,0.4441,0.009,0.0237,0.0137,0.0169,0.0389,0.0108,0.0169,0.2702,pyc_xmeans,german_creditONEHOT_y.zip
10,2,100.0,20,0.0099024772644042,0.1945,158.5389,1.509,0.4432,0.0086,0.026,0.0151,0.0183,0.0426,0.0116,0.0183,0.2655,pyc_xmeans,german_creditONEHOT_y.zip
10,2,inf,20,0.0100729465484619,0.1885,153.5463,1.4895,0.4459,0.0108,0.0243,0.0142,0.0174,0.0398,0.0111,0.0174,0.2775,pyc_xmeans,german_creditONEHOT_y.zip
10,6,1000.0,20,0.0093157291412353,0.192,152.9255,1.5109,0.4443,0.0073,0.0238,0.0139,0.0171,0.039,0.0109,0.0171,0.2759,pyc_xmeans,german_creditONEHOT_y.zip
10,6,100.0,20,0.0097837448120117,0.2046,148.3544,1.5697,0.445,0.0089,0.0278,0.0167,0.0199,0.0456,0.0127,0.0199,0.2762,pyc_xmeans,german_creditONEHOT_y.zip
10,6,inf,20,0.0094885826110839,0.1905,153.5806,1.4506,0.4489,0.013,0.0294,0.0182,0.0214,0.0481,0.0138,0.0214,0.2913,pyc_xmeans,german_creditONEHOT_y.zip
