n_clusters,metric,linkage,max_nbr_values,max_nbr_values_cat,time,silhouette,calinski_harabasz,davies_bouldin,r_score,adj_rand,mut_info_score,adj_mutual_info_score,norm_mutual_info_score,homog_score,complete_score,v_msr_score,fwlks_mallows_score,alg,dataset
10,correlation,average,1000.0,100,0.0119566917419433,0.0351,156.9482,1.5038,0.683,0.1243,0.3025,0.188,0.1971,0.2183,0.1796,0.1971,0.3318,skl_agglomerativeClust,vehicle_y.zip
10,correlation,average,1000.0,20,0.0119640827178955,0.0351,156.9482,1.5038,0.683,0.1243,0.3025,0.188,0.1971,0.2183,0.1796,0.1971,0.3318,skl_agglomerativeClust,vehicle_y.zip
10,correlation,average,100.0,100,0.0121064186096191,0.1124,169.6837,1.3691,0.6959,0.1411,0.3519,0.2134,0.2219,0.254,0.197,0.2219,0.3377,skl_agglomerativeClust,vehicle_y.zip
10,correlation,average,100.0,20,0.0119340419769287,0.0351,156.9482,1.5038,0.683,0.1243,0.3025,0.188,0.1971,0.2183,0.1796,0.1971,0.3318,skl_agglomerativeClust,vehicle_y.zip
10,correlation,average,20.0,20,0.0129203796386718,0.103,156.6473,1.4735,0.6861,0.1151,0.3163,0.192,0.2008,0.2283,0.1792,0.2008,0.3181,skl_agglomerativeClust,vehicle_y.zip
10,correlation,average,inf,100,0.0119593143463134,0.0351,156.9482,1.5038,0.683,0.1243,0.3025,0.188,0.1971,0.2183,0.1796,0.1971,0.3318,skl_agglomerativeClust,vehicle_y.zip
10,correlation,average,inf,20,0.0119225978851318,0.0351,156.9482,1.5038,0.683,0.1243,0.3025,0.188,0.1971,0.2183,0.1796,0.1971,0.3318,skl_agglomerativeClust,vehicle_y.zip
10,correlation,complete,1000.0,100,0.0110137462615966,0.0931,150.5756,1.7712,0.7056,0.0979,0.2724,0.1513,0.1595,0.1966,0.1342,0.1595,0.2773,skl_agglomerativeClust,vehicle_y.zip
10,correlation,complete,1000.0,20,0.0111176967620849,0.0931,150.5756,1.7712,0.7056,0.0979,0.2724,0.1513,0.1595,0.1966,0.1342,0.1595,0.2773,skl_agglomerativeClust,vehicle_y.zip
10,correlation,complete,100.0,100,0.0109930038452148,0.097,138.3652,1.9186,0.7061,0.1068,0.2894,0.1605,0.1685,0.2088,0.1412,0.1685,0.2873,skl_agglomerativeClust,vehicle_y.zip
10,correlation,complete,100.0,20,0.0110285282135009,0.0931,150.5756,1.7712,0.7056,0.0979,0.2724,0.1513,0.1595,0.1966,0.1342,0.1595,0.2773,skl_agglomerativeClust,vehicle_y.zip
10,correlation,complete,20.0,20,0.0115840435028076,0.0809,151.6946,1.9487,0.7142,0.0933,0.2976,0.1607,0.1684,0.2148,0.1385,0.1684,0.2622,skl_agglomerativeClust,vehicle_y.zip
10,correlation,complete,inf,100,0.0110235214233398,0.0931,150.5756,1.7712,0.7056,0.0979,0.2724,0.1513,0.1595,0.1966,0.1342,0.1595,0.2773,skl_agglomerativeClust,vehicle_y.zip
10,correlation,complete,inf,20,0.0107965469360351,0.0931,150.5756,1.7712,0.7056,0.0979,0.2724,0.1513,0.1595,0.1966,0.1342,0.1595,0.2773,skl_agglomerativeClust,vehicle_y.zip
10,correlation,single,1000.0,100,0.0064425468444824,-0.3924,0.2478,2.3339,0.2613,0.0001,0.0148,-0.0005,0.0201,0.0107,0.1653,0.0201,0.4936,skl_agglomerativeClust,vehicle_y.zip
10,correlation,single,1000.0,20,0.0064067840576171,-0.3924,0.2478,2.3339,0.2613,0.0001,0.0148,-0.0005,0.0201,0.0107,0.1653,0.0201,0.4936,skl_agglomerativeClust,vehicle_y.zip
10,correlation,single,100.0,100,0.0064005851745605,-0.3924,0.2478,2.3339,0.2613,0.0001,0.0148,-0.0005,0.0201,0.0107,0.1653,0.0201,0.4936,skl_agglomerativeClust,vehicle_y.zip
10,correlation,single,100.0,20,0.0063807964324951,-0.3924,0.2478,2.3339,0.2613,0.0001,0.0148,-0.0005,0.0201,0.0107,0.1653,0.0201,0.4936,skl_agglomerativeClust,vehicle_y.zip
10,correlation,single,20.0,20,0.0068163871765136,-0.4049,0.3496,2.1297,0.2636,0.0001,0.0165,0.0006,0.0221,0.0119,0.1571,0.0221,0.4924,skl_agglomerativeClust,vehicle_y.zip
10,correlation,single,inf,100,0.0064189434051513,-0.3924,0.2478,2.3339,0.2613,0.0001,0.0148,-0.0005,0.0201,0.0107,0.1653,0.0201,0.4936,skl_agglomerativeClust,vehicle_y.zip
10,correlation,single,inf,20,0.0064232349395751,-0.3924,0.2478,2.3339,0.2613,0.0001,0.0148,-0.0005,0.0201,0.0107,0.1653,0.0201,0.4936,skl_agglomerativeClust,vehicle_y.zip
10,cosine,average,1000.0,100,0.012087345123291,0.0528,149.1776,1.34,0.656,0.104,0.2255,0.1445,0.1544,0.1628,0.1469,0.1544,0.3359,skl_agglomerativeClust,vehicle_y.zip
10,cosine,average,1000.0,20,0.0120275020599365,0.0528,149.1776,1.34,0.656,0.104,0.2255,0.1445,0.1544,0.1628,0.1469,0.1544,0.3359,skl_agglomerativeClust,vehicle_y.zip
10,cosine,average,100.0,100,0.0120394229888916,0.1102,172.6503,1.4623,0.6825,0.1011,0.2865,0.1703,0.1789,0.2067,0.1577,0.1789,0.3059,skl_agglomerativeClust,vehicle_y.zip
10,cosine,average,100.0,20,0.0120291709899902,0.0528,149.1776,1.34,0.656,0.104,0.2255,0.1445,0.1544,0.1628,0.1469,0.1544,0.3359,skl_agglomerativeClust,vehicle_y.zip
10,cosine,average,20.0,20,0.0128657817840576,0.057,154.3543,1.3216,0.6714,0.1142,0.2497,0.1569,0.1663,0.1802,0.1544,0.1663,0.3321,skl_agglomerativeClust,vehicle_y.zip
10,cosine,average,inf,100,0.0120534896850585,0.0528,149.1776,1.34,0.656,0.104,0.2255,0.1445,0.1544,0.1628,0.1469,0.1544,0.3359,skl_agglomerativeClust,vehicle_y.zip
10,cosine,average,inf,20,0.012059211730957,0.0528,149.1776,1.34,0.656,0.104,0.2255,0.1445,0.1544,0.1628,0.1469,0.1544,0.3359,skl_agglomerativeClust,vehicle_y.zip
10,cosine,complete,1000.0,100,0.011019229888916,0.0622,147.2263,1.8939,0.6907,0.0893,0.2399,0.1358,0.1444,0.1731,0.1238,0.1444,0.2834,skl_agglomerativeClust,vehicle_y.zip
